target,municipio,semanas,testes,positivos,notificacoes,obitos,positividade_media,incidencia_media_100k,risco_max
cultura_para_fungos,LUCAS DO RIO VERDE,1,1,0,0.0,0.0,0.0,0.0,0.0
cultura_para_fungos,MIRASSOL D''OESTE,1,1,0,0.0,0.0,0.0,,0.0
cultura_para_fungos,NOVA MUTUM,2,2,1,0.0,0.0,0.5,0.8541022531217438,0.2698
cultura_para_fungos,NOVA OLIMPIA,1,1,1,0.0,0.0,1.0,6.084945843981989,0.0
cultura_para_fungos,NOVA SANTA HELENA,1,1,0,0.0,0.0,0.0,0.0,0.0
cultura_para_fungos,NOVO MUNDO,2,2,1,0.0,0.0,0.5,5.238344683080147,0.2820480996621622
cultura_para_fungos,PARANAITA,5,5,1,0.0,0.0,0.2,1.7136492160054835,0.7999999999999999
cultura_para_fungos,PEIXOTO DE AZEVEDO,3,3,1,0.0,0.0,0.3333333333333333,1.0189317519512542,0.5863267960077968
cultura_para_fungos,PONTES E LACERDA,1,1,0,0.0,0.0,0.0,0.0,0.0
cultura_para_fungos,POXOREO,2,3,2,0.0,0.0,0.5,,0.303525
cultura_para_fungos,PRIMAVERA DO LESTE,2,4,2,0.0,0.0,0.5,1.5655332206149415,0.2698
cultura_para_fungos,RONDONOPOLIS,7,9,5,0.0,0.0,0.42857142857142855,0.2955202945609957,1.288994805491239
cultura_para_fungos,SAO JOSE DO RIO CLARO,1,1,1,0.0,0.0,1.0,6.750826976304597,0.0
cultura_para_fungos,SAPEZAL,1,1,0,0.0,0.0,0.0,0.0,0.0
cultura_para_fungos,SINOP,8,8,4,0.0,0.0,0.5,0.24489397824973214,0.28439414707200783
cultura_para_fungos,SORRISO,3,3,2,0.0,0.0,0.6666666666666666,0.6523862736786209,0.2763213562373095
cultura_para_fungos,TANGARA DA SERRA,1,2,0,0.0,0.0,0.0,0.0,0.0
cultura_para_fungos,VARZEA GRANDE,12,14,6,0.0,0.0,0.3333333333333333,0.16468296641990599,1.2420846855864869
cultura_para_fungos,VILA BELA DA SANTISSIMA TRINDADE,1,1,1,0.0,0.0,1.0,6.093102607847916,0.11178052505630645
cultura_para_fungos,VILA RICA,1,1,0,0.0,0.0,0.0,0.0,0.04660449394707213
dengue,ACAILANDIA,2,3,0,0.0,0.0,0.0,,0.168625
dengue,ACARA,1,1,0,0.0,0.0,0.0,,0.0
dengue,ACORIZAL,50,196,13,0.0,0.0,0.09389140271493213,5.302729884788538,1.9346411204023453
dengue,ACRELANDIA,2,2,0,0.0,0.0,0.0,,0.0
dengue,ACREUNA,2,3,0,0.0,0.0,0.0,,0.168625
dengue,ACU,1,1,0,0.0,0.0,0.0,,0.0
dengue,AFONSO CUNHA,2,2,0,0.0,0.0,0.0,,0.0
dengue,AGUA AZUL DO NORTE,1,1,0,0.0,0.0,0.0,,0.0
dengue,AGUA BOA,71,723,69,0.0,0.0,0.09677041652579088,4.182523943826357,2.11020045499362
dengue,AGUA CLARA,1,1,0,0.0,0.0,0.0,,0.0
dengue,AGUAS BELAS,2,6,0,0.0,0.0,0.0,,0.0
dengue,AGUAS LINDAS DE GOIAS,1,1,0,0.0,0.0,0.0,,0.0
dengue,AGUDOS,1,1,0,0.0,0.0,0.0,,0.0
dengue,ALDEIAS ALTAS,1,1,0,0.0,0.0,0.0,,0.0
dengue,ALEGRETE,2,5,0,0.0,0.0,0.0,,0.168625
dengue,ALMEIRIM,5,7,1,0.0,0.0,0.2,,0.4
dengue,ALTA FLORESTA,186,2657,420,0.0,1.0,0.1462206632584898,4.611771246819487,2.354112717639377
dengue,ALTA FLORESTA D''OESTE,1,4,0,0.0,0.0,0.0,,0.0
dengue,ALTAMIRA,9,16,1,0.0,0.0,0.1111111111111111,,0.5656854249492381
dengue,ALTAMIRA DO MARANHAO,1,3,0,0.0,0.0,0.0,,0.0
dengue,ALTO ALEGRE DO MARANHAO,3,4,0,0.0,0.0,0.0,,0.3535533905932738
dengue,ALTO ALEGRE DO PINDARE,10,18,2,0.0,0.0,0.06666666666666667,,1.1058750000000002
dengue,ALTO ARAGUAIA,4,4,0,0.0,0.0,0.0,0.0,0.0
dengue,ALTO BOA VISTA,4,6,0,0.0,0.0,0.0,0.0,0.6309571838742014
dengue,ALTO GARCAS,78,857,24,0.0,0.0,0.05945027195027194,2.95268832779269,1.8393432209056007
dengue,ALTO PARAGUAI,16,36,2,0.0,0.0,0.05208333333333333,1.7718715393133997,1.1998372063734546
dengue,ALTO PARAISO,2,3,0,0.0,0.0,0.0,,0.168625
dengue,ALTO TAQUARI,10,17,0,0.0,0.0,0.0,0.0,0.7231232535460359
dengue,ALTONIA,2,2,0,0.0,0.0,0.0,,0.0
dengue,ALVORADA D''OESTE,1,1,0,0.0,0.0,0.0,,0.0
dengue,AMAMBAI,3,6,0,0.0,0.0,0.0,,0.35355339059327373
dengue,AMARANTE DO MARANHAO,6,14,2,0.0,0.0,0.16666666666666666,,1.25
dengue,AMERICANA,2,2,0,0.0,0.0,0.0,,0.0
dengue,AMORINOPOLIS,1,2,0,0.0,0.0,0.0,,0.0
dengue,ANANINDEUA,8,10,0,0.0,0.0,0.0,,0.6614378277661476
dengue,ANAPOLIS,5,15,0,0.0,0.0,0.0,,0.1976423537605237
dengue,ANAPU,1,1,0,0.0,0.0,0.0,,0.0
dengue,ANDIRA,1,1,0,0.0,0.0,0.0,,0.0
dengue,ANICUNS,8,10,0,0.0,0.0,0.0,,0.43301270189221935
dengue,ANTONIO PRADO,1,1,0,0.0,0.0,0.0,,0.0
dengue,APARECIDA DE GOIANIA,10,24,1,0.0,0.0,0.03333333333333333,,0.7686250000000001
dengue,APARECIDA DO TABOADO,1,1,0,0.0,0.0,0.0,,0.0
dengue,APIACAS,20,307,0,0.0,0.0,0.0,0.0,1.2550653962556306
dengue,AQUIDAUANA,2,2,0,0.0,0.0,0.0,,0.0
dengue,ARACAJU,3,5,0,0.0,0.0,0.0,,0.35355339059327373
dengue,ARACATUBA,3,3,1,0.0,0.0,0.3333333333333333,,0.28284271247461906
dengue,ARAGARCAS,3,4,0,0.0,0.0,0.0,,0.3535533905932738
dengue,ARAGUAINA,1,4,0,0.0,0.0,0.0,,0.0
dengue,ARAGUAPAZ,1,4,0,0.0,0.0,0.0,,0.0
dengue,ARAGUARI,1,1,0,0.0,0.0,0.0,,0.0
dengue,ARAGUATINS,2,6,0,0.0,0.0,0.0,,0.168625
dengue,ARAME,3,4,0,0.0,0.0,0.0,,0.3535533905932738
dengue,ARAPIRACA,7,15,1,0.0,0.0,0.07142857142857142,,0.4898979485566357
dengue,ARAPONGAS,2,5,0,0.0,0.0,0.0,,0.168625
dengue,ARAPOTI,1,1,1,0.0,0.0,1.0,,0.0
dengue,ARAPUTANGA,101,2121,127,0.0,1.0,0.05575830522577239,9.557351047554882,2.716427214133852
dengue,ARARAQUARA,3,3,1,0.0,0.0,0.3333333333333333,,0.28284271247461906
dengue,ARARI,1,1,0,0.0,0.0,0.0,,0.0
dengue,ARARIPINA,2,4,0,0.0,0.0,0.0,,0.0
dengue,ARAXA,1,2,0,0.0,0.0,0.0,,0.0
dengue,ARENAPOLIS,84,1445,7,0.0,0.0,0.03571428571428571,0.9424251247470984,2.0
dengue,ARIPUANA,44,240,4,0.0,0.0,0.058712121212121215,0.3494540549075515,1.5785740413670375
dengue,ARIQUEMES,7,18,1,0.0,0.0,0.14285714285714285,,0.505875
dengue,ASPASIA,1,4,0,0.0,0.0,0.0,,0.0
dengue,ASSIS,2,2,0,0.0,0.0,0.0,,0.0
dengue,ASSIS BRASIL,5,7,0,0.0,0.0,0.0,,0.30618621784789735
dengue,ASSIS CHATEAUBRIAND,1,1,0,0.0,0.0,0.0,,0.0
dengue,ASTORGA,3,3,0,0.0,0.0,0.0,,0.0
dengue,AUGUSTINOPOLIS,2,3,0,0.0,0.0,0.0,,0.168625
dengue,AUGUSTO CORREA,2,4,0,0.0,0.0,0.0,,0.168625
dengue,AURIFLAMA,1,2,0,0.0,0.0,0.0,,0.0
dengue,AURORA,1,5,0,0.0,0.0,0.0,,0.0
dengue,AUTAZES,4,7,0,0.0,0.0,0.0,,0.505875
dengue,BACABAL,8,12,0,0.0,0.0,0.0,,0.168625
dengue,BADY BASSITT,1,1,0,0.0,0.0,0.0,,0.0
dengue,BAIAO,2,2,0,0.0,0.0,0.0,,0.0
dengue,BALNEARIO ARROIO DO SILVA,1,1,0,0.0,0.0,0.0,,0.0
dengue,BALNEARIO CAMBORIU,3,11,0,0.0,0.0,0.0,,0.1767766952966369
dengue,BALSAS,2,2,1,0.0,0.0,0.5,,0.1349
dengue,BARAO DE GRAJAU,1,1,0,0.0,0.0,0.0,,0.0
dengue,BARAO DE MELGACO,25,77,2,0.0,0.0,0.06,1.311370164545293,1.9901001465546266
dengue,BARCARENA,1,3,0,0.0,0.0,0.0,,0.0
dengue,BARCELOS,4,7,0,0.0,0.0,0.0,,0.4330127018922193
dengue,BARRA,2,2,0,0.0,0.0,0.0,,0.0
dengue,BARRA DA ESTIVA,1,1,0,0.0,0.0,0.0,,0.0
dengue,BARRA DE SANTO ANTONIO,2,2,0,0.0,0.0,0.0,,0.0
dengue,BARRA DO BUGRES,68,1082,16,0.0,0.0,0.07860644257703081,0.8751020481712997,1.8759673538370836
dengue,BARRA DO CHOCA,1,1,0,0.0,0.0,0.0,,0.0
dengue,BARRA DO CORDA,5,13,1,0.0,0.0,0.2,,0.4716211091418993
dengue,BARRA DO GARCAS,47,125,2,0.0,0.0,0.023936170212765957,0.03882288997592981,2.0
dengue,BARRA DOS COQUEIROS,3,6,0,0.0,0.0,0.0,,0.168625
dengue,BARRA VELHA,1,1,0,0.0,0.0,0.0,,0.0
dengue,BARRACAO,2,2,0,0.0,0.0,0.0,,0.0
dengue,BARRAS,6,11,0,0.0,0.0,0.0,,0.5413127381832802
dengue,BARREIRAS,5,7,1,0.0,0.0,0.2,,0.49999999999999994
dengue,BARREIRINHAS,4,8,0,0.0,0.0,0.0,,0.33725
dengue,BARRETOS,4,12,0,0.0,0.0,0.0,,0.22483333333333333
dengue,BARROLANDIA,2,3,0,0.0,0.0,0.0,,0.168625
dengue,BARUERI,3,7,0,0.0,0.0,0.0,,0.33725
dengue,BATAGUASSU,1,1,0,0.0,0.0,0.0,,0.0
dengue,BATATAIS,2,3,0,0.0,0.0,0.0,,0.168625
dengue,BAURU,5,5,0,0.0,0.0,0.0,,0.0
dengue,BEBERIBE,2,2,0,0.0,0.0,0.0,,0.0
dengue,BELEM,18,38,0,0.0,0.0,0.0,,0.6745
dengue,BELMONTE,3,5,0,0.0,0.0,0.0,,0.17677669529663684
dengue,BELO HORIZONTE,7,10,0,0.0,0.0,0.0,,0.5393193716300061
dengue,BENEVIDES,1,1,0,0.0,0.0,0.0,,0.0
dengue,BEQUIMAO,3,4,0,0.0,0.0,0.0,,0.3535533905932738
dengue,BERNARDO DO MEARIM,1,1,0,0.0,0.0,0.0,,0.0
dengue,BIGUACU,2,5,0,0.0,0.0,0.0,,0.168625
dengue,BOA ESPERANCA DO NORTE,16,175,0,0.0,0.0,0.0,,1.25
dengue,BOA ESPERANCA DO SUL,1,3,0,0.0,0.0,0.0,,0.0
dengue,BOA VISTA,37,102,3,0.0,0.0,0.04144144144144144,,1.01175
dengue,BOA VISTA DO CADEADO,2,3,0,0.0,0.0,0.0,,0.168625
dengue,BOA VISTA DO GURUPI,3,4,0,0.0,0.0,0.0,,0.3535533905932738
dengue,BOM JARDIM,12,22,2,0.0,0.0,0.125,,0.843125
dengue,BOM JESUS DAS SELVAS,7,9,0,0.0,0.0,0.0,,0.39528470752104733
dengue,BOM JESUS DO ARAGUAIA,2,2,1,0.0,0.0,0.5,6.868131868131868,0.39184424268018025
dengue,BOM JESUS DO TOCANTINS,1,1,0,0.0,0.0,0.0,,0.0
dengue,BOM LUGAR,4,10,2,0.0,0.0,0.375,,1.25
dengue,BOMBINHAS,2,3,0,0.0,0.0,0.0,,0.168625
dengue,BRAGANCA,2,3,0,0.0,0.0,0.0,,0.168625
dengue,BRASILEIA,3,10,1,0.0,0.0,0.06666666666666667,,0.6200927124746191
dengue,BRASILIA,29,69,1,0.0,0.0,0.034482758620689655,,1.25
dengue,BRASNORTE,39,112,14,0.0,0.0,0.12026862026862027,2.215829795178885,2.355633924190502
dengue,BREJO,1,1,0,0.0,0.0,0.0,,0.0
dengue,BREJO DE AREIA,1,3,0,0.0,0.0,0.0,,0.0
dengue,BREJOLANDIA,3,10,0,0.0,0.0,0.0,,0.33725
dengue,BREU BRANCO,2,2,0,0.0,0.0,0.0,,0.0
dengue,BRUSQUE,2,3,0,0.0,0.0,0.0,,0.168625
dengue,BURITI,3,9,0,0.0,0.0,0.0,,0.35355339059327373
dengue,BURITI BRAVO,4,6,0,0.0,0.0,0.0,,0.168625
dengue,BURITICUPU,5,7,0,0.0,0.0,0.0,,0.30618621784789735
dengue,BURITIS,4,5,0,0.0,0.0,0.0,,0.43301270189221935
dengue,CABECEIRAS DO PIAUI,3,6,0,0.0,0.0,0.0,,0.168625
dengue,CABROBO,2,6,0,0.0,0.0,0.0,,0.0
dengue,CACERES,172,11880,131,0.0,0.0,0.12778138929619082,0.6579393751258048,2.2227686649038003
dengue,CACHOEIRA DO ARARI,2,2,0,0.0,0.0,0.0,,0.0
dengue,CACOAL,11,22,1,0.0,0.0,0.09090909090909091,,0.632455532033676
dengue,CAIBI,3,9,0,0.0,0.0,0.0,,0.168625
dengue,CAICARA,1,2,0,0.0,0.0,0.0,,0.0
dengue,CAIEIRAS,2,4,0,0.0,0.0,0.0,,0.0
dengue,CALDAS NOVAS,1,3,0,0.0,0.0,0.0,,0.0
dengue,CAMBORIU,3,3,0,0.0,0.0,0.0,,0.0
dengue,CAMOCIM,2,6,0,0.0,0.0,0.0,,0.0
dengue,CAMPINA DA LAGOA,2,2,0,0.0,0.0,0.0,,0.0
dengue,CAMPINA GRANDE,2,6,0,0.0,0.0,0.0,,0.168625
dengue,CAMPINACU,1,3,0,0.0,0.0,0.0,,0.0
dengue,CAMPINAPOLIS,81,1584,66,0.0,1.0,0.07365346953568715,6.732698493485381,2.166604336512127
dengue,CAMPINAS,11,18,0,0.0,0.0,0.0,,0.168625
dengue,CAMPO FORMOSO,1,1,1,0.0,0.0,1.0,,0.0
dengue,CAMPO GRANDE,51,137,1,0.0,0.0,0.0065359477124183,,1.25
dengue,CAMPO LARGO,5,12,0,0.0,0.0,0.0,,0.18750000000000003
dengue,CAMPO LARGO DO PIAUI,3,4,0,0.0,0.0,0.0,,0.3535533905932738
dengue,CAMPO LIMPO PAULISTA,2,5,0,0.0,0.0,0.0,,0.168625
dengue,CAMPO MOURAO,2,5,0,0.0,0.0,0.0,,0.168625
dengue,CAMPO NOVO DE RONDONIA,2,2,0,0.0,0.0,0.0,,0.0
dengue,CAMPO NOVO DO PARECIS,183,2183,138,0.0,0.0,0.13108713697609664,1.871350892001065,2.3614605447047348
dengue,CAMPO VERDE,150,7380,297,0.0,3.0,0.08609987715667317,4.504862888301852,1.9748988976272712
dengue,CAMPOS BORGES,1,2,0,0.0,0.0,0.0,,0.0
dengue,CAMPOS DE JULIO,32,95,21,0.0,1.0,0.24739583333333334,7.687088995319135,2.2328366398595287
dengue,CANAA DOS CARAJAS,1,1,0,0.0,0.0,0.0,,0.0
dengue,CANABRAVA DO NORTE,6,18,0,0.0,1.0,0.0,0.0,0.6520284278109101
dengue,CANARANA,56,273,15,0.0,0.0,0.12018557422969188,1.4047513055499432,2.269204056570355
dengue,CANDEIAS,1,1,0,0.0,0.0,0.0,,0.0
dengue,CANDEIAS DO JAMARI,5,19,0,0.0,0.0,0.0,,0.505875
dengue,CANDIDO MOTA,2,2,0,0.0,0.0,0.0,,0.0
dengue,CANINDE DE SAO FRANCISCO,2,3,0,0.0,0.0,0.0,,0.168625
dengue,CANTA,1,1,0,0.0,0.0,0.0,,0.0
dengue,CANTO DO BURITI,1,1,0,0.0,0.0,0.0,,0.0
dengue,CANUTAMA,1,1,0,0.0,0.0,0.0,,0.0
dengue,CAPANEMA,1,3,0,0.0,0.0,0.0,,0.0
dengue,CAPINZAL,2,2,0,0.0,0.0,0.0,,0.0
dengue,CAPITAO DE CAMPOS,1,4,0,0.0,0.0,0.0,,0.0
dengue,CAPITAO LEONIDAS MARQUES,2,3,0,0.0,0.0,0.0,,0.168625
dengue,CAPITAO POCO,3,4,0,0.0,0.0,0.0,,0.3535533905932738
dengue,CAPIXABA,1,1,1,0.0,0.0,1.0,,0.0
dengue,CARACARAI,1,1,0,0.0,0.0,0.0,,0.0
dengue,CARAPICUIBA,4,14,0,0.0,0.0,0.0,,0.6182916666666667
dengue,CARAZINHO,1,2,0,0.0,0.0,0.0,,0.0
dengue,CARIRA,1,7,0,0.0,0.0,0.0,,0.0
dengue,CARLINDA,16,31,0,0.0,0.0,0.0,0.0,0.35673302364864873
dengue,CAROEBE,1,2,0,0.0,0.0,0.0,,0.0
dengue,CAROLINA,1,1,0,0.0,0.0,0.0,,0.0
dengue,CARUARU,2,5,0,0.0,0.0,0.0,,0.168625
dengue,CARUTAPERA,3,6,0,0.0,0.0,0.0,,0.168625
dengue,CASCAVEL,14,43,0,0.0,0.0,0.0,,0.843125
dengue,CASSILANDIA,4,4,0,0.0,0.0,0.0,,0.0
dengue,CASTANHAL,7,10,0,0.0,0.0,0.0,,0.28867513459481287
dengue,CASTANHEIRA,5,8,1,0.0,0.0,0.2,2.651113467656416,0.8
dengue,CASTRO,1,1,0,0.0,0.0,0.0,,0.0
dengue,CATALAO,1,2,0,0.0,0.0,0.0,,0.0
dengue,CATANDUVAS,2,2,1,0.0,0.0,0.5,,0.1349
dengue,CAXIAS,18,30,1,0.0,0.0,0.027777777777777776,,0.9932461251235322
dengue,CAXIAS DO SUL,3,10,0,0.0,0.0,0.0,,0.33725
dengue,CEARA-MIRIM,2,2,0,0.0,0.0,0.0,,0.0
dengue,CENTRO DO GUILHERME,2,3,0,0.0,0.0,0.0,,0.168625
dengue,CENTRO NOVO DO MARANHAO,2,6,0,0.0,0.0,0.0,,0.168625
dengue,CEREJEIRAS,3,4,2,0.0,0.0,0.5,,0.3535533905932738
dengue,CERES,1,1,1,0.0,0.0,1.0,,0.0
dengue,CERRO GRANDE,1,6,0,0.0,0.0,0.0,,0.0
dengue,CERRO LARGO,3,4,0,0.0,0.0,0.0,,0.3535533905932738
dengue,CHAPADA DOS GUIMARAES,108,1040,12,0.0,2.0,0.046296296296296294,0.4011286160369933,2.036293303068694
dengue,CHAPADAO DO CEU,3,4,0,0.0,0.0,0.0,,0.3535533905932738
dengue,CHAPADAO DO SUL,5,10,0,0.0,0.0,0.0,,0.168625
dengue,CHAPADINHA,8,15,0,0.0,0.0,0.0,,0.4187649432198246
dengue,CHAPECO,11,28,0,0.0,0.0,0.0,,0.6228410989030497
dengue,CHARQUEADAS,2,3,0,0.0,0.0,0.0,,0.168625
dengue,CHUPINGUAIA,5,8,1,0.0,0.0,0.2,,0.4999999999999999
dengue,CIANORTE,2,2,2,0.0,0.0,1.0,,0.0
dengue,CIDELANDIA,1,3,0,0.0,0.0,0.0,,0.0
dengue,CIRIACO,1,2,0,0.0,0.0,0.0,,0.0
dengue,CLAUDIA,35,138,1,0.0,0.0,0.005714285714285714,0.3707424859766655,2.168625
dengue,COCAL DE TELHA,1,1,0,0.0,0.0,0.0,,0.0
dengue,COCALINHO,19,230,2,0.0,0.0,0.02631578947368421,2.1436227224008575,1.750839115764006
dengue,COCALZINHO DE GOIAS,3,10,0,0.0,0.0,0.0,,0.3535533905932737
dengue,COCOS,3,4,1,0.0,0.0,0.3333333333333333,,0.3535533905932738
dengue,CODO,5,7,0,0.0,0.0,0.0,,0.49999999999999994
dengue,COELHO NETO,2,3,0,0.0,0.0,0.0,,0.168625
dengue,COLARES,1,2,0,0.0,0.0,0.0,,0.0
dengue,COLIDER,147,5960,132,0.0,4.0,0.10157041163777429,3.072098462916999,2.3928810739651274
dengue,COLINAS,3,5,0,0.0,0.0,0.0,,0.35355339059327373
dengue,COLINAS DO TOCANTINS,1,1,0,0.0,0.0,0.0,,0.0
dengue,COLNIZA,31,88,5,0.0,0.0,0.1139784946236559,0.7976283680777206,1.1447650372548235
dengue,COLORADO DO OESTE,2,2,0,0.0,0.0,0.0,,0.0
dengue,COMODORO,71,713,44,0.0,0.0,0.0435008624056994,4.671314624718261,2.866049478964168
dengue,CONCEICAO DE MACABU,1,1,0,0.0,0.0,0.0,,0.0
dengue,CONCEICAO DO ARAGUAIA,1,1,0,0.0,0.0,0.0,,0.0
dengue,CONCEICAO DO MATO DENTRO,3,4,0,0.0,0.0,0.0,,0.3535533905932738
dengue,CONCORDIA,6,11,0,0.0,0.0,0.0,,0.843125
dengue,CONFRESA,35,88,3,0.0,0.0,0.05,0.19716205911546447,1.8504691734443515
dengue,CONQUISTA D''OESTE,25,121,4,0.0,0.0,0.1,,1.25
dengue,CORBELIA,1,1,0,0.0,0.0,0.0,,0.0
dengue,CORDEIROPOLIS,1,1,0,0.0,0.0,0.0,,0.0
dengue,CORIBE,1,1,0,0.0,0.0,0.0,,0.0
dengue,COROATA,3,4,0,0.0,0.0,0.0,,0.3535533905932738
dengue,CORUMBA,8,16,0,0.0,0.0,0.0,,0.843125
dengue,CORUMBIARA,2,11,0,0.0,0.0,0.0,,0.168625
dengue,CORURIPE,1,1,0,0.0,0.0,0.0,,0.0
dengue,COSTA MARQUES,1,1,0,0.0,0.0,0.0,,0.0
dengue,COSTA RICA,4,12,0,0.0,0.0,0.0,,0.5901875
dengue,COTIA,2,4,0,0.0,0.0,0.0,,0.168625
dengue,COTRIGUACU,18,34,0,0.0,0.0,0.0,0.0,0.6080089597409912
dengue,COXIM,1,2,0,0.0,0.0,0.0,,0.0
dengue,CRUZ MACHADO,1,1,0,0.0,0.0,0.0,,0.0
dengue,CRUZEIRO DO OESTE,1,2,0,0.0,0.0,0.0,,0.0
dengue,CRUZEIRO DO SUL,13,27,0,0.0,0.0,0.0,,0.6745
dengue,CUIABA,286,21775,583,0.0,10.0,0.10647697594834277,0.3312586467597466,1.75
dengue,CUNHA,1,1,0,0.0,0.0,0.0,,0.0
dengue,CURITIBA,10,30,1,0.0,0.0,0.05,,1.180375
dengue,CURRALINHO,2,3,0,0.0,0.0,0.0,,0.168625
dengue,CURUA,2,2,0,0.0,0.0,0.0,,0.0
dengue,CURVELANDIA,20,115,0,0.0,0.0,0.0,0.0,1.25
dengue,CUSTODIA,1,1,0,0.0,0.0,0.0,,0.0
dengue,DAVINOPOLIS,2,6,0,0.0,0.0,0.0,,0.168625
dengue,DENISE,45,162,3,0.0,0.0,0.026666666666666665,0.9987515605493135,1.6393187206509738
dengue,DIADEMA,1,3,0,0.0,0.0,0.0,,0.0
dengue,DIAMANTINO,48,135,4,0.0,0.0,0.0625,0.44511871400502107,1.7745966692414834
dengue,DIANOPOLIS,1,1,0,0.0,0.0,0.0,,0.0
dengue,DIONISIO CERQUEIRA,3,4,0,0.0,0.0,0.0,,0.3535533905932738
dengue,DIORAMA,3,3,0,0.0,0.0,0.0,,0.0
dengue,DOIS IRMAOS DO TOCANTINS,2,2,0,0.0,0.0,0.0,,0.0
dengue,DOIS RIACHOS,1,1,0,0.0,0.0,0.0,,0.0
dengue,DOIS VIZINHOS,1,1,0,0.0,0.0,0.0,,0.0
dengue,DOM AQUINO,13,27,0,0.0,0.0,0.0,0.0,0.6745
dengue,DOM ELISEU,2,3,0,0.0,0.0,0.0,,0.168625
dengue,DOM PEDRO,2,3,0,0.0,0.0,0.0,,0.168625
dengue,DORMENTES,1,1,1,0.0,0.0,1.0,,0.0
dengue,DOURADOS,20,39,0,0.0,0.0,0.0,,0.744908291437431
dengue,DRACENA,2,4,0,0.0,0.0,0.0,,0.0
dengue,EDEIA,1,1,0,0.0,0.0,0.0,,0.0
dengue,ELDORADO,1,1,0,0.0,0.0,0.0,,0.0
dengue,ELDORADO DO SUL,1,1,0,0.0,0.0,0.0,,0.0
dengue,ELDORADO DOS CARAJAS,1,2,0,0.0,0.0,0.0,,0.0
dengue,EMBU,1,4,1,0.0,0.0,0.25,,0.0
dengue,ENTRE-IJUIS,1,1,0,0.0,0.0,0.0,,0.0
dengue,EPITACIOLANDIA,2,2,0,0.0,0.0,0.0,,0.0
dengue,ERERE,1,1,0,0.0,0.0,0.0,,0.0
dengue,ESPERANTINOPOLIS,8,14,0,0.0,0.0,0.0,,0.843125
dengue,ESPIGAO D''OESTE,4,4,0,0.0,0.0,0.0,,0.0
dengue,ESTANCIA,6,10,0,0.0,0.0,0.0,,0.17677669529663684
dengue,EUCLIDES DA CUNHA PAULISTA,2,6,0,0.0,0.0,0.0,,0.0
dengue,FAZENDA RIO GRANDE,1,2,0,0.0,0.0,0.0,,0.0
dengue,FEIJO,4,8,0,0.0,0.0,0.0,,0.43301270189221935
dengue,FEIRA DE SANTANA,2,6,0,0.0,0.0,0.0,,0.168625
dengue,FELIZ NATAL,40,106,7,0.0,0.0,0.04625,2.0787798156419273,2.2571893490134487
dengue,FENIX,1,5,0,0.0,0.0,0.0,,0.0
dengue,FERNANDOPOLIS,1,1,0,0.0,0.0,0.0,,0.0
dengue,FIGUEIROPOLIS D''OESTE,9,14,1,0.0,0.0,0.037037037037037035,,0.9999849430569278
dengue,FLORES DA CUNHA,2,3,0,0.0,0.0,0.0,,0.168625
dengue,FLORESTA,1,3,1,0.0,0.0,0.3333333333333333,,0.0
dengue,FLORIANOPOLIS,7,12,2,0.0,0.0,0.21428571428571427,,0.4314554973040049
dengue,FORMOSA,2,3,0,0.0,0.0,0.0,,0.168625
dengue,FORTALEZA,9,15,0,0.0,0.0,0.0,,0.6681531047810609
dengue,FORTUNA,7,18,0,0.0,0.0,0.0,,0.606128125356204
dengue,FOZ DO IGUACU,13,25,2,0.0,0.0,0.05128205128205128,,0.9287902748896857
dengue,FRANCA,2,2,0,0.0,0.0,0.0,,0.0
dengue,FRANCISCO BELTRAO,6,11,1,0.0,0.0,0.08333333333333333,,0.44721359549995787
dengue,FRECHEIRINHA,1,2,0,0.0,0.0,0.0,,0.0
dengue,GAMELEIRA,1,1,0,0.0,0.0,0.0,,0.0
dengue,GASPAR,1,1,0,0.0,0.0,0.0,,0.0
dengue,GAUCHA DO NORTE,19,45,0,0.0,0.0,0.0,0.0,0.7358473638977259
dengue,GENERAL CARNEIRO,21,300,2,0.0,0.0,0.03571428571428571,0.9308993418541655,1.6779375518211996
dengue,GETULINA,1,2,0,0.0,0.0,0.0,,0.0
dengue,GIRAU DO PONCIANO,3,9,0,0.0,0.0,0.0,,0.168625
dengue,GIRUA,2,3,0,0.0,0.0,0.0,,0.168625
dengue,GLORIA D''OESTE,15,40,0,0.0,0.0,0.0,,0.9008520467381753
dengue,GOIANAPOLIS,2,2,0,0.0,0.0,0.0,,0.0
dengue,GOIANESIA,1,1,0,0.0,0.0,0.0,,0.0
dengue,GOIANESIA DO PARA,8,17,0,0.0,0.0,0.0,,1.180375
dengue,GOIANIA,18,23,2,0.0,0.0,0.1111111111111111,,0.7711538224127417
dengue,GOIANIRA,5,5,0,0.0,0.0,0.0,,0.0
dengue,GOIOERE,1,1,1,0.0,0.0,1.0,,0.0
dengue,GOIOXIM,1,3,0,0.0,0.0,0.0,,0.0
dengue,GOVERNADOR EUGENIO BARROS,2,2,0,0.0,0.0,0.0,,0.0
dengue,GOVERNADOR JORGE TEIXEIRA,3,4,0,0.0,0.0,0.0,,0.3535533905932738
dengue,GOVERNADOR LUIZ ROCHA,4,6,0,0.0,0.0,0.0,,0.168625
dengue,GOVERNADOR NEWTON BELLO,4,5,0,0.0,0.0,0.0,,0.43301270189221935
dengue,GOVERNADOR NUNES FREIRE,3,6,0,0.0,0.0,0.0,,0.35355339059327373
