ano,semana_epidemiologica,agravo,municipio,serie,casos,n_anos_baseline,anos_baseline,p25,p50,p75,zona,razao_vs_p50,exames_marcador,positivos_marcador,marcador_alerta,numerador
2026,30,tuberculose,PRIMAVERA DO LESTE,positivos,2,0,,,,,volume_insuficiente,,2.0,2.0,TRM_TB,marcador_alerta
2026,30,tuberculose,QUERENCIA,positivos,0,1,2024,0.0,0.0,0.0,volume_insuficiente,,2.0,0.0,TRM_TB+cultura_TB,marcador_alerta
2026,30,tuberculose,RONDONOPOLIS,positivos,2,2,"2024,2025",0.0,0.0,0.0,volume_insuficiente,,8.0,2.0,cultura_TB,marcador_alerta
2026,30,tuberculose,SANTO ANTONIO DO LEVERGER,positivos,0,1,2024,0.0,0.0,0.0,volume_insuficiente,,1.0,0.0,BAAR,marcador_alerta
2026,30,tuberculose,SAO FELIX DO ARAGUAIA,positivos,0,1,2025,0.0,0.0,0.0,volume_insuficiente,,2.0,0.0,cultura_TB,marcador_alerta
2026,30,tuberculose,SAPEZAL,positivos,0,1,2024,0.0,0.0,0.0,sem_dado,,,,,positivos_semanais_brutos
2026,30,tuberculose,SIDROLANDIA,positivos,0,0,,,,,volume_insuficiente,,1.0,0.0,TRM_TB,marcador_alerta
2026,30,tuberculose,SINOP,positivos,2,2,"2024,2025",0.0,0.0,0.0,volume_insuficiente,,12.0,2.0,BAAR+TRM_TB+cultura_TB,marcador_alerta
2026,30,tuberculose,SORRISO,positivos,1,2,"2024,2025",0.0,0.0,0.0,volume_insuficiente,,6.0,1.0,BAAR+TRM_TB+cultura_TB,marcador_alerta
2026,30,tuberculose,TANGARA DA SERRA,positivos,0,2,"2024,2025",0.0,0.0,0.0,volume_insuficiente,,1.0,0.0,TRM_TB,marcador_alerta
2026,30,tuberculose,VARZEA GRANDE,positivos,4,2,"2024,2025",0.75,1.5,2.25,volume_insuficiente,,37.0,4.0,BAAR+TRM_TB+cultura_TB,marcador_alerta
2026,30,zika,CUIABA,positivos,0,4,"2021,2022,2024,2025",0.0,1.0,3.0,sucesso,0.0,,,,positivos_semanais_brutos
2026,30,zika,TEOFILO OTONI,positivos,0,0,,,,,sem_dado,,,,,positivos_semanais_brutos
2026,30,zika,VARZEA GRANDE,positivos,0,5,"2021,2022,2023,2024,2025",0.0,0.0,1.0,sucesso,,,,,positivos_semanais_brutos
