kpi_pct_liberado_48h,kpi_tat_p90_dias,kpi_indice_pressao_rede,kpi_n_silencio_gal,kpi_n_divergencia_gal_notif,kpi_n_pressao_predita_alta,kpi_prob_pressao_predita_mediana,kpi_taxa_confirmacao_emergencia,kpi_taxa_confirmacao_silencio_gal,kpi_tipo_sinal_confirmacao,kpi_modo_confirmacao,kpi_n_se_historico_carimbado,n_municipios_sla_crise,n_municipios_pressao_alta_critica,n_municipios,n_acoes_prioritarias,n_itens_fila_operacional,formula_pressao,sla_48h_disponivel,fonte,tipo_sinal,interpretacao
0.36,118.31597222222223,45.98,4,75,20,0.1734,0.4520547945205479,0.0,Observado,prospectivo_carimbado,9,60,19,163,8,20,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",True,saida_pipeline_consolidado,Observado/Derivado/Predito,Cartão emergência: %≤48h=0.36; TAT p90=118.31597222222223d; pressão obs=45.98; pressão predita alta=20 mun; silêncio GAL=4; divergência GAL×notif=75; SLA crise=60 mun; confirmação alertas=45%.
