municipio,epi_year,epi_week,prob_pressao_alta_proxima_janela,limiar_operacional,acima_limiar,faixa_pressao_predita,indice_pressao_proxy_atual,tat_p90_dias,pct_liberado_48h,backlog_estimado,tests,tests_ma8,drivers,tipo_sinal,acao_sugerida,metodo,modelo_versao,rotulo_nota,indice_pressao_rede,faixa_pressao,tipo_sinal_observado
ASSIS BRASIL,2026,30,0.0806,0.3,False,baixa,10.87,,,0.0,2,2.6,tests_ma4=2 (imp=0.572); indice_pressao_proxy=10.9 (imp=0.0408); tests_ma8=2.6 (imp=0.149); tests_pct_estadual=0.346 (imp=0.106); confianca_dado=0.738 (imp=0.0391),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
BARRA DO CORDA,2025,47,0.0801,0.3,False,baixa,13.59,,,0.0,5,3.4,tests_ma4=2.5 (imp=0.572); indice_pressao_proxy=13.6 (imp=0.0408); tests_ma8=3.4 (imp=0.149); tests_pct_estadual=0.715 (imp=0.106); confianca_dado=0.5 (imp=0.0391),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
SANTA CRUZ DO XINGU,2026,28,0.078,0.3,False,baixa,10.9,,,0.0,1,2.0,cnes_estabelecimentos=210 (imp=0.0355); cnes_leitos_total=186 (imp=0.013); tests_ma4=1 (imp=0.572); indice_pressao_proxy=10.9 (imp=0.0408); tests_ma8=2 (imp=0.149),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",12.6,baixa,Derivado
IGARAPE DO MEIO,2025,31,0.0766,0.3,False,baixa,13.29,,,0.0,6,2.8333333333333335,tests_ma4=3.25 (imp=0.572); indice_pressao_proxy=13.3 (imp=0.0408); tests_ma8=2.83 (imp=0.149); tests_pct_estadual=0.611 (imp=0.106); tests_lag1=4 (imp=0.0135),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
DOURADOS,2026,30,0.0763,0.3,False,baixa,10.87,,,0.0,2,2.0,tests_ma4=2.5 (imp=0.572); indice_pressao_proxy=10.9 (imp=0.0408); tests_ma8=2 (imp=0.149); tests_pct_estadual=0.346 (imp=0.106); confianca_dado=0.781 (imp=0.0391),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
TIJUCAS,2026,30,0.0759,0.3,False,baixa,10.87,,,0.0,2,2.142857142857143,tests_ma4=2.5 (imp=0.572); indice_pressao_proxy=10.9 (imp=0.0408); tests_ma8=2.14 (imp=0.149); tests_pct_estadual=0.346 (imp=0.106); confianca_dado=0.738 (imp=0.0391),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
SOROCABA,2026,26,0.0757,0.3,False,baixa,10.96,,,0.0,1,2.625,tests_ma4=2.5 (imp=0.572); indice_pressao_proxy=11 (imp=0.0408); tests_ma8=2.62 (imp=0.149); tests_pct_estadual=0.257 (imp=0.106); confianca_dado=0.694 (imp=0.0391),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
CANDEIAS DO JAMARI,2026,27,0.0747,0.3,False,baixa,11.98,,,0.0,1,2.375,tests_ma4=1.25 (imp=0.572); indice_pressao_proxy=12 (imp=0.0408); tests_ma8=2.38 (imp=0.149); tests_pct_estadual=0.289 (imp=0.106); confianca_dado=0.694 (imp=0.0391),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
PALMEIRAS DE GOIAS,2026,26,0.0744,0.3,False,baixa,10.96,,,0.0,1,2.2857142857142856,tests_ma4=2 (imp=0.572); indice_pressao_proxy=11 (imp=0.0408); tests_ma8=2.29 (imp=0.149); tests_pct_estadual=0.257 (imp=0.106); confianca_dado=0.694 (imp=0.0391),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
BRASILEIA,2026,17,0.0728,0.3,False,baixa,13.25,,,0.0,5,3.3333333333333335,tests_ma4=3.33 (imp=0.572); indice_pressao_proxy=13.2 (imp=0.0408); tests_ma8=3.33 (imp=0.149); tests_pct_estadual=0.686 (imp=0.106); tests_lag1=2 (imp=0.0135),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
PORTO ESPERIDIAO,2026,30,0.0714,0.3,False,baixa,20.44,140.46327314814815,0.3333333333333333,0.0,1,1.25,cnes_estabelecimentos=400 (imp=0.0355); cnes_leitos_total=96 (imp=0.013); cnes_equipes_esf=120 (imp=0.00772); indice_pressao_proxy=20.4 (imp=0.0408); tests_ma4=1.25 (imp=0.572),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",25.56,baixa,Derivado
SUMARE,2026,29,0.071,0.3,False,baixa,10.73,,,0.0,1,2.375,tests_ma4=1.25 (imp=0.572); indice_pressao_proxy=10.7 (imp=0.0408); tests_ma8=2.38 (imp=0.149); confianca_dado=0.738 (imp=0.0391); tests_pct_estadual=0.195 (imp=0.106),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
NATAL,2026,28,0.0707,0.3,False,baixa,10.9,,,0.0,1,3.3333333333333335,tests_ma4=3.33 (imp=0.572); tests_ma8=3.33 (imp=0.149); indice_pressao_proxy=10.9 (imp=0.0408); confianca_dado=0.694 (imp=0.0391); tests_lag1=2 (imp=0.0135),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
SANTANA DO MARANHAO,2026,30,0.0667,0.3,False,baixa,10.44,,,0.0,1,2.0,tests_ma4=2 (imp=0.572); indice_pressao_proxy=10.4 (imp=0.0408); tests_ma8=2 (imp=0.149); tests_lag1=4 (imp=0.0135); confianca_dado=0.781 (imp=0.0391),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
SAO JOSE DOS BASILIOS,2025,26,0.0648,0.3,False,baixa,11.8,,,0.0,5,2.5,tests_ma4=3.25 (imp=0.572); indice_pressao_proxy=11.8 (imp=0.0408); tests_ma8=2.5 (imp=0.149); tests_pct_estadual=0.638 (imp=0.106); tests_lag1=3 (imp=0.0135),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
ALTO BOA VISTA,2026,29,0.0648,0.3,False,baixa,22.19,159.59816898148148,0.0,0.0,3,1.625,cnes_estabelecimentos=468 (imp=0.0355); tests_ma4=1.75 (imp=0.572); indice_pressao_proxy=22.2 (imp=0.0408); tat_mediano_dias=159 (imp=0.00376); cnes_equipes_esf=72 (imp=0.00772),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",25.36,baixa,Derivado
COCALZINHO DE GOIAS,2026,24,0.0643,0.3,False,baixa,10.84,,,0.0,1,2.4,tests_ma4=2.75 (imp=0.572); indice_pressao_proxy=10.8 (imp=0.0408); tests_ma8=2.4 (imp=0.149); tests_lag1=4 (imp=0.0135); confianca_dado=0.694 (imp=0.0391),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
GUARULHOS,2026,25,0.0643,0.3,False,baixa,11.07,,,0.0,1,2.375,tests_ma4=2.25 (imp=0.572); indice_pressao_proxy=11.1 (imp=0.0408); tests_ma8=2.38 (imp=0.149); confianca_dado=0.694 (imp=0.0391); tests_pct_estadual=0.193 (imp=0.106),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
CARIRIACU,2026,29,0.0643,0.3,False,baixa,10.73,,,0.0,1,2.3333333333333335,tests_ma4=2.33 (imp=0.572); indice_pressao_proxy=10.7 (imp=0.0408); tests_ma8=2.33 (imp=0.149); confianca_dado=0.694 (imp=0.0391); tests_lag1=2 (imp=0.0135),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
ALTO TAQUARI,2026,30,0.064,0.3,False,baixa,20.87,184.2193726851852,0.0,0.0,2,1.375,cnes_estabelecimentos=526 (imp=0.0355); cnes_leitos_total=488 (imp=0.013); tests_ma4=1.75 (imp=0.572); indice_pressao_proxy=20.9 (imp=0.0408); tat_mediano_dias=151 (imp=0.00376),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",25.41,baixa,Derivado
DOM AQUINO,2026,30,0.064,0.3,False,baixa,20.44,172.5270798611111,0.0,0.0,1,1.875,cnes_estabelecimentos=318 (imp=0.0355); cnes_leitos_total=516 (imp=0.013); indice_pressao_proxy=20.4 (imp=0.0408); cnes_equipes_esf=96 (imp=0.00772); tests_ma4=1.25 (imp=0.572),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",25.77,baixa,Derivado
PEDRA AZUL,2025,9,0.0627,0.3,False,baixa,11.64,,,0.0,5,3.3333333333333335,tests_ma4=3.33 (imp=0.572); tests_ma8=3.33 (imp=0.149); indice_pressao_proxy=11.6 (imp=0.0408); tests_pct_estadual=0.65 (imp=0.106); tests_lag1=2 (imp=0.0135),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
RIO VERDE,2026,29,0.0627,0.3,False,baixa,10.73,,,0.0,1,2.0,tests_ma4=1 (imp=0.572); indice_pressao_proxy=10.7 (imp=0.0408); tests_ma8=2 (imp=0.149); confianca_dado=0.781 (imp=0.0391); tests_pct_estadual=0.195 (imp=0.106),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
LAMBARI D''OESTE,2026,29,0.0618,0.3,False,baixa,10.73,,,0.0,1,2.0,tests_ma4=2.75 (imp=0.572); indice_pressao_proxy=10.7 (imp=0.0408); tests_ma8=2 (imp=0.149); tests_lag1=5 (imp=0.0135); confianca_dado=0.694 (imp=0.0391),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
BREJOLANDIA,2025,18,0.0613,0.3,False,baixa,10.99,,,0.0,5,3.3333333333333335,tests_ma4=3.33 (imp=0.572); tests_ma8=3.33 (imp=0.149); indice_pressao_proxy=11 (imp=0.0408); tests_pct_estadual=0.573 (imp=0.106); tests_lag1=2 (imp=0.0135),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
VOLTA REDONDA,2025,14,0.0613,0.3,False,baixa,11.05,,,0.0,6,4.0,tests_ma4=4 (imp=0.572); tests_ma8=4 (imp=0.149); indice_pressao_proxy=11.1 (imp=0.0408); tests_pct_estadual=0.676 (imp=0.106); tests_lag1=3 (imp=0.0135),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
CAIBI,2025,9,0.0612,0.3,False,baixa,11.31,,,0.0,4,3.0,tests_ma4=3 (imp=0.572); indice_pressao_proxy=11.3 (imp=0.0408); tests_ma8=3 (imp=0.149); tests_pct_estadual=0.602 (imp=0.106); tests_lag1=2 (imp=0.0135),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
SANTANA DO ARAGUAIA,2026,19,0.0612,0.3,False,baixa,12.32,,,0.0,3,2.8,tests_ma4=2.5 (imp=0.572); indice_pressao_proxy=12.3 (imp=0.0408); tests_ma8=2.8 (imp=0.149); tests_pct_estadual=0.577 (imp=0.106); tests_lag1=2 (imp=0.0135),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
LAGOA DA CONFUSAO,2026,27,0.0604,0.3,False,baixa,15.94,,,0.0,3,1.6666666666666667,tests_ma4=1.5 (imp=0.572); indice_pressao_proxy=15.9 (imp=0.0408); tests_ma8=1.67 (imp=0.149); tests_pct_estadual=0.747 (imp=0.106); confianca_dado=0.694 (imp=0.0391),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
ITANHANGA,2026,30,0.06,0.3,False,baixa,22.18,163.0807361111111,0.0,0.0,5,1.875,cnes_estabelecimentos=347 (imp=0.0355); tests_ma4=2 (imp=0.572); indice_pressao_proxy=22.2 (imp=0.0408); tat_mediano_dias=163 (imp=0.00376); cnes_equipes_esf=72 (imp=0.00772),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",25.51,baixa,Derivado
NOVO SANTO ANTONIO,2026,21,0.0595,0.3,False,baixa,11.83,,,0.0,2,3.0,cnes_estabelecimentos=161 (imp=0.0355); tests_ma4=3.75 (imp=0.572); indice_pressao_proxy=11.8 (imp=0.0408); tests_ma8=3 (imp=0.149); cnes_equipes_esf=24 (imp=0.00772),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",12.96,baixa,Derivado
NOVA ESPERANCA,2025,48,0.0595,0.3,False,baixa,13.87,,,0.0,4,2.0,tests_ma4=2 (imp=0.572); indice_pressao_proxy=13.9 (imp=0.0408); tests_ma8=2 (imp=0.149); tests_pct_estadual=0.679 (imp=0.106); confianca_dado=0.5 (imp=0.0391),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
MUNDO NOVO,2026,23,0.0594,0.3,False,baixa,11.44,,,0.0,1,2.0,tests_ma4=1.75 (imp=0.572); indice_pressao_proxy=11.4 (imp=0.0408); tests_ma8=2 (imp=0.149); confianca_dado=0.694 (imp=0.0391); tests_lag1=2 (imp=0.0135),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
MONTES CLAROS,2026,25,0.0593,0.3,False,baixa,11.07,,,0.0,1,2.375,tests_ma4=1.25 (imp=0.572); indice_pressao_proxy=11.1 (imp=0.0408); tests_ma8=2.38 (imp=0.149); confianca_dado=0.694 (imp=0.0391); tests_pct_estadual=0.193 (imp=0.106),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
BELEM,2026,30,0.0591,0.3,False,baixa,12.62,,,0.0,6,1.875,tests_ma4=2.75 (imp=0.572); indice_pressao_proxy=12.6 (imp=0.0408); tests_ma8=1.88 (imp=0.149); tests_pct_estadual=0.641 (imp=0.106); confianca_dado=0.825 (imp=0.0391),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
SAO PEDRO DO IGUACU,2026,15,0.0589,0.3,False,baixa,10.81,,,0.0,1,2.75,tests_ma4=2.75 (imp=0.572); indice_pressao_proxy=10.8 (imp=0.0408); tests_ma8=2.75 (imp=0.149); tests_lag1=4 (imp=0.0135); tests_pct_estadual=0.223 (imp=0.106),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
PEREIRA BARRETO,2025,12,0.0589,0.3,False,baixa,10.46,,,0.0,2,4.0,tests_ma4=4 (imp=0.572); tests_ma8=4 (imp=0.149); indice_pressao_proxy=10.5 (imp=0.0408); tests_lag1=4 (imp=0.0135); tests_pct_estadual=0.293 (imp=0.106),Predito,Manter rotina de desempenho da rede laboratorial.,sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
