municipio,epi_year,epi_week,prob_pressao_alta_proxima_janela,limiar_operacional,acima_limiar,faixa_pressao_predita,indice_pressao_proxy_atual,tat_p90_dias,pct_liberado_48h,backlog_estimado,tests,tests_ma8,drivers,tipo_sinal,acao_sugerida,metodo,modelo_versao,rotulo_nota,indice_pressao_rede,faixa_pressao,tipo_sinal_observado
VARZEA GRANDE,2026,30,0.9776,0.3,True,critica,60.0,181.31912962962969,0.042071197411003236,0.0,531,231.5,cnes_estabelecimentos=6.79e+03 (imp=0.0355); cnes_leitos_total=1.51e+04 (imp=0.013); tests_ma4=284 (imp=0.572); tests_ma8=232 (imp=0.149); cnes_equipes_esf=3.05e+03 (imp=0.00772),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",55.0,moderada,Derivado
CUIABA,2026,30,0.9771,0.3,True,critica,60.0,175.0009259259259,0.13050847457627118,0.0,261,257.125,cnes_estabelecimentos=5.25e+04 (imp=0.0355); cnes_leitos_total=6.2e+04 (imp=0.013); tests_ma4=248 (imp=0.572); tests_ma8=257 (imp=0.149); cnes_equipes_esf=3.31e+03 (imp=0.00772),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",55.0,moderada,Derivado
LUCAS DO RIO VERDE,2026,30,0.9768,0.3,True,critica,60.0,164.37275462962964,0.07947019867549669,0.0,734,180.625,cnes_estabelecimentos=6.74e+03 (imp=0.0355); tests_ma4=264 (imp=0.572); cnes_leitos_total=3.92e+03 (imp=0.013); tests_ma8=181 (imp=0.149); cnes_equipes_esf=600 (imp=0.00772),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",55.0,moderada,Derivado
SORRISO,2026,30,0.9718,0.3,True,critica,60.0,190.68064814814815,0.03553299492385787,0.0,217,88.25,cnes_estabelecimentos=8.87e+03 (imp=0.0355); cnes_leitos_total=8.46e+03 (imp=0.013); tests_ma4=105 (imp=0.572); tests_ma8=88.2 (imp=0.149); cnes_equipes_esf=648 (imp=0.00772),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",55.0,moderada,Derivado
SINOP,2026,30,0.9482,0.3,True,critica,42.27,163.08241782407407,0.13559322033898305,0.0,51,48.625,cnes_estabelecimentos=1.76e+04 (imp=0.0355); cnes_leitos_total=1.12e+04 (imp=0.013); tests_ma4=55.8 (imp=0.572); tests_ma8=48.6 (imp=0.149); cnes_equipes_esf=879 (imp=0.00772),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",55.0,moderada,Derivado
PRIMAVERA DO LESTE,2026,30,0.9404,0.3,True,critica,34.41,189.99083101851852,0.0660377358490566,0.0,33,34.5,cnes_estabelecimentos=5.58e+03 (imp=0.0355); cnes_leitos_total=5.96e+03 (imp=0.013); tests_ma4=35.8 (imp=0.572); tests_ma8=34.5 (imp=0.149); cnes_equipes_esf=408 (imp=0.00772),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",45.28,moderada,Derivado
RONDONOPOLIS,2026,30,0.9387,0.3,True,critica,26.99,189.64605208333333,0.037037037037037035,0.0,16,78.125,cnes_estabelecimentos=2.14e+04 (imp=0.0355); cnes_leitos_total=1.74e+04 (imp=0.013); tests_ma4=73.5 (imp=0.572); tests_ma8=78.1 (imp=0.149); cnes_equipes_esf=1.47e+03 (imp=0.00772),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",55.0,moderada,Derivado
CACERES,2026,30,0.9337,0.3,True,critica,23.93,175.90057060185185,0.14285714285714285,0.0,9,18.75,cnes_estabelecimentos=6.3e+03 (imp=0.0355); cnes_leitos_total=8.38e+03 (imp=0.013); tests_ma4=19.5 (imp=0.572); cnes_equipes_esf=422 (imp=0.00772); tests_ma8=18.8 (imp=0.149),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",38.18,moderada,Derivado
TANGARA DA SERRA,2026,30,0.9327,0.3,True,critica,54.5,175.00148611111112,0.07142857142857142,0.0,79,40.875,cnes_estabelecimentos=8.86e+03 (imp=0.0355); cnes_leitos_total=8.32e+03 (imp=0.013); tests_ma4=42.2 (imp=0.572); tests_ma8=40.9 (imp=0.149); cnes_equipes_esf=552 (imp=0.00772),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",51.06,moderada,Derivado
CAMPO NOVO DO PARECIS,2026,30,0.9263,0.3,True,critica,60.0,180.72133101851853,0.21768707482993196,0.0,103,45.125,cnes_estabelecimentos=2.99e+03 (imp=0.0355); tests_ma4=52.5 (imp=0.572); cnes_leitos_total=828 (imp=0.013); tests_ma8=45.1 (imp=0.149); indice_pressao_proxy=60 (imp=0.0408),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",55.0,moderada,Derivado
CAMPO VERDE,2026,30,0.9208,0.3,True,critica,58.86,163.9740324074074,0.025974025974025976,0.0,89,34.875,cnes_estabelecimentos=2.51e+03 (imp=0.0355); cnes_leitos_total=1.87e+03 (imp=0.013); tests_ma4=37.8 (imp=0.572); tests_ma8=34.9 (imp=0.149); cnes_equipes_esf=336 (imp=0.00772),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",45.44,moderada,Derivado
PONTES E LACERDA,2026,30,0.9069,0.3,True,critica,29.61,163.5352175925926,0.0,0.0,22,25.5,cnes_estabelecimentos=2.85e+03 (imp=0.0355); cnes_leitos_total=2.14e+03 (imp=0.013); tests_ma4=26.8 (imp=0.572); tests_ma8=25.5 (imp=0.149); cnes_equipes_esf=288 (imp=0.00772),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",45.49,moderada,Derivado
JUINA,2026,30,0.8845,0.3,True,critica,44.45,194.1087013888889,0.013157894736842105,0.0,56,28.25,cnes_estabelecimentos=2.65e+03 (imp=0.0355); cnes_leitos_total=3.02e+03 (imp=0.013); tests_ma4=43.8 (imp=0.572); tests_ma8=28.2 (imp=0.149); cnes_equipes_esf=288 (imp=0.00772),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",42.42,moderada,Derivado
CAMPINAPOLIS,2026,30,0.8629,0.3,True,critica,60.0,130.1717361111111,0.0,0.0,102,31.0,tests_ma4=43.2 (imp=0.572); cnes_estabelecimentos=639 (imp=0.0355); cnes_leitos_total=570 (imp=0.013); tests_ma8=31 (imp=0.149); indice_pressao_proxy=60 (imp=0.0408),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",54.43,moderada,Derivado
NOVA MUTUM,2026,30,0.8604,0.3,True,critica,29.61,163.8156412037037,0.061224489795918366,0.0,22,16.125,cnes_estabelecimentos=5.27e+03 (imp=0.0355); cnes_leitos_total=5.2e+03 (imp=0.013); tests_ma4=16 (imp=0.572); cnes_equipes_esf=325 (imp=0.00772); tests_ma8=16.1 (imp=0.149),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",36.75,moderada,Derivado
GUARANTA DO NORTE,2026,30,0.8132,0.3,True,critica,28.3,194.08208680555555,0.0,0.0,19,18.0,cnes_estabelecimentos=1.63e+03 (imp=0.0355); cnes_leitos_total=1.46e+03 (imp=0.013); tests_ma4=21.5 (imp=0.572); tests_ma8=18 (imp=0.149); cnes_equipes_esf=216 (imp=0.00772),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",37.87,moderada,Derivado
COLIDER,2026,30,0.646,0.3,True,critica,30.92,173.98672222222228,0.25,0.0,25,10.375,cnes_estabelecimentos=1.97e+03 (imp=0.0355); cnes_leitos_total=2.92e+03 (imp=0.013); tests_ma4=10.5 (imp=0.572); tests_ma8=10.4 (imp=0.149); cnes_equipes_esf=192 (imp=0.00772),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",31.9,baixa,Derivado
AGUA BOA,2026,30,0.6349,0.3,True,critica,27.42,175.9422453703704,0.0,0.0,17,8.25,cnes_estabelecimentos=2.22e+03 (imp=0.0355); cnes_leitos_total=2.17e+03 (imp=0.013); tests_ma4=10.2 (imp=0.572); cnes_equipes_esf=316 (imp=0.00772); tests_ma8=8.25 (imp=0.149),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",29.44,baixa,Derivado
PARANAITA,2026,30,0.6288,0.3,True,critica,49.26,136.6305810185185,0.0,0.0,67,18.25,cnes_estabelecimentos=636 (imp=0.0355); tests_ma4=24.8 (imp=0.572); cnes_leitos_total=922 (imp=0.013); tests_ma8=18.2 (imp=0.149); indice_pressao_proxy=49.3 (imp=0.0408),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",35.12,moderada,Derivado
CHAPADA DOS GUIMARAES,2026,30,0.5903,0.3,True,alta,27.86,162.29947685185186,0.05,0.0,18,12.125,cnes_estabelecimentos=812 (imp=0.0355); tests_ma4=11.2 (imp=0.572); tests_ma8=12.1 (imp=0.149); cnes_equipes_esf=215 (imp=0.00772); indice_pressao_proxy=27.9 (imp=0.0408),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",32.66,baixa,Derivado
BOA ESPERANCA DO NORTE,2026,30,0.5692,0.3,True,alta,30.09,,,0.0,46,11.875,tests_ma4=15.5 (imp=0.572); tests_ma8=11.9 (imp=0.149); indice_pressao_proxy=30.1 (imp=0.0408); tests=46 (imp=0.00238); tests_pct_estadual=0.906 (imp=0.106),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
CANARANA,2026,30,0.4802,0.3,True,alta,25.68,180.9556990740741,0.09090909090909091,0.0,13,11.25,cnes_estabelecimentos=1.94e+03 (imp=0.0355); cnes_leitos_total=1.06e+03 (imp=0.013); tests_ma4=17.2 (imp=0.572); tests_ma8=11.2 (imp=0.149); cnes_equipes_esf=192 (imp=0.00772),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",30.57,baixa,Derivado
ALTA FLORESTA,2026,30,0.4762,0.3,True,alta,23.93,163.08724537037037,0.0,0.0,9,7.625,cnes_estabelecimentos=5.44e+03 (imp=0.0355); cnes_leitos_total=5.08e+03 (imp=0.013); tests_ma4=10.2 (imp=0.572); cnes_equipes_esf=408 (imp=0.00772); tests_ma8=7.62 (imp=0.149),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",30.01,baixa,Derivado
IPIRANGA DO NORTE,2026,30,0.475,0.3,True,alta,27.86,88.70454629629636,0.0,0.0,18,12.25,cnes_estabelecimentos=448 (imp=0.0355); tests_ma4=13.2 (imp=0.572); tests_ma8=12.2 (imp=0.149); indice_pressao_proxy=27.9 (imp=0.0408); cnes_equipes_esf=72 (imp=0.00772),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",30.01,baixa,Derivado
ALTO GARCAS,2026,30,0.4685,0.3,True,alta,28.3,163.10336226851854,0.045454545454545456,0.0,19,10.0,cnes_estabelecimentos=482 (imp=0.0355); tests_ma4=12.8 (imp=0.572); cnes_leitos_total=339 (imp=0.013); tests_ma8=10 (imp=0.149); indice_pressao_proxy=28.3 (imp=0.0408),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",32.61,baixa,Derivado
SAPEZAL,2026,30,0.4359,0.3,True,alta,25.24,163.0560335648148,0.0,0.0,12,6.125,cnes_estabelecimentos=2.12e+03 (imp=0.0355); cnes_leitos_total=1.27e+03 (imp=0.013); tests_ma4=7 (imp=0.572); cnes_equipes_esf=151 (imp=0.00772); indice_pressao_proxy=25.2 (imp=0.0408),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",29.96,baixa,Derivado
JUARA,2026,30,0.4151,0.3,True,alta,23.06,180.1574293981482,0.0,0.0,7,6.25,cnes_estabelecimentos=2.65e+03 (imp=0.0355); cnes_leitos_total=1.46e+03 (imp=0.013); tests_ma4=6.25 (imp=0.572); cnes_equipes_esf=216 (imp=0.00772); indice_pressao_proxy=23.1 (imp=0.0408),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",28.47,baixa,Derivado
POXOREO,2026,29,0.3607,0.3,True,moderada,18.04,,,0.0,11,5.625,cnes_leitos_total=1.89e+03 (imp=0.013); cnes_estabelecimentos=537 (imp=0.0355); tests_ma4=8.5 (imp=0.572); cnes_equipes_esf=144 (imp=0.00772); tests_ma8=5.62 (imp=0.149),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",,,Derivado
BARRA DO GARCAS,2026,30,0.3476,0.3,True,moderada,22.62,184.82374305555558,0.0,0.0,6,9.625,cnes_estabelecimentos=5.93e+03 (imp=0.0355); cnes_leitos_total=3.32e+03 (imp=0.013); tests_ma4=7.25 (imp=0.572); cnes_equipes_esf=475 (imp=0.00772); tests_ma8=9.62 (imp=0.149),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",31.08,baixa,Derivado
JURUENA,2026,29,0.3384,0.3,True,moderada,29.51,206.81118055555558,0.0,0.0,13,4.25,cnes_estabelecimentos=722 (imp=0.0355); cnes_leitos_total=474 (imp=0.013); tests_ma4=4.5 (imp=0.572); indice_pressao_proxy=29.5 (imp=0.0408); tests_ma8=4.25 (imp=0.149),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",26.74,baixa,Derivado
PEIXOTO DE AZEVEDO,2026,30,0.3225,0.3,True,moderada,24.8,207.50209837962962,0.0,0.0,11,4.875,cnes_estabelecimentos=1.27e+03 (imp=0.0355); cnes_leitos_total=1.61e+03 (imp=0.013); tests_ma4=6 (imp=0.572); cnes_equipes_esf=198 (imp=0.00772); indice_pressao_proxy=24.8 (imp=0.0408),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",28.42,baixa,Derivado
ARIPUANA,2026,30,0.3202,0.3,True,moderada,25.24,118.61100694444444,0.0,0.0,12,5.25,cnes_estabelecimentos=1.05e+03 (imp=0.0355); cnes_leitos_total=903 (imp=0.013); tests_ma4=4.5 (imp=0.572); cnes_equipes_esf=144 (imp=0.00772); indice_pressao_proxy=25.2 (imp=0.0408),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",28.12,baixa,Derivado
SAO JOSE DO RIO CLARO,2026,30,0.3136,0.3,True,moderada,24.37,128.46038657407408,0.0,0.0,10,3.875,cnes_estabelecimentos=960 (imp=0.0355); cnes_leitos_total=528 (imp=0.013); tests_ma4=3.5 (imp=0.572); cnes_equipes_esf=144 (imp=0.00772); indice_pressao_proxy=24.4 (imp=0.0408),Predito,"Pressão predita alta: antecipar triagem de backlog, reforçar liberação ≤48h e articular rede municipal.",sklearn_gb_pressao_v1,pressao_v1,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural).",27.45,baixa,Derivado
