modelo,escopo,status,metodo,threshold,f1_at_threshold,n_train,n_test,n_train_weeks,n_test_weeks,n,n_alerta_emitido,n_confirmado,auc,precision,recall,confirmacao,pos_rate,precision_at_20,precision_at_50,rotulo,rotulo_nota
pressao,global,ok,sklearn_gb_temporal_80_20_calibrado,0.5499999999999999,0.7007299270072993,5509,199,83,21,199,75,48,0.8075111843654345,0.64,0.7741935483870968,0.64,0.31155778894472363,0.7,0.68,y_pressao_alta_proxima_se,"y_pressao_alta = próxima SE com indice_pressao_proxy≥55 OU tests_pct_estadual≥0,75 OU (tests≥1,5·MA8 e tests≥5). Proxy = 100×(0,40·volume_norm + 0,25·backlog_norm + 0,20·tat_p90_norm + 0,15·rejeicao_norm); volume varia por semana; TAT/backlog/rejeição vêm da rede GAL (estrutural)."
