target,forecast_step,forecast_epi_year,forecast_epi_week,forecast_tests,forecast_positividade,forecast_notificacoes,metodo,modelo_versao
intoxica_o_ex_gena_por_subst_ncias_qu_micas_incluindo_agrot_xicos_gases_t_xicos_,1,2025,15,4.27,0.0,0.0,ewma_span4_tail8,baseline_v1
intoxica_o_ex_gena_por_subst_ncias_qu_micas_incluindo_agrot_xicos_gases_t_xicos_,2,2025,16,4.27,0.0,0.0,ewma_span4_tail8,baseline_v1
intoxica_o_ex_gena_por_subst_ncias_qu_micas_incluindo_agrot_xicos_gases_t_xicos_,3,2025,17,4.27,0.0,0.0,ewma_span4_tail8,baseline_v1
intoxica_o_ex_gena_por_subst_ncias_qu_micas_incluindo_agrot_xicos_gases_t_xicos_,4,2025,18,4.27,0.0,0.0,ewma_span4_tail8,baseline_v1
leishmaniose,1,2026,6,3.94,0.1499,0.0,ewma_span4_tail8,baseline_v1
leishmaniose,2,2026,7,3.94,0.1499,0.0,ewma_span4_tail8,baseline_v1
leishmaniose,3,2026,8,3.94,0.1499,0.0,ewma_span4_tail8,baseline_v1
leishmaniose,4,2026,9,3.94,0.1499,0.0,ewma_span4_tail8,baseline_v1
leptospira,1,2026,6,3.14,0.0,0.64,ewma_span4_tail8,baseline_v1
leptospira,2,2026,7,3.14,0.0,0.64,ewma_span4_tail8,baseline_v1
leptospira,3,2026,8,3.14,0.0,0.64,ewma_span4_tail8,baseline_v1
leptospira,4,2026,9,3.14,0.0,0.64,ewma_span4_tail8,baseline_v1
malaria,1,2025,37,1.2,0.0,0.0,ewma_span4_tail8,baseline_v1
malaria,2,2025,38,1.2,0.0,0.0,ewma_span4_tail8,baseline_v1
malaria,3,2025,39,1.2,0.0,0.0,ewma_span4_tail8,baseline_v1
malaria,4,2025,40,1.2,0.0,0.0,ewma_span4_tail8,baseline_v1
meningite,1,2026,22,1.91,0.0,0.05,ewma_span4_tail8,baseline_v1
meningite,2,2026,23,1.91,0.0,0.05,ewma_span4_tail8,baseline_v1
meningite,3,2026,24,1.91,0.0,0.05,ewma_span4_tail8,baseline_v1
meningite,4,2026,25,1.91,0.0,0.05,ewma_span4_tail8,baseline_v1
micobacterioses_bact_rias_cultura,1,2025,46,1.18,0.0,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_bact_rias_cultura,2,2025,47,1.18,0.0,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_bact_rias_cultura,3,2025,48,1.18,0.0,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_bact_rias_cultura,4,2025,49,1.18,0.0,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_cultura_para_fungos,1,2025,27,1.59,0.0078,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_cultura_para_fungos,2,2025,28,1.59,0.0078,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_cultura_para_fungos,3,2025,29,1.59,0.0078,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_cultura_para_fungos,4,2025,30,1.59,0.0078,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_fungos,1,2025,33,1.44,0.0124,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_fungos,2,2025,34,1.44,0.0124,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_fungos,3,2025,35,1.44,0.0124,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_fungos,4,2025,36,1.44,0.0124,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_fungos_teste_de_sensibilidade,1,2025,22,1.13,0.0,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_fungos_teste_de_sensibilidade,2,2025,23,1.13,0.0,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_fungos_teste_de_sensibilidade,3,2025,24,1.13,0.0,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_fungos_teste_de_sensibilidade,4,2025,25,1.13,0.0,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_micobact_rias_identifica_o,1,2025,22,1.25,0.0,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_micobact_rias_identifica_o,2,2025,23,1.25,0.0,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_micobact_rias_identifica_o,3,2025,24,1.25,0.0,0.0,ewma_span4_tail8,baseline_v1
micobacterioses_micobact_rias_identifica_o,4,2025,25,1.25,0.0,0.0,ewma_span4_tail8,baseline_v1
micose_fungos,1,2025,46,1.45,0.0864,0.0,ewma_span4_tail8,baseline_v1
micose_fungos,2,2025,47,1.45,0.0864,0.0,ewma_span4_tail8,baseline_v1
micose_fungos,3,2025,48,1.45,0.0864,0.0,ewma_span4_tail8,baseline_v1
micose_fungos,4,2025,49,1.45,0.0864,0.0,ewma_span4_tail8,baseline_v1
oropouche,1,2025,46,3.2,0.0,0.0,ewma_span4_tail8,baseline_v1
oropouche,2,2025,47,3.2,0.0,0.0,ewma_span4_tail8,baseline_v1
oropouche,3,2025,48,3.2,0.0,0.0,ewma_span4_tail8,baseline_v1
oropouche,4,2025,49,3.2,0.0,0.0,ewma_span4_tail8,baseline_v1
paracoccidioidomicose_paracoccidioidomicose,1,2025,46,1.86,0.0,0.0,ewma_span4_tail8,baseline_v1
paracoccidioidomicose_paracoccidioidomicose,2,2025,47,1.86,0.0,0.0,ewma_span4_tail8,baseline_v1
paracoccidioidomicose_paracoccidioidomicose,3,2025,48,1.86,0.0,0.0,ewma_span4_tail8,baseline_v1
paracoccidioidomicose_paracoccidioidomicose,4,2025,49,1.86,0.0,0.0,ewma_span4_tail8,baseline_v1
pneumonia_bact_rias_cultura,1,2025,41,1.0,0.0,0.0,ewma_span4_tail8,baseline_v1
pneumonia_bact_rias_cultura,2,2025,42,1.0,0.0,0.0,ewma_span4_tail8,baseline_v1
pneumonia_bact_rias_cultura,3,2025,43,1.0,0.0,0.0,ewma_span4_tail8,baseline_v1
pneumonia_bact_rias_cultura,4,2025,44,1.0,0.0,0.0,ewma_span4_tail8,baseline_v1
pneumonia_bact_rias_teste_de_sensibilidade,1,2025,30,1.37,0.0,0.0,ewma_span4_tail8,baseline_v1
pneumonia_bact_rias_teste_de_sensibilidade,2,2025,31,1.37,0.0,0.0,ewma_span4_tail8,baseline_v1
pneumonia_bact_rias_teste_de_sensibilidade,3,2025,32,1.37,0.0,0.0,ewma_span4_tail8,baseline_v1
pneumonia_bact_rias_teste_de_sensibilidade,4,2025,33,1.37,0.0,0.0,ewma_span4_tail8,baseline_v1
pneumonia_pesquisa_de_genes_de_resist_ncia,1,2025,34,1.27,0.0,0.0,ewma_span4_tail8,baseline_v1
pneumonia_pesquisa_de_genes_de_resist_ncia,2,2025,35,1.27,0.0,0.0,ewma_span4_tail8,baseline_v1
pneumonia_pesquisa_de_genes_de_resist_ncia,3,2025,36,1.27,0.0,0.0,ewma_span4_tail8,baseline_v1
pneumonia_pesquisa_de_genes_de_resist_ncia,4,2025,37,1.27,0.0,0.0,ewma_span4_tail8,baseline_v1
raiva_raiva,1,2025,50,24.25,0.0,0.0,ewma_span4_tail8,baseline_v1
raiva_raiva,2,2025,51,24.25,0.0,0.0,ewma_span4_tail8,baseline_v1
raiva_raiva,3,2025,52,24.25,0.0,0.0,ewma_span4_tail8,baseline_v1
raiva_raiva,4,2025,53,24.25,0.0,0.0,ewma_span4_tail8,baseline_v1
rotav_rus_rotav_rus,1,2025,15,1.41,0.0,0.0,ewma_span4_tail8,baseline_v1
rotav_rus_rotav_rus,2,2025,16,1.41,0.0,0.0,ewma_span4_tail8,baseline_v1
rotav_rus_rotav_rus,3,2025,17,1.41,0.0,0.0,ewma_span4_tail8,baseline_v1
rotav_rus_rotav_rus,4,2025,18,1.41,0.0,0.0,ewma_span4_tail8,baseline_v1
rub_ola_rub_ola_igg,1,2025,46,1.54,0.0,0.0,ewma_span4_tail8,baseline_v1
rub_ola_rub_ola_igg,2,2025,47,1.54,0.0,0.0,ewma_span4_tail8,baseline_v1
rub_ola_rub_ola_igg,3,2025,48,1.54,0.0,0.0,ewma_span4_tail8,baseline_v1
rub_ola_rub_ola_igg,4,2025,49,1.54,0.0,0.0,ewma_span4_tail8,baseline_v1
rub_ola_rub_ola_igm,1,2025,46,1.54,0.0,0.0,ewma_span4_tail8,baseline_v1
rub_ola_rub_ola_igm,2,2025,47,1.54,0.0,0.0,ewma_span4_tail8,baseline_v1
rub_ola_rub_ola_igm,3,2025,48,1.54,0.0,0.0,ewma_span4_tail8,baseline_v1
rub_ola_rub_ola_igm,4,2025,49,1.54,0.0,0.0,ewma_span4_tail8,baseline_v1
s_ndrome_de_guillain_barr_pesquisa_de_arbov_rus_zdc,1,2025,36,1.21,0.0,0.0,ewma_span4_tail8,baseline_v1
s_ndrome_de_guillain_barr_pesquisa_de_arbov_rus_zdc,2,2025,37,1.21,0.0,0.0,ewma_span4_tail8,baseline_v1
s_ndrome_de_guillain_barr_pesquisa_de_arbov_rus_zdc,3,2025,38,1.21,0.0,0.0,ewma_span4_tail8,baseline_v1
s_ndrome_de_guillain_barr_pesquisa_de_arbov_rus_zdc,4,2025,39,1.21,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_mayaro_biologia_molecular,1,2025,36,2.23,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_mayaro_biologia_molecular,2,2025,37,2.23,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_mayaro_biologia_molecular,3,2025,38,2.23,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_mayaro_biologia_molecular,4,2025,39,2.23,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_parvov_rus_b19_igg,1,2025,46,1.77,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_parvov_rus_b19_igg,2,2025,47,1.77,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_parvov_rus_b19_igg,3,2025,48,1.77,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_parvov_rus_b19_igg,4,2025,49,1.77,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_parvov_rus_b19_igm,1,2025,46,1.8,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_parvov_rus_b19_igm,2,2025,47,1.8,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_parvov_rus_b19_igm,3,2025,48,1.8,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_parvov_rus_b19_igm,4,2025,49,1.8,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_pesquisa_de_arbov_rus_zdc,1,2025,42,1.31,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_pesquisa_de_arbov_rus_zdc,2,2025,43,1.31,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_pesquisa_de_arbov_rus_zdc,3,2025,44,1.31,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_pesquisa_de_arbov_rus_zdc,4,2025,45,1.31,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_rub_ola_igg,1,2025,43,1.96,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_rub_ola_igg,2,2025,44,1.96,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_rub_ola_igg,3,2025,45,1.96,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_rub_ola_igg,4,2025,46,1.96,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_rub_ola_igm,1,2025,43,1.96,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_rub_ola_igm,2,2025,44,1.96,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_rub_ola_igm,3,2025,45,1.96,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_rub_ola_igm,4,2025,46,1.96,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_sarampo_biologia_molecular,1,2025,42,2.8,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_sarampo_biologia_molecular,2,2025,43,2.8,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_sarampo_biologia_molecular,3,2025,44,2.8,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_sarampo_biologia_molecular,4,2025,45,2.8,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_sarampo_igg,1,2025,47,3.4,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_sarampo_igg,2,2025,48,3.4,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_sarampo_igg,3,2025,49,3.4,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_sarampo_igg,4,2025,50,3.4,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_sarampo_igm,1,2025,47,3.4,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_sarampo_igm,2,2025,48,3.4,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_sarampo_igm,3,2025,49,3.4,0.0,0.0,ewma_span4_tail8,baseline_v1
sarampo_sarampo_igm,4,2025,50,3.4,0.0,0.0,ewma_span4_tail8,baseline_v1
sars_cov_2,1,2026,22,1.69,0.0,0.0,ewma_span4_tail8,baseline_v1
sars_cov_2,2,2026,23,1.69,0.0,0.0,ewma_span4_tail8,baseline_v1
sars_cov_2,3,2026,24,1.69,0.0,0.0,ewma_span4_tail8,baseline_v1
sars_cov_2,4,2026,25,1.69,0.0,0.0,ewma_span4_tail8,baseline_v1
sifilis,1,2025,37,3.69,0.0,0.0,ewma_span4_tail8,baseline_v1
sifilis,2,2025,38,3.69,0.0,0.0,ewma_span4_tail8,baseline_v1
sifilis,3,2025,39,3.69,0.0,0.0,ewma_span4_tail8,baseline_v1
sifilis,4,2025,40,3.69,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_citomegalov_rus_igg,1,2025,50,2.6,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_citomegalov_rus_igg,2,2025,51,2.6,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_citomegalov_rus_igg,3,2025,52,2.6,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_citomegalov_rus_igg,4,2025,53,2.6,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_citomegalov_rus_igg_avidez,1,2025,42,1.0,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_citomegalov_rus_igg_avidez,2,2025,43,1.0,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_citomegalov_rus_igg_avidez,3,2025,44,1.0,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_citomegalov_rus_igg_avidez,4,2025,45,1.0,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_citomegalov_rus_igm,1,2025,50,2.6,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_citomegalov_rus_igm,2,2025,51,2.6,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_citomegalov_rus_igm,3,2025,52,2.6,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_citomegalov_rus_igm,4,2025,53,2.6,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_epstein_barr_igg,1,2025,50,1.05,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_epstein_barr_igg,2,2025,51,1.05,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_epstein_barr_igg,3,2025,52,1.05,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_epstein_barr_igg,4,2025,53,1.05,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_epstein_barr_igm,1,2025,50,1.05,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_epstein_barr_igm,2,2025,51,1.05,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_epstein_barr_igm,3,2025,52,1.05,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_epstein_barr_igm,4,2025,53,1.05,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_rub_ola_igg,1,2025,50,1.99,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_rub_ola_igg,2,2025,51,1.99,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_rub_ola_igg,3,2025,52,1.99,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_rub_ola_igg,4,2025,53,1.99,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_rub_ola_igm,1,2025,50,1.99,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_rub_ola_igm,2,2025,51,1.99,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_rub_ola_igm,3,2025,52,1.99,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_rub_ola_igm,4,2025,53,1.99,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_toxoplasmose_avidez_igg,1,2025,42,1.31,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_toxoplasmose_avidez_igg,2,2025,43,1.31,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_toxoplasmose_avidez_igg,3,2025,44,1.31,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_toxoplasmose_avidez_igg,4,2025,45,1.31,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_toxoplasmose_igg,1,2025,50,4.68,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_toxoplasmose_igg,2,2025,51,4.68,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_toxoplasmose_igg,3,2025,52,4.68,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_toxoplasmose_igg,4,2025,53,4.68,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_toxoplasmose_igm,1,2025,50,4.68,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_toxoplasmose_igm,2,2025,51,4.68,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_toxoplasmose_igm,3,2025,52,4.68,0.0,0.0,ewma_span4_tail8,baseline_v1
toxoplasmose_toxoplasmose_igm,4,2025,53,4.68,0.0,0.0,ewma_span4_tail8,baseline_v1
tuberculose,1,2026,21,42.86,0.0023,4.47,ewma_span4_tail8,baseline_v1
tuberculose,2,2026,22,42.86,0.0023,4.47,ewma_span4_tail8,baseline_v1
tuberculose,3,2026,23,42.86,0.0023,4.47,ewma_span4_tail8,baseline_v1
tuberculose,4,2026,24,42.86,0.0023,4.47,ewma_span4_tail8,baseline_v1
var_ola_var_ola,1,2026,6,2.01,0.0,0.0,ewma_span4_tail8,baseline_v1
var_ola_var_ola,2,2026,7,2.01,0.0,0.0,ewma_span4_tail8,baseline_v1
var_ola_var_ola,3,2026,8,2.01,0.0,0.0,ewma_span4_tail8,baseline_v1
var_ola_var_ola,4,2026,9,2.01,0.0,0.0,ewma_span4_tail8,baseline_v1
var_ola_varicela_zoster_biologia_molecular,1,2025,50,2.4,0.0,0.0,ewma_span4_tail8,baseline_v1
var_ola_varicela_zoster_biologia_molecular,2,2025,51,2.4,0.0,0.0,ewma_span4_tail8,baseline_v1
var_ola_varicela_zoster_biologia_molecular,3,2025,52,2.4,0.0,0.0,ewma_span4_tail8,baseline_v1
var_ola_varicela_zoster_biologia_molecular,4,2025,53,2.4,0.0,0.0,ewma_span4_tail8,baseline_v1
varicela_herpes_zoster_var_ola,1,2025,34,1.65,0.0,0.0,ewma_span4_tail8,baseline_v1
varicela_herpes_zoster_var_ola,2,2025,35,1.65,0.0,0.0,ewma_span4_tail8,baseline_v1
varicela_herpes_zoster_var_ola,3,2025,36,1.65,0.0,0.0,ewma_span4_tail8,baseline_v1
varicela_herpes_zoster_var_ola,4,2025,37,1.65,0.0,0.0,ewma_span4_tail8,baseline_v1
varicela_herpes_zoster_varicela_zoster_biologia_molecular,1,2025,37,2.23,0.0,0.0,ewma_span4_tail8,baseline_v1
varicela_herpes_zoster_varicela_zoster_biologia_molecular,2,2025,38,2.23,0.0,0.0,ewma_span4_tail8,baseline_v1
varicela_herpes_zoster_varicela_zoster_biologia_molecular,3,2025,39,2.23,0.0,0.0,ewma_span4_tail8,baseline_v1
varicela_herpes_zoster_varicela_zoster_biologia_molecular,4,2025,40,2.23,0.0,0.0,ewma_span4_tail8,baseline_v1
zika,1,2026,15,202.51,0.0,3.42,ewma_span4_tail8,baseline_v1
zika,2,2026,16,202.51,0.0,3.42,ewma_span4_tail8,baseline_v1
zika,3,2026,17,202.51,0.0,3.42,ewma_span4_tail8,baseline_v1
zika,4,2026,18,202.51,0.0,3.42,ewma_span4_tail8,baseline_v1
