epi_year,epi_week,ano,target,municipio,obitos_sim
1,9,1,tuberculose,SAO FELIX DO ARAGUAIA,1
1,9,1,tuberculose,SAO JOSE DO XINGU,1
1,9,1,tuberculose,SAO PEDRO DA CIPA,1
1,9,1,tuberculose,SAPEZAL,1
1,9,1,tuberculose,SINOP,4
1,9,1,tuberculose,SORRISO,3
1,9,1,tuberculose,TANGARA DA SERRA,2
1,9,1,tuberculose,TAPURAH,1
1,9,1,tuberculose,TORIXOREU,1
1,9,1,tuberculose,VARZEA GRANDE,27
1,9,1,tuberculose,VILA BELA DA S TRINDADE,2
1,23,1,dengue,APIACAS,1
1,23,1,dengue,BARRA DO GARCAS,2
1,23,1,dengue,CAMPINAPOLIS,2
1,23,1,dengue,CAMPO NOVO DO PARECIS,1
1,23,1,dengue,CAMPOS DE JULIO,1
1,23,1,dengue,CHAPADA DOS GUIMARAES,1
1,23,1,dengue,COMODORO,1
1,23,1,dengue,CUIABA,2
1,23,1,dengue,CURVELANDIA,1
1,23,1,dengue,JACIARA,2
1,23,1,dengue,LUCAS DO RIO VERDE,1
1,23,1,dengue,MARCELANDIA,1
1,23,1,dengue,MATUPA,2
1,23,1,dengue,MUNICIPIO IGNORADO-MT,1
1,23,1,dengue,NOVA MONTE VERDE,1
1,23,1,dengue,NOVA MUTUM,1
1,23,1,dengue,PEIXOTO DE AZEVEDO,2
1,23,1,dengue,RONDONOPOLIS,1
1,23,1,dengue,SINOP,2
1,23,1,dengue,TANGARA DA SERRA,1
1,23,1,dengue,TAPURAH,1
1,23,1,dengue,VARZEA GRANDE,3
1,23,1,dengue,VERA,1
1,23,1,hepatite_a,ALTA FLORESTA,1
1,23,1,hepatite_a,CASTANHEIRA,1
1,23,1,hepatite_a,CUIABA,5
1,23,1,hepatite_a,JUARA,2
1,23,1,hepatite_a,PARANATINGA,1
1,23,1,hepatite_a,PEDRA PRETA,2
1,23,1,hepatite_a,PORTO ESTRELA,1
1,23,1,hepatite_a,POXOREO,1
1,23,1,hepatite_a,QUERENCIA,1
1,23,1,hepatite_a,RONDONOPOLIS,2
1,23,1,hepatite_a,SANTO ANTONIO DO LEVERGER,1
1,23,1,hepatite_a,SAO PEDRO DA CIPA,1
1,23,1,hepatite_a,SINOP,1
1,23,1,hepatite_a,TANGARA DA SERRA,1
1,23,1,hepatite_a,VARZEA GRANDE,1
1,23,1,hepatite_c_hcv,ARENAPOLIS,1
1,23,1,hepatite_c_hcv,CAMPO NOVO DO PARECIS,1
1,23,1,hepatite_c_hcv,GUARANTA DO NORTE,1
1,23,1,leptospirose,ALTO ARAGUAIA,1
1,23,1,leptospirose,PRIMAVERA DO LESTE,1
1,23,1,leptospirose,SANTA CARMEM,1
1,23,1,meningite,ALTA FLORESTA,2
1,23,1,meningite,BARRA DO GARCAS,1
1,23,1,meningite,BRASNORTE,1
1,23,1,meningite,CACERES,6
1,23,1,meningite,CANARANA,1
1,23,1,meningite,CHAPADA DOS GUIMARAES,1
1,23,1,meningite,CUIABA,11
1,23,1,meningite,DENISE,1
1,23,1,meningite,DIAMANTINO,1
1,23,1,meningite,ITIQUIRA,1
1,23,1,meningite,JACIARA,1
1,23,1,meningite,JUARA,1
1,23,1,meningite,JUINA,2
1,23,1,meningite,MATUPA,1
1,23,1,meningite,NOBRES,1
1,23,1,meningite,NOVA LACERDA,2
1,23,1,meningite,NOVA XAVANTINA,1
1,23,1,meningite,NOVO PROGRESSO,1
1,23,1,meningite,PEDRA PRETA,1
1,23,1,meningite,PEIXOTO DE AZEVEDO,1
1,23,1,meningite,PONTES E LACERDA,2
1,23,1,meningite,PORTO ESPERIDIAO,1
1,23,1,meningite,PRIMAVERA DO LESTE,5
1,23,1,meningite,RONDONOPOLIS,5
1,23,1,meningite,SAPEZAL,2
1,23,1,meningite,SINOP,4
1,23,1,meningite,TANGARA DA SERRA,3
1,23,1,meningite,VALE DE SAO DOMINGOS,1
1,23,1,meningite,VARZEA GRANDE,5
1,23,1,meningite,VERA,1
1,23,1,outros,,56
1,23,1,outros,*EM BRANCO,1
1,23,1,outros,*IGNORADO,32
1,23,1,outros,ACAILANDIA,1
1,23,1,outros,ACORIZAL,88
1,23,1,outros,ACREUNA,1
1,23,1,outros,AGUA BOA,254
1,23,1,outros,AGUA CLARA,1
1,23,1,outros,ALCANTARAS,1
1,23,1,outros,ALDEIAS ALTAS,2
1,23,1,outros,ALEGRETE DO PIAUI,1
1,23,1,outros,ALTA FLORESTA,686
1,23,1,outros,ALTA FLORESTA DOESTE,1
1,23,1,outros,ALTAMIRA,27
1,23,1,outros,ALTO ALEGRE DO PARECIS,1
1,23,1,outros,ALTO ARAGUAIA,214
1,23,1,outros,ALTO BOA VISTA,57
1,23,1,outros,ALTO GARCAS,152
1,23,1,outros,ALTO PARAGUAI,137
1,23,1,outros,ALTO TAQUARI,71
1,23,1,outros,ALVORADA DO SUL,1
1,23,1,outros,AMERICO DE CAMPOS,1
1,23,1,outros,AMPERE,1
1,23,1,outros,ANAGE,1
1,23,1,outros,ANAPOLIS,3
1,23,1,outros,ANAURILANDIA,2
1,23,1,outros,APARECIDA DO TABOADO,1
1,23,1,outros,APIACAS,91
1,23,1,outros,APORE,1
1,23,1,outros,APUCARANA,1
1,23,1,outros,AQUIDAUANA,1
1,23,1,outros,ARACATUBA,1
1,23,1,outros,ARACRUZ,1
1,23,1,outros,ARAGARCAS,59
1,23,1,outros,ARAGUAIANA,38
1,23,1,outros,ARAGUAINA,2
1,23,1,outros,ARAGUAINHA,10
1,23,1,outros,ARAGUARI,1
1,23,1,outros,ARAPONGAS,2
1,23,1,outros,ARAPUTANGA,207
1,23,1,outros,ARARANGUA,1
1,23,1,outros,ARARUNA,1
1,23,1,outros,ARAXA,1
1,23,1,outros,ARENAPOLIS,196
1,23,1,outros,ARENOPOLIS,1
1,23,1,outros,ARIPUANA,206
1,23,1,outros,ARIQUEMES,4
1,23,1,outros,ARTUR NOGUEIRA,1
1,23,1,outros,ARUJA,1
1,23,1,outros,ASSIS CHATEAUBRIAND,2
1,23,1,outros,AVEIRO,1
1,23,1,outros,AVELINOPOLIS,1
1,23,1,outros,BALIZA,7
1,23,1,outros,BALNEARIO CAMBORIU,1
1,23,1,outros,BARAO DE MELGACO,83
1,23,1,outros,BARIRI,2
1,23,1,outros,BARRA DO BUGRES,412
1,23,1,outros,BARRA DO CORDA,1
1,23,1,outros,BARRA DO GARCAS,938
1,23,1,outros,BARRINHA,1
1,23,1,outros,BARUERI,1
1,23,1,outros,BEBEDOURO,1
1,23,1,outros,BELA VISTA,1
1,23,1,outros,BELEM,3
1,23,1,outros,BELO HORIZONTE,4
1,23,1,outros,BETIM,2
1,23,1,outros,BOA VISTA,1
1,23,1,outros,BOCA DO ACRE,1
1,23,1,outros,BOM DESPACHO,1
1,23,1,outros,BOM JARDIM DE GOIAS,14
1,23,1,outros,BOM JESUS DAS SELVAS,1
1,23,1,outros,BOM JESUS DE GOIAS,2
1,23,1,outros,BOM JESUS DO ARAGUAIA,55
1,23,1,outros,BOM SUCESSO DO SUL,1
1,23,1,outros,BORACEIA,1
1,23,1,outros,BOTUCATU,1
1,23,1,outros,BRAGA,1
1,23,1,outros,BRASILIA,4
1,23,1,outros,BRASNORTE,183
1,23,1,outros,BREJO SANTO,1
1,23,1,outros,BREJOLANDIA,1
1,23,1,outros,BRODOWSKI,1
1,23,1,outros,BRUSQUE,1
1,23,1,outros,BURITIS,1
1,23,1,outros,CAARAPO,1
1,23,1,outros,CABIXI,2
1,23,1,outros,CACERES,1541
1,23,1,outros,CACHOEIRA DO PIRIA,1
1,23,1,outros,CACOAL,15
1,23,1,outros,CACU,2
1,23,1,outros,CAIAPONIA,1
1,23,1,outros,CAIUA,1
1,23,1,outros,CAMPINAPOLIS,190
1,23,1,outros,CAMPINAS,2
1,23,1,outros,CAMPO GRANDE,21
1,23,1,outros,CAMPO LARGO,2
1,23,1,outros,CAMPO MOURAO,2
1,23,1,outros,CAMPO NOVO DO PARECIS,262
1,23,1,outros,CAMPO VERDE,361
1,23,1,outros,CAMPOS DE JULIO,41
1,23,1,outros,CAMPOS NOVOS,1
1,23,1,outros,CANABRAVA DO NORTE,43
1,23,1,outros,CANARANA,216
1,23,1,outros,CANGUCU,1
1,23,1,outros,CANOAS,3
1,23,1,outros,CANUDOS DO VALE,1
1,23,1,outros,CAPETINGA,1
1,23,1,outros,CAPITAO LEONIDAS MARQUES,2
1,23,1,outros,CARIACICA,2
1,23,1,outros,CARLINDA,159
1,23,1,outros,CASA NOVA,1
1,23,1,outros,CASCA,1
1,23,1,outros,CASCAVEL,5
1,23,1,outros,CASSILANDIA,2
1,23,1,outros,CASTANHAL,1
1,23,1,outros,CASTANHEIRA,97
1,23,1,outros,CASTELO,1
1,23,1,outros,CENTENARIO DO SUL,1
1,23,1,outros,CEREJEIRAS,6
1,23,1,outros,CHAPADA DOS GUIMARAES,239
1,23,1,outros,CHAPECO,2
1,23,1,outros,CLAUDIA,108
1,23,1,outros,COCALINHO,63
1,23,1,outros,COLATINA,2
1,23,1,outros,COLIDER,472
1,23,1,outros,COLINAS,1
1,23,1,outros,COLNIZA,205
1,23,1,outros,COLORADO DO OESTE,12
1,23,1,outros,COMODORO,190
1,23,1,outros,CONCEICAO DO ARAGUAIA,1
1,23,1,outros,CONCEICAO DO TOCANTINS,1
1,23,1,outros,CONFRESA,284
1,23,1,outros,CONQUISTA D OESTE,29
1,23,1,outros,CORONEL VIVIDA,1
1,23,1,outros,CORUMBIARA,4
1,23,1,outros,COTRIGUACU,112
1,23,1,outros,COXIM,3
1,23,1,outros,CRICIUMA,1
1,23,1,outros,CRISTALANDIA,2
1,23,1,outros,CRISTALINA,1
1,23,1,outros,CRUZ ALTA,1
1,23,1,outros,CUBATAO,1
1,23,1,outros,CUIABA,8439
1,23,1,outros,CUITE,1
1,23,1,outros,CURITIBA,5
1,23,1,outros,CURVELANDIA,68
1,23,1,outros,DENISE,105
1,23,1,outros,DIAMANTE D OESTE,1
1,23,1,outros,DIAMANTINO,286
1,23,1,outros,DOM AQUINO,131
1,23,1,outros,DOURADINA,1
1,23,1,outros,DOURADOS,5
1,23,1,outros,DOVERLANDIA,4
1,23,1,outros,ENTRE RIOS DO OESTE,1
1,23,1,outros,ERMO,1
1,23,1,outros,ESPIGAO D OESTE,3
1,23,1,outros,ESPUMOSO,1
1,23,1,outros,ESTANCIA,1
1,23,1,outros,FAZENDA NOVA,1
1,23,1,outros,FAZENDA RIO GRANDE,2
1,23,1,outros,FELIZ NATAL,99
1,23,1,outros,FIGUEIROPOLIS D OESTE,51
1,23,1,outros,FLORESTA,1
1,23,1,outros,FORMOSO DO ARAGUAIA,2
1,23,1,outros,FORTALEZA,1
1,23,1,outros,FOZ DO IGUACU,1
1,23,1,outros,FRAIBURGO,1
1,23,1,outros,FRANCISCO BELTRAO,2
1,23,1,outros,GASPAR,1
1,23,1,outros,GAUCHA DO NORTE,58
1,23,1,outros,GENERAL CARNEIRO,90
1,23,1,outros,GENERAL SALGADO,1
1,23,1,outros,GLORIA D OESTE,51
1,23,1,outros,GOIANIA,16
1,23,1,outros,GOIANORTE,1
1,23,1,outros,GOIAS,1
1,23,1,outros,GOIATUBA,2
1,23,1,outros,GRAJAU,1
1,23,1,outros,GUAIRA,1
1,23,1,outros,GUARANTA DO NORTE,347
1,23,1,outros,GUARAPUAVA,2
1,23,1,outros,GUARULHOS,1
1,23,1,outros,GUIRATINGA,232
1,23,1,outros,GURUPI,1
1,23,1,outros,HORTOLANDIA,1
1,23,1,outros,HUMAITA,2
1,23,1,outros,IBATIBA,1
1,23,1,outros,IJUI,1
1,23,1,outros,INDAIATUBA,1
1,23,1,outros,INDIAVAI,25
1,23,1,outros,IPATINGA,1
1,23,1,outros,IPIRANGA DO NORTE,37
1,23,1,outros,IPOJUCA,1
1,23,1,outros,IPORA,6
1,23,1,outros,ITAITUBA,6
1,23,1,outros,ITAJAI,1
1,23,1,outros,ITAJOBI,1
1,23,1,outros,ITAJU,1
1,23,1,outros,ITANHANGA,42
1,23,1,outros,ITAPECURU MIRIM,1
1,23,1,outros,ITAUBA,74
1,23,1,outros,ITAUNA,1
1,23,1,outros,ITIQUIRA,112
1,23,1,outros,ITUIUTABA,4
1,23,1,outros,ITUMBIARA,2
1,23,1,outros,ITURAMA,3
1,23,1,outros,ITUVERAVA,1
1,23,1,outros,JACAREZINHO,1
1,23,1,outros,JACIARA,325
1,23,1,outros,JAGUARARI,1
1,23,1,outros,JAGUARIAIVA,2
1,23,1,outros,JALES,1
1,23,1,outros,JANGADA,111
1,23,1,outros,JARAGUARI,1
1,23,1,outros,JARU,5
1,23,1,outros,JATAI,4
1,23,1,outros,JAURU,141
1,23,1,outros,JI-PARANA,19
1,23,1,outros,JOAO RAMALHO,1
1,23,1,outros,JOAQUIM GOMES,1
1,23,1,outros,JOINVILLE,1
1,23,1,outros,JUARA,469
1,23,1,outros,JUAZEIRO,1
1,23,1,outros,JUINA,539
1,23,1,outros,JURUENA,91
1,23,1,outros,JUSCIMEIRA,159
1,23,1,outros,JUSSARA,1
1,23,1,outros,LAGOA DA CONFUSAO,11
1,23,1,outros,LAJEADO,1
1,23,1,outros,LAMBARI D OESTE,76
1,23,1,outros,LENCOIS PAULISTA,1
1,23,1,outros,LIMEIRA,2
1,23,1,outros,LINS,1
1,23,1,outros,LOBATO,1
1,23,1,outros,LONDRINA,1
1,23,1,outros,LUCAS DO RIO VERDE,461
1,23,1,outros,LUCIARA,29
1,23,1,outros,MACAPA,2
1,23,1,outros,MACHADINHO D OESTE,3
1,23,1,outros,MANDAGUACU,1
1,23,1,outros,MARABA,1
1,23,1,outros,MARACAI,1
1,23,1,outros,MARAVILHA,2
1,23,1,outros,MARCELANDIA,157
1,23,1,outros,MARECHAL CANDIDO RONDON,1
1,23,1,outros,MARINGA,3
1,23,1,outros,MATUPA,181
1,23,1,outros,MEDIANEIRA,1
1,23,1,outros,MERCEDES,1
1,23,1,outros,MINISTRO ANDREAZZA,1
1,23,1,outros,MIRASSOL,1
1,23,1,outros,MIRASSOL D OESTE,368
1,23,1,outros,MOCOCA,1
1,23,1,outros,MOGI DAS CRUZES,2
1,23,1,outros,MONTE ALEGRE DE MINAS,1
1,23,1,outros,MONTES CLAROS,1
1,23,1,outros,MONTES CLAROS DE GOIAS,1
1,23,1,outros,MOZARLANDIA,2
1,23,1,outros,MUNDO NOVO,1
1,23,1,outros,MUNICIPIO IGNORADO-MS,3
1,23,1,outros,MUNICIPIO IGNORADO-MT,37
1,23,1,outros,MUNICIPIO IGNORADO-PA,4
1,23,1,outros,MUNICIPIO IGNORADO-RJ,1
1,23,1,outros,MUQUEM DE SAO FRANCISCO,1
1,23,1,outros,NAVIRAI,1
1,23,1,outros,NEOPOLIS,1
1,23,1,outros,NIPOA,1
1,23,1,outros,NOBRES,277
1,23,1,outros,NORTELANDIA,108
1,23,1,outros,NOSSA SENHORA DO LIVRAMENTO,179
1,23,1,outros,NOVA ALVORADA DO SUL,3
1,23,1,outros,NOVA ANDRADINA,1
1,23,1,outros,NOVA BANDEIRANTES,120
1,23,1,outros,NOVA BRASILANDIA,78
1,23,1,outros,NOVA BRASILANDIA DOESTE,1
1,23,1,outros,NOVA CANAA DO NORTE,140
1,23,1,outros,NOVA CRIXAS,1
1,23,1,outros,NOVA GUARITA,51
1,23,1,outros,NOVA LACERDA,52
1,23,1,outros,NOVA MARILANDIA,43
1,23,1,outros,NOVA MARINGA,64
1,23,1,outros,NOVA MONTE VERDE,84
1,23,1,outros,NOVA MUTUM,299
1,23,1,outros,NOVA NAZARE,35
1,23,1,outros,NOVA OLIMPIA,193
1,23,1,outros,NOVA SANTA HELENA,45
1,23,1,outros,NOVA UBIRATA,88
1,23,1,outros,NOVA XAVANTINA,277
1,23,1,outros,NOVO HORIZONTE DO NORTE,45
1,23,1,outros,NOVO HORIZONTE DO OESTE,1
1,23,1,outros,NOVO MUNDO,84
1,23,1,outros,NOVO PLANALTO,1
1,23,1,outros,NOVO PROGRESSO,24
1,23,1,outros,NOVO REPARTIMENTO,1
1,23,1,outros,NOVO SANTO ANTONIO,15
1,23,1,outros,NOVO SAO JOAQUIM,91
1,23,1,outros,ORINDIUVA,1
1,23,1,outros,OURILANDIA DO NORTE,1
1,23,1,outros,OURO BRANCO,1
1,23,1,outros,OURO PRETO DO OESTE,3
1,23,1,outros,PACAEMBU,1
1,23,1,outros,PALESTINA DE GOIAS,1
1,23,1,outros,PALMA SOLA,1
1,23,1,outros,PALMAS,1
1,23,1,outros,PALMEIRA DOESTE,1
1,23,1,outros,PALMEIRA DOS INDIOS,1
1,23,1,outros,PALMEIRAS DE GOIAS,1
1,23,1,outros,PALMEIRAS DO TOCANTINS,1
1,23,1,outros,PALMEIROPOLIS,1
1,23,1,outros,PALMITOS,1
1,23,1,outros,PALOTINA,1
1,23,1,outros,PARANAGUA,2
1,23,1,outros,PARANAIBA,1
1,23,1,outros,PARANAITA,123
1,23,1,outros,PARANATINGA,251
1,23,1,outros,PARANAVAI,2
1,23,1,outros,PATO BRAGADO,1
1,23,1,outros,PATROCINIO,1
1,23,1,outros,PAULINIA,2
1,23,1,outros,PAULO DE FARIA,1
1,23,1,outros,PAULO RAMOS,1
1,23,1,outros,PEDRA BRANCA,1
1,23,1,outros,PEDRA PRETA,244
1,23,1,outros,PEDRO GOMES,2
1,23,1,outros,PEIXOTO DE AZEVEDO,394
1,23,1,outros,PENHA,1
1,23,1,outros,PETROLINA,1
1,23,1,outros,PILAO ARCADO,1
1,23,1,outros,PIMENTA BUENO,10
1,23,1,outros,PINDAMONHANGABA,1
1,23,1,outros,PINHALZINHO,1
1,23,1,outros,PIRANHAS,3
1,23,1,outros,PLANALTO DA SERRA,37
1,23,1,outros,POCAO DE PEDRAS,1
1,23,1,outros,POCO REDONDO,1
1,23,1,outros,POCONE,520
1,23,1,outros,POCOS DE CALDAS,1
1,23,1,outros,POMPEU,1
1,23,1,outros,PONTA GROSSA,4
1,23,1,outros,PONTAL DO ARAGUAIA,82
1,23,1,outros,PONTALINA,1
1,23,1,outros,PONTAO,2
1,23,1,outros,PONTE BRANCA,36
1,23,1,outros,PONTES E LACERDA,557
1,23,1,outros,PORANGATU,1
1,23,1,outros,PORTO ALEGRE,1
1,23,1,outros,PORTO ALEGRE DO NORTE,110
1,23,1,outros,PORTO DOS GAUCHOS,88
1,23,1,outros,PORTO ESPERIDIAO,130
1,23,1,outros,PORTO ESTRELA,51
1,23,1,outros,PORTO FERREIRA,1
1,23,1,outros,PORTO VELHO,14
1,23,1,outros,POXOREO,289
1,23,1,outros,PRADOPOLIS,1
1,23,1,outros,PRESIDENTE EPITACIO,1
1,23,1,outros,PRESIDENTE MEDICI,2
1,23,1,outros,PRESIDENTE PRUDENTE,6
1,23,1,outros,PRIMAVERA DE RONDONIA,3
1,23,1,outros,PRIMAVERA DO LESTE,643
1,23,1,outros,PROMISSAO,1
1,23,1,outros,QUATA,1
1,23,1,outros,QUERENCIA,147
1,23,1,outros,QUIRINOPOLIS,3
1,23,1,outros,REDENCAO,3
1,23,1,outros,RESERVA DO CABACAL,32
1,23,1,outros,RIBEIRAO CASCALHEIRA,113
1,23,1,outros,RIBEIRAO PIRES,1
1,23,1,outros,RIBEIRAOZINHO,32
1,23,1,outros,RINOPOLIS,1
1,23,1,outros,RIO BRANCO,84
1,23,1,outros,RIO CLARO,1
1,23,1,outros,RIO DE JANEIRO,3
1,23,1,outros,RIO VERDE,5
1,23,1,outros,RIO VERDE DE MATO GROSSO,2
1,23,1,outros,ROLANDIA,1
1,23,1,outros,ROLIM DE MOURA,1
1,23,1,outros,RONCADOR,1
1,23,1,outros,RONDOLANDIA,19
1,23,1,outros,RONDONOPOLIS,2996
1,23,1,outros,ROSANA,1
1,23,1,outros,ROSARIO OESTE,287
1,23,1,outros,SALTO DO CEU,64
1,23,1,outros,SANTA BARBARA DE GOIAS,1
1,23,1,outros,SANTA CARMEM,44
1,23,1,outros,SANTA CECILIA,1
1,23,1,outros,SANTA CRUZ DO PIAUI,1
1,23,1,outros,SANTA CRUZ DO XINGU,18
1,23,1,outros,SANTA FE DE GOIAS,2
1,23,1,outros,SANTA FE DO SUL,1
1,23,1,outros,SANTA INES,1
1,23,1,outros,SANTA LUZIA,1
1,23,1,outros,SANTA RITA DO ARAGUAIA,32
1,23,1,outros,SANTA RITA DO PASSA QUATRO,1
1,23,1,outros,SANTA RITA DO TRIVELATO,18
1,23,1,outros,SANTA TEREZINHA,88
1,23,1,outros,SANTA TEREZINHA DE ITAIPU,1
1,23,1,outros,SANTANA DO ARAGUAIA,3
1,23,1,outros,SANTANA DO PARAISO,1
1,23,1,outros,SANTAREM,1
1,23,1,outros,SANTO AFONSO,32
1,23,1,outros,SANTO ANDRE,2
1,23,1,outros,SANTO ANGELO,2
1,23,1,outros,SANTO ANTONIO DE GOIAS,1
1,23,1,outros,SANTO ANTONIO DE POSSE,1
1,23,1,outros,SANTO ANTONIO DO LESTE,24
1,23,1,outros,SANTO ANTONIO DO LEVERGER,280
1,23,1,outros,SANTO ANTONIO DO SUDOESTE,1
1,23,1,outros,SAO BENTO DO SUL,1
1,23,1,outros,SAO DOMINGOS DO MARANHAO,1
1,23,1,outros,SAO FELIX DO ARAGUAIA,111
1,23,1,outros,SAO FRANCISCO DO GUAPORE,2
1,23,1,outros,SAO GABRIEL DO OESTE,4
1,23,1,outros,SAO JOAO DO PARAISO,1
1,23,1,outros,SAO JOAO DO SOTER,1
1,23,1,outros,SAO JOAQUIM DA BARRA,1
1,23,1,outros,SAO JOSE,1
1,23,1,outros,SAO JOSE DE RIBAMAR,1
1,23,1,outros,SAO JOSE DO POVO,52
1,23,1,outros,SAO JOSE DO RIO CLARO,192
1,23,1,outros,SAO JOSE DO RIO PRETO,3
1,23,1,outros,SAO JOSE DO XINGU,57
1,23,1,outros,SAO JOSE DOS QUATRO MARCOS,313
1,23,1,outros,SAO JULIAO,2
1,23,1,outros,SAO LEOPOLDO,1
1,23,1,outros,SAO LOURENCO DO OESTE,1
1,23,1,outros,SAO MARCOS,1
1,23,1,outros,SAO MIGUEL DO GUAPORE,2
1,23,1,outros,SAO PAULO,13
1,23,1,outros,SAO PEDRO DA CIPA,58
1,23,1,outros,SAO PEDRO DO IGUACU,1
1,23,1,outros,SAO SEBASTIAO,1
1,23,1,outros,SAPEZAL,164
1,23,1,outros,SAPUCAIA DO SUL,1
1,23,1,outros,SENADOR CANEDO,1
1,23,1,outros,SERRA,1
1,23,1,outros,SERRA NOVA DOURADA,12
1,23,1,outros,SERRANOPOLIS DO IGUACU,1
1,23,1,outros,SERTAO,1
1,23,1,outros,SIDROLANDIA,2
1,23,1,outros,SILVANIA,1
1,23,1,outros,SIMOES FILHO,2
1,23,1,outros,SINOP,1279
1,23,1,outros,SOBRADINHO,1
1,23,1,outros,SONORA,19
1,23,1,outros,SORRISO,710
1,23,1,outros,TABAPORA,87
1,23,1,outros,TAGUATINGA,2
1,23,1,outros,TAIO,1
1,23,1,outros,TAMARANA,1
1,23,1,outros,TANGARA DA SERRA,1042
1,23,1,outros,TAPURAH,101
1,23,1,outros,TAQUARITUBA,1
1,23,1,outros,TERESINA,1
1,23,1,outros,TERRA NOVA DO NORTE,162
1,23,1,outros,TESOURO,66
1,23,1,outros,THEOBROMA,1
1,23,1,outros,TIGRINHOS,1
1,23,1,outros,TIMON,1
1,23,1,outros,TOLEDO,3
1,23,1,outros,TORIXOREU,83
1,23,1,outros,TRES DE MAIO,1
1,23,1,outros,TRES LAGOAS,1
1,23,1,outros,TRINDADE,4
1,23,1,outros,TUCUNDUVA,1
1,23,1,outros,TUPIRATINS,1
1,23,1,outros,UBERABA,2
1,23,1,outros,UBERLANDIA,9
1,23,1,outros,ULIANOPOLIS,1
1,23,1,outros,UMUARAMA,2
1,23,1,outros,UNIAO DO SUL,47
1,23,1,outros,VALE DE SAO DOMINGOS,28
1,23,1,outros,VARZEA GRANDE,3820
1,23,1,outros,VERA,106
1,23,1,outros,VILA BELA DA S TRINDADE,115
1,23,1,outros,VILA RICA,208
1,23,1,outros,VILHENA,49
1,23,1,outros,VOTUPORANGA,5
1,23,1,outros,WANDERLANDIA,1
1,23,1,rubeola,RONDONOPOLIS,1
1,23,1,rubeola,VARZEA GRANDE,1
1,23,1,tuberculose,ALTA FLORESTA,1
1,23,1,tuberculose,ALTO PARAGUAI,2
1,23,1,tuberculose,APIACAS,1
1,23,1,tuberculose,ARENAPOLIS,1
1,23,1,tuberculose,BARRA DO BUGRES,1
1,23,1,tuberculose,BARRA DO GARCAS,2
1,23,1,tuberculose,CACERES,14
1,23,1,tuberculose,CAMPINAPOLIS,3
1,23,1,tuberculose,CAMPO NOVO DO PARECIS,1
1,23,1,tuberculose,CAMPO VERDE,1
1,23,1,tuberculose,CANARANA,1
1,23,1,tuberculose,CARAZINHO,1
1,23,1,tuberculose,CARLINDA,1
1,23,1,tuberculose,CASTANHEIRA,1
1,23,1,tuberculose,CHAPADA DOS GUIMARAES,2
1,23,1,tuberculose,COLIDER,2
1,23,1,tuberculose,COLNIZA,3
1,23,1,tuberculose,CONFRESA,2
1,23,1,tuberculose,CUIABA,49
1,23,1,tuberculose,CURVELANDIA,1
1,23,1,tuberculose,DIAMANTINO,1
1,23,1,tuberculose,GENERAL CARNEIRO,1
1,23,1,tuberculose,GUARANTA DO NORTE,3
1,23,1,tuberculose,ITIQUIRA,2
1,23,1,tuberculose,JACIARA,3
1,23,1,tuberculose,JANGADA,1
1,23,1,tuberculose,JAURU,2
1,23,1,tuberculose,JI-PARANA,1
1,23,1,tuberculose,JUARA,1
1,23,1,tuberculose,JUINA,2
1,23,1,tuberculose,LAGOA DA CONFUSAO,1
1,23,1,tuberculose,LUCAS DO RIO VERDE,3
1,23,1,tuberculose,MARCELANDIA,3
1,23,1,tuberculose,MATUPA,1
1,23,1,tuberculose,MIRASSOL D OESTE,1
1,23,1,tuberculose,MUNICIPIO IGNORADO-MT,1
1,23,1,tuberculose,NOBRES,1
1,23,1,tuberculose,NORTELANDIA,1
1,23,1,tuberculose,NOVA MARILANDIA,1
1,23,1,tuberculose,NOVA MARINGA,1
1,23,1,tuberculose,NOVA MUTUM,2
1,23,1,tuberculose,NOVA NAZARE,1
1,23,1,tuberculose,NOVA XAVANTINA,1
1,23,1,tuberculose,PARANAITA,1
1,23,1,tuberculose,PARANATINGA,2
1,23,1,tuberculose,PEIXOTO DE AZEVEDO,2
1,23,1,tuberculose,POCONE,1
1,23,1,tuberculose,PONTES E LACERDA,3
1,23,1,tuberculose,PORTO ALEGRE DO NORTE,1
1,23,1,tuberculose,PORTO DOS GAUCHOS,1
1,23,1,tuberculose,PORTO ESPERIDIAO,1
1,23,1,tuberculose,PORTO ESTRELA,1
1,23,1,tuberculose,POXOREO,3
1,23,1,tuberculose,PRIMAVERA DO LESTE,5
1,23,1,tuberculose,RIBEIRAO CASCALHEIRA,1
1,23,1,tuberculose,RONDONOPOLIS,14
1,23,1,tuberculose,ROSARIO OESTE,2
1,23,1,tuberculose,SANTA CARMEM,1
1,23,1,tuberculose,SANTA RITA DO ARAGUAIA,1
1,23,1,tuberculose,SANTO ANTONIO DO LEVERGER,1
1,23,1,tuberculose,SAO PAULO,1
1,23,1,tuberculose,SAPEZAL,2
1,23,1,tuberculose,SINOP,1
1,23,1,tuberculose,SORRISO,3
1,23,1,tuberculose,TANGARA DA SERRA,2
1,23,1,tuberculose,TAPURAH,1
1,23,1,tuberculose,VALE DE SAO DOMINGOS,1
1,23,1,tuberculose,VARZEA GRANDE,21
1,23,1,tuberculose,VILA BELA DA S TRINDADE,3
1,27,1,dengue,ALTA FLORESTA,2
1,27,1,dengue,AMORINOPOLIS,1
