janela_semanas,horizon_semanas,n_alertas_avaliados,n_confirmados,taxa_confirmacao_geral,taxa_confirmacao_silencio_gal,n_silencio_gal,taxa_confirmacao_divergencia,n_divergencia,taxa_confirmacao_pressao_alta,n_pressao_alta,taxa_confirmacao_sla_crise,n_sla_crise,n_municipios_alerta_ultima_se_avaliada,n_se_historico_carimbado,modo_confirmacao,tipo_sinal,fonte,interpretacao,nota
11,2,320,161,0.503125,0.25,8,0.0,76,0.7363636363636363,110,0.6190476190476191,126,87,12,prospectivo_carimbado,Observado,alerta_emergencia_historico_x_desfecho,"Confirmação emergência [Observado · prospectivo_carimbado] (janela 11 SE, horizonte 2): geral=50% (161/320); silêncio=25%; pressão=74%; divergência=0%; SLA=62%.",Confirmação Observado a partir de flags carimbados por SE (alerta_emergencia_historico) × desfecho nas 1–2 SE seguintes.
