municipio,familia,epi_year,epi_week,prob_pressao_alta_proxima_janela,limiar_operacional,acima_limiar,faixa_pressao_predita,indice_pressao_proxy_atual,tests,drivers,tipo_sinal,metodo,modelo_versao
MINISTRO ANDREAZZA,arbovirose,2025,11,0.0214,0.5499999999999999,False,baixa,0.66,4,tests=4 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MEDIANEIRA,arbovirose,2025,4,0.0214,0.5499999999999999,False,baixa,0.63,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MATOES DO NORTE,arbovirose,2025,11,0.0214,0.5499999999999999,False,baixa,0.5,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MATIAS OLIMPIO,arbovirose,2025,8,0.0214,0.5499999999999999,False,baixa,0.74,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
LUCIARA,arbovirose,2025,17,0.0214,0.5499999999999999,False,baixa,0.67,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
LINS,arbovirose,2025,12,0.0214,0.5499999999999999,False,baixa,0.46,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
LANDRI SALES,arbovirose,2025,33,0.0214,0.5499999999999999,False,baixa,2.65,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
RIO PRETO DA EVA,arbovirose,2025,8,0.0214,0.5499999999999999,False,baixa,0.74,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
RIO MARIA,arbovirose,2024,21,0.0214,0.5499999999999999,False,baixa,0.75,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
RIO CLARO,arbovirose,2025,12,0.0214,0.5499999999999999,False,baixa,0.46,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MAMANGUAPE,arbovirose,2025,15,0.0214,0.5499999999999999,False,baixa,0.36,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MAIRI,arbovirose,2025,20,0.0214,0.5499999999999999,False,baixa,0.44,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MACAUBAS,arbovirose,2025,8,0.0214,0.5499999999999999,False,baixa,0.74,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MARAGOGI,arbovirose,2025,19,0.0214,0.5499999999999999,False,baixa,0.41,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MARACAS,arbovirose,2025,22,0.0214,0.5499999999999999,False,baixa,0.71,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
MARACANA,arbovirose,2025,14,0.0214,0.5499999999999999,False,baixa,0.44,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BARRACAO,arbovirose,2025,15,0.0214,0.5499999999999999,False,baixa,0.36,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BARRA VELHA,arbovirose,2025,11,0.0214,0.5499999999999999,False,baixa,0.5,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BARRA DOS COQUEIROS,arbovirose,2025,4,0.0214,0.5499999999999999,False,baixa,0.63,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
TOME-ACU,arbovirose,2024,21,0.0214,0.5499999999999999,False,baixa,0.75,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
TOLEDO,arbovirose,2025,11,0.0214,0.5499999999999999,False,baixa,0.66,4,tests=4 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
TIMON,arbovirose,2024,24,0.0214,0.5499999999999999,False,baixa,0.65,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
TIMBIRAS,arbovirose,2025,22,0.0214,0.5499999999999999,False,baixa,0.71,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
TERRA RICA,arbovirose,2024,52,0.0214,0.5499999999999999,False,baixa,1.87,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BOCA DO ACRE,arbovirose,2025,9,0.0214,0.5499999999999999,False,baixa,0.62,4,tests=4 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BOA VISTA DO CADEADO,arbovirose,2025,18,0.0214,0.5499999999999999,False,baixa,0.91,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BERNARDO DO MEARIM,arbovirose,2025,5,0.0214,0.5499999999999999,False,baixa,0.82,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BELO ORIENTE,arbovirose,2025,6,0.0214,0.5499999999999999,False,baixa,0.94,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JORDAO,arbovirose,2025,4,0.0214,0.5499999999999999,False,baixa,0.63,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JOAQUIM PIRES,arbovirose,2025,6,0.0214,0.5499999999999999,False,baixa,0.94,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JOAQUIM GOMES,arbovirose,2025,12,0.0214,0.5499999999999999,False,baixa,0.46,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
RONDA ALTA,arbovirose,2025,26,0.0214,0.5499999999999999,False,baixa,1.02,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
RODRIGUES ALVES,arbovirose,2024,27,0.0214,0.5499999999999999,False,baixa,1.15,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
RODEIO BONITO,arbovirose,2025,28,0.0214,0.5499999999999999,False,baixa,2.47,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JUNQUEIROPOLIS,arbovirose,2025,4,0.0214,0.5499999999999999,False,baixa,0.63,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
LAGOA GRANDE DO MARANHAO,arbovirose,2024,22,0.0214,0.5499999999999999,False,baixa,1.14,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
LAGOA DO MATO,arbovirose,2025,8,0.0214,0.5499999999999999,False,baixa,0.74,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
LAGO DO JUNCO,arbovirose,2025,19,0.0214,0.5499999999999999,False,baixa,0.41,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
LAGO DA PEDRA,arbovirose,2024,33,0.0214,0.5499999999999999,False,baixa,1.18,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
LABREA,arbovirose,2025,9,0.0214,0.5499999999999999,False,baixa,0.47,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JACAREACANGA,arbovirose,2025,34,0.0214,0.5499999999999999,False,baixa,2.67,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JABOTICABAL,arbovirose,2025,8,0.0214,0.5499999999999999,False,baixa,0.74,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
IVAIPORA,arbovirose,2025,11,0.0214,0.5499999999999999,False,baixa,0.66,4,tests=4 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ITUPEVA,arbovirose,2025,13,0.0214,0.5499999999999999,False,baixa,0.48,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SANTA CRUZ CABRALIA,arbovirose,2025,6,0.0214,0.5499999999999999,False,baixa,0.94,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JAPURA,arbovirose,2024,21,0.0214,0.5499999999999999,False,baixa,0.75,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JAPARATUBA,arbovirose,2025,26,0.0214,0.5499999999999999,False,baixa,1.71,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JANDIRA,arbovirose,2024,30,0.0214,0.5499999999999999,False,baixa,1.09,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JACUIPE,arbovirose,2025,12,0.0214,0.5499999999999999,False,baixa,0.46,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JENIPAPO DOS VIEIRAS,arbovirose,2025,30,0.0214,0.5499999999999999,False,baixa,1.39,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
JAU,arbovirose,2025,8,0.0214,0.5499999999999999,False,baixa,0.74,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
IPOJUCA,arbovirose,2025,18,0.0214,0.5499999999999999,False,baixa,0.54,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ITAI,arbovirose,2025,23,0.0214,0.5499999999999999,False,baixa,0.77,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ITAGUATINS,arbovirose,2025,7,0.0214,0.5499999999999999,False,baixa,1.32,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SANTA MARIA DO OESTE,arbovirose,2025,6,0.0214,0.5499999999999999,False,baixa,0.94,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SANTA HELENA,arbovirose,2024,26,0.0214,0.5499999999999999,False,baixa,0.71,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SANTA FE DO SUL,arbovirose,2025,9,0.0214,0.5499999999999999,False,baixa,0.47,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SANTA CRUZ DO SUL,arbovirose,2024,39,0.0214,0.5499999999999999,False,baixa,3.45,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ITARUMA,arbovirose,2025,3,0.0214,0.5499999999999999,False,baixa,0.95,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ITAPOA,arbovirose,2025,7,0.0214,0.5499999999999999,False,baixa,1.32,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ITAPIRA,arbovirose,2024,34,0.0214,0.5499999999999999,False,baixa,1.28,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BRAGANCA,arbovirose,2025,15,0.0214,0.5499999999999999,False,baixa,0.61,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BOMBINHAS,arbovirose,2024,24,0.0214,0.5499999999999999,False,baixa,1.08,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BOM JESUS DO TOCANTINS,arbovirose,2024,28,0.0214,0.5499999999999999,False,baixa,0.77,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
TERRA BOA,arbovirose,2025,27,0.0214,0.5499999999999999,False,baixa,1.21,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
TELEMACO BORBA,arbovirose,2025,34,0.0214,0.5499999999999999,False,baixa,2.67,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BURITICUPU,arbovirose,2025,23,0.0214,0.5499999999999999,False,baixa,0.77,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BURITI,arbovirose,2025,14,0.0214,0.5499999999999999,False,baixa,0.58,4,tests=4 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
BREU BRANCO,arbovirose,2025,23,0.0214,0.5499999999999999,False,baixa,0.77,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CACHOEIRA DO SUL,arbovirose,2024,23,0.0214,0.5499999999999999,False,baixa,2.0,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CABROBO,arbovirose,2024,21,0.0214,0.5499999999999999,False,baixa,0.75,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CABEDELO,hepatite,2024,34,0.0214,0.2,False,baixa,3.79,1,tests=1 (imp=0.0128); tests_lag1=nan (imp=0.0278); tests_ma4=nan (imp=0.0162); tests_ma8=nan (imp=0.103); tests_trend=nan (imp=0.0219),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
CABECEIRAS DO PIAUI,arbovirose,2025,11,0.0214,0.5499999999999999,False,baixa,0.5,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
GUARUJA DO SUL,arbovirose,2025,9,0.0214,0.5499999999999999,False,baixa,0.47,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SANTANA DO ARAGUAIA,arbovirose,2025,20,0.0214,0.5499999999999999,False,baixa,0.73,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SANTANA,arbovirose,2024,35,0.0214,0.5499999999999999,False,baixa,1.52,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SANTA RITA DO TRIVELATO,hepatite,2025,33,0.0214,0.2,False,baixa,2.41,1,tests=1 (imp=0.0128); tests_lag1=nan (imp=0.0278); tests_ma4=nan (imp=0.0162); tests_ma8=nan (imp=0.103); tests_trend=nan (imp=0.0219),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SANTA MERCEDES,arbovirose,2025,17,0.0214,0.5499999999999999,False,baixa,0.4,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
SANTA MARIANA,arbovirose,2025,5,0.0214,0.5499999999999999,False,baixa,1.1,4,tests=4 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
IMBITUBA,arbovirose,2025,31,0.0214,0.5499999999999999,False,baixa,2.02,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ILHEUS,arbovirose,2025,7,0.0214,0.5499999999999999,False,baixa,1.32,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
IGUATEMI,arbovirose,2025,11,0.0214,0.5499999999999999,False,baixa,0.66,4,tests=4 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ITABUNA,arbovirose,2025,21,0.0214,0.5499999999999999,False,baixa,0.73,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
ITABERA,arbovirose,2025,12,0.0214,0.5499999999999999,False,baixa,0.46,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
IRITUIA,arbovirose,2024,52,0.0214,0.5499999999999999,False,baixa,1.12,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
GASPAR,arbovirose,2025,23,0.0214,0.5499999999999999,False,baixa,0.77,3,tests=3 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
GOVERNADOR EUGENIO BARROS,arbovirose,2025,21,0.0214,0.5499999999999999,False,baixa,0.73,5,tests=5 (imp=0.153); tests_lag1=nan (imp=0.032); tests_ma4=nan (imp=0.0905); tests_ma8=nan (imp=0.0999); tests_trend=nan (imp=0.0295),Predito,sklearn_gb_pressao_familia_v1,pressao_v1
