familia,exames,n_municipios,tat_mediano_dias,tat_p90_dias,pct_liberado_48h,pct_liberado_48h_coleta,pct_liberado_7d,pct_rejeitado,backlog_estimado,granularidade,municipio,fonte,anos_referencia,sla_crise
arbovirose,295574,131,13.500694444444445,123.42361111111111,0.22962343261933874,0.079859837320211,0.3160449161511767,0.05506573649915081,95308,familia,ESTADO_MT,gal_lacen_microdados,>=2024,True
tuberculose,60114,133,3.6625,94.67791666666673,0.7834314658164708,0.3300493774659201,0.6705412620785787,0.06110057557307782,22320,familia,ESTADO_MT,gal_lacen_microdados,>=2024,False
outros,26712,129,8.447222222222223,145.70625,0.4584797891036907,0.2248791492104415,0.46677408959071864,0.04469901168014376,7398,familia,ESTADO_MT,gal_lacen_microdados,>=2024,False
respiratorio,25913,129,3.6375,178.7826388888889,0.5705959659448031,0.22630998055394966,0.6417196615336102,0.2448192027167831,5857,familia,ESTADO_MT,gal_lacen_microdados,>=2024,True
hepatite,20606,128,8.652083333333334,149.54166666666666,0.3550061804697157,0.18094680617545914,0.41501426794468427,0.022032417742405126,7063,familia,ESTADO_MT,gal_lacen_microdados,>=2024,True
