ano_se,semana_epidemiologica,codigo_ibge,municipio,sla_crise,silencio_gal_alerta,divergencia_gal_notif,faixa_pressao,pressao_alta,indice_pressao_rede,prob_pressao_alta_proxima_janela,faixa_pressao_predita,pressao_predita_acima_limiar,prioridade_emergencia,ts_geracao,tipo_sinal,fonte_stamp
2026,21,5103502.0,DENISE,False,False,True,moderada,False,42.38,0.2109,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5101704.0,BARRA DO BUGRES,True,False,False,moderada,False,42.11,0.2711,moderada,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5103056.0,CLAUDIA,False,False,True,moderada,False,41.91,0.152,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5103106.0,COCALINHO,True,False,True,moderada,False,41.84,0.1944,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5106224.0,NOVA MARILANDIA,True,False,False,moderada,False,41.76,0.205,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5103809.0,FELIZ NATAL,False,False,True,moderada,False,41.72,0.1948,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5106281.0,NOVA UBIRATA,True,False,True,moderada,False,41.71,0.1769,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5106653.0,PEDRA PRETA,False,False,True,moderada,False,41.36,0.1334,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5108600.0,VILA RICA,True,False,True,moderada,False,41.31,0.1459,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5106422.0,NOVO SAO JOAQUIM,True,False,True,moderada,False,41.18,0.3381,moderada,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5100607.0,ALTO TAQUARI,True,False,True,moderada,False,41.13,0.2268,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5107206.0,RIO BRANCO,False,False,True,moderada,False,41.01,0.2283,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5106307.0,NOVO HORIZONTE DO NORTE,False,False,True,moderada,False,40.54,0.1379,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5107909.0,SERRA NOVA DOURADA,True,False,False,moderada,False,40.45,0.1977,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5101407.0,ARIPUANA,True,False,True,moderada,False,40.39,0.171,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5106182.0,NOVA GUARITA,True,False,True,moderada,False,40.39,0.1968,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5106901.0,PORTO ESPERIDIAO,False,True,False,moderada,False,40.38,0.3925,moderada,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5106505.0,PARANATINGA,False,False,True,moderada,False,39.51,0.2021,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5103908.0,GAUCHA DO NORTE,False,False,True,moderada,False,39.34,0.2779,moderada,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5107248.0,SANTA CARMEM,True,False,False,moderada,False,39.33,0.1827,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5106208.0,NOVA BRASILANDIA,False,False,True,moderada,False,39.21,0.1583,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5101852.0,BOM JESUS DO ARAGUAIA,False,False,True,moderada,False,39.06,0.1693,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5105234.0,JURUENA,False,False,True,moderada,False,38.52,0.1532,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5107156.0,RESERVA DO CABACAL,False,False,True,moderada,False,38.31,0.2247,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5103304.0,COMODORO,True,False,True,moderada,False,37.36,0.2125,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5103957.0,GENERAL CARNEIRO,False,False,True,moderada,False,36.77,0.1519,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5107198.0,RIBEIRAOZINHO,False,False,True,moderada,False,36.47,,,,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5108303.0,TORIXOREU,False,False,True,moderada,False,36.32,,,,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5101001.0,ARAGUAIANA,False,False,True,moderada,False,35.71,0.027,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5104542.0,IPIRANGA DO NORTE,True,False,True,baixa,False,34.97,0.187,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5106893.0,PORTO DOS GAUCHOS,False,False,True,baixa,False,34.35,0.2397,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5106828.0,PONTE BRANCA,True,False,True,baixa,False,31.47,0.0315,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5107859.0,SAO FELIX DO ARAGUAIA,False,False,True,baixa,False,30.14,0.2286,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5107743.0,SANTA CRUZ DO XINGU,False,False,True,baixa,False,27.84,0.028,baixa,False,ALTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5102504.0,CACERES,False,False,False,critica,True,76.24,0.5494,alta,False,MODERADO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5102637.0,CAMPO NOVO DO PARECIS,False,False,False,alta,True,71.0,0.4735,alta,False,MODERADO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5107602.0,RONDONOPOLIS,False,False,False,alta,True,69.34,0.4425,alta,False,MODERADO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5107065.0,PRIMAVERA DO LESTE,False,False,False,alta,True,66.42,0.4513,alta,False,MODERADO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5106778.0,POCONE,False,False,False,moderada,False,53.7,0.2303,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5107008.0,PORTO ESTRELA,False,False,False,moderada,False,51.89,0.1255,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5101902.0,BRASNORTE,False,False,False,moderada,False,47.94,0.1274,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5107305.0,SAO JOSE DO RIO CLARO,False,False,False,moderada,False,47.36,0.0576,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5107701.0,ROSARIO OESTE,False,False,False,moderada,False,47.26,0.2201,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5105002.0,JANGADA,False,False,False,moderada,False,46.81,0.2078,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5104807.0,ITIQUIRA,False,False,False,moderada,False,46.37,0.258,moderada,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5106315.0,NOVO MUNDO,False,False,False,moderada,False,45.98,0.1466,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5102793.0,CARLINDA,False,False,False,moderada,False,44.87,0.1671,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5106232.0,NOVA MARINGA,False,False,False,moderada,False,43.62,0.2979,moderada,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5102686.0,CAMPOS DE JULIO,False,False,False,moderada,False,41.07,0.1957,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,5107958.0,TABAPORA,False,False,False,moderada,False,37.16,0.1283,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,,ARIQUEMES,False,False,False,nan,False,,0.197,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,,CAPANEMA,False,False,False,nan,False,,0.0205,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,,CASSILANDIA,False,False,False,nan,False,,0.0291,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,,FIRMINOPOLIS,False,False,False,nan,False,,0.0221,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,,GUAIRA,False,False,False,nan,False,,0.0417,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,,IPORA,False,False,False,nan,False,,0.2102,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,,JACOBINA,False,False,False,nan,False,,0.0364,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,,JURUTI,False,False,False,nan,False,,0.0308,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,,MIRASSOL D''OESTE,False,False,False,nan,False,,0.0919,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,,PALMEIRAS DE GOIAS,False,False,False,nan,False,,0.0371,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,,PARAGOMINAS,False,False,False,nan,False,,0.2331,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,,PIMENTA BUENO,False,False,False,nan,False,,0.2904,moderada,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
2026,21,,SAO GONCALO DO AMARANTE,False,False,False,nan,False,,0.0205,baixa,False,MONITORAMENTO,2026-08-29T16:43:39,Observado,indicadores_emergencia
