municipio,target,epi_year,epi_week,metric,valor_atual,baseline_ma8,z_proxy,tipo_anomalia,severidade,acao_sugerida,modelo_versao
CUIABA,chagas,2025,34,positividade,0.0,0.375,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,chagas_igg,2025,34,positividade,0.0,0.3125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,chikungunya,2026,14,positividade,0.0,0.17708333333333334,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,citomegalovirus_igm,2025,27,positividade,0.0,0.08333333333333333,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,dengue,2025,52,positividade,0.0,0.11553030303030301,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,fungos,2025,45,positividade,0.0,0.1875,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,hepatite_a,2025,32,positividade,0.0,0.3125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,hepatite_c_hcv,2025,34,positividade,0.0,0.21319444444444444,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,hiv,2025,46,positividade,0.0,0.4523809523809524,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,meningite_bacteriana_biologia_molecular,2026,21,positividade,0.0,0.10000000000000002,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,parvovirus_b19_igm,2026,5,positividade,0.0,0.375,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,rubeola_igg,2025,35,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,sarampo_igm,2025,46,positividade,0.0,0.4375,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,sars_cov_2,2026,20,positividade,0.0,0.0625,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,toxoplasmose_igg,2025,34,positividade,0.0,0.5,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,tuberculose,2025,35,positividade,0.0,0.1875,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,tuberculose_cultura,2025,31,positividade,0.0,0.1459859986504723,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,tuberculose_lf_lam,2026,20,positividade,0.0,0.3125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,varicela_zoster_biologia_molecular,2025,35,positividade,0.0,0.59375,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,virus_respiratorios,2026,10,positividade,0.0,0.07220643939393939,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,zika,2026,14,positividade,0.0,0.11249999999999999,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CURVELANDIA,dengue,2025,17,positividade,0.0,0.1346153846153846,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CURVELANDIA,zika,2025,17,positividade,0.0,0.016666666666666663,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DENISE,chikungunya,2025,28,positividade,0.0,0.15625000000000003,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DENISE,dengue,2025,28,positividade,0.0,0.0875,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DIAMANTINO,chikungunya,2025,32,positividade,0.0,0.53125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DIAMANTINO,hepatite_c_hcv,2025,28,positividade,0.0,0.2,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DIAMANTINO,influenza_a,2025,45,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DIAMANTINO,sars_cov_2,2025,45,positividade,0.0,0.0625,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DIAMANTINO,tuberculose_cultura,2025,32,positividade,0.0,0.42857142857142855,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DOM AQUINO,chikungunya,2025,26,positividade,0.0,0.611111111111111,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DOM AQUINO,zika,2025,26,positividade,0.0,0.1,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
DOURADOS,chikungunya,2025,24,positividade,0.0,0.5520833333333334,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
FELIZ NATAL,hepatite_b_hbv,2025,51,positividade,0.0,0.625,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
FIGUEIROPOLIS D''OESTE,chikungunya,2025,13,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
FLORIANOPOLIS,chikungunya,2025,15,positividade,0.0,0.2,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
FOZ DO IGUACU,zika,2025,11,positividade,0.0,0.125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GAUCHA DO NORTE,hepatite_b_hbv,2025,32,positividade,0.0,0.375,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GAUCHA DO NORTE,zika,2025,33,positividade,0.0,0.125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GLORIA D''OESTE,chikungunya,2025,13,positividade,0.0,0.08333333333333333,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GLORIA D''OESTE,dengue,2025,20,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GOIANESIA DO PARA,dengue,2025,11,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GOIANIA,dengue,2025,24,positividade,0.0,0.125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GUARANTA DO NORTE,chikungunya,2025,35,positividade,0.0,0.287851695718075,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GUARANTA DO NORTE,citomegalovirus_igg,2025,22,positividade,0.0,0.875,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GUARANTA DO NORTE,dengue,2025,35,positividade,0.0,0.06749222999222998,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GUARANTA DO NORTE,rubeola_igm,2025,19,positividade,0.0,0.16666666666666666,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GUARANTA DO NORTE,sars_cov_2,2025,33,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GUARANTA DO NORTE,zika,2025,35,positividade,0.0,0.2912545787545788,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GUIRATINGA,chikungunya,2025,22,positividade,0.0,0.10714285714285714,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
GUIRATINGA,dengue,2025,22,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
INDIAVAI,dengue,2025,7,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
ITAITUBA,chikungunya,2025,32,positividade,0.0,0.375,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
ITAUBA,dengue,2025,27,positividade,0.0,0.12953131615644867,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
ITAUBA,sars_cov_2,2025,34,positividade,0.0,0.16666666666666666,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
ITIQUIRA,dengue,2025,22,positividade,0.0,0.1,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JACIARA,hepatite_b_hbv,2025,20,positividade,0.0,0.5,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JACIARA,sars_cov_2,2025,22,positividade,0.0,0.2,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JANGADA,chikungunya,2025,34,positividade,0.0,0.575,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JANGADA,dengue,2025,34,positividade,0.0,0.125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JANGADA,zika,2025,34,positividade,0.0,0.125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JATAI,dengue,2025,15,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JAURU,chikungunya,2025,21,positividade,0.0,0.4895833333333333,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JAURU,dengue,2025,21,positividade,0.0,0.025,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JI-PARANA,chikungunya,2025,25,positividade,0.0,0.4270833333333333,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUARA,hepatite_c_hcv,2025,23,positividade,0.0,0.07142857142857142,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUARA,pesquisa_de_multipatogenos_ist,2025,9,positividade,0.0,0.0078125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUARA,sars_cov_2,2025,22,positividade,0.0,0.125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUARA,zika,2025,27,positividade,0.0,0.049019607843137254,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUINA,chikungunya,2025,34,positividade,0.0,0.2517857142857143,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUINA,cultura_para_fungos,2024,29,positividade,0.0,0.2,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUINA,fungos,2025,33,positividade,0.0,0.125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUINA,influenza_a,2025,23,positividade,0.0,0.0625,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUINA,sars_cov_2,2025,21,positividade,0.0,0.14285714285714285,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUINA,tuberculose_cultura,2025,28,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JURUENA,chikungunya,2025,31,positividade,0.0,0.09375,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JUSCIMEIRA,hepatite_c_hcv,2025,33,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
LAMBARI D''OESTE,dengue,2025,27,positividade,0.0,0.12053571428571427,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
LAMBARI D''OESTE,zika,2025,20,positividade,0.0,0.0724206349206349,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
LUCAS DO RIO VERDE,hepatite_c_hcv,2025,34,positividade,0.0,0.20833333333333331,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
LUCAS DO RIO VERDE,influenza_a,2025,35,positividade,0.0,0.1388888888888889,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
LUCAS DO RIO VERDE,influenza_b,2025,35,positividade,0.0,0.02638888888888889,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
LUCAS DO RIO VERDE,sars_cov_2,2025,21,positividade,0.0,0.625,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
LUCAS DO RIO VERDE,tuberculose_cultura,2025,26,positividade,0.0,0.5,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
MACHADINHO D''OESTE,dengue,2025,13,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
MANAUS,chikungunya,2025,34,positividade,0.0,0.203125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
MANAUS,dengue,2025,34,positividade,0.0,0.1875,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
MANAUS,zika,2025,34,positividade,0.0,0.03125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
MARCELANDIA,virus_respiratorios,2025,20,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
MARINGA,dengue,2025,28,positividade,0.0,0.025,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
MARINGA,zika,2025,18,positividade,0.0,0.0625,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
MATUPA,chikungunya,2025,31,positividade,0.0,0.16944444444444443,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
MATUPA,dengue,2025,31,positividade,0.0,0.08756191724941725,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
MIGUEL ALVES,chikungunya,2025,23,positividade,0.0,0.625,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
MIGUEL ALVES,dengue,2025,23,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOBRES,chikungunya,2025,26,positividade,0.0,0.71875,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOBRES,influenza_a,2025,23,positividade,0.0,0.125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOBRES,sars_cov_2,2025,23,positividade,0.0,0.3125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NORTELANDIA,hepatite_b_hbv,2025,30,positividade,0.0,0.4,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOSSA SENHORA DO LIVRAMENTO,dengue,2025,28,positividade,0.0,0.125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOSSA SENHORA DO LIVRAMENTO,influenza_a,2025,35,positividade,0.0,0.3125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOSSA SENHORA DO LIVRAMENTO,sars_cov_2,2025,35,positividade,0.0,0.125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOSSA SENHORA DO LIVRAMENTO,tuberculose_cultura,2025,23,positividade,0.0,0.375,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOSSA SENHORA DO LIVRAMENTO,zika,2025,28,positividade,0.0,0.015625,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA BANDEIRANTES,chikungunya,2025,24,positividade,0.0,0.5208333333333333,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA BANDEIRANTES,dengue,2025,24,positividade,0.0,0.21428571428571427,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA BANDEIRANTES,zika,2025,24,positividade,0.0,0.0625,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA BRASILANDIA,chikungunya,2025,23,positividade,0.0,0.49479166666666663,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA BRASILANDIA,dengue,2025,23,positividade,0.0,0.125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA BRASILANDIA,zika,2025,19,positividade,0.0,0.13333333333333333,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA CANAA DO NORTE,chikungunya,2025,29,positividade,0.0,0.16666666666666669,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA CANAA DO NORTE,dengue,2025,29,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA CANAA DO NORTE,virus_respiratorios,2025,22,positividade,0.0,0.125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA GUARITA,chikungunya,2025,34,positividade,0.0,0.3038507326007326,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA GUARITA,dengue,2025,34,positividade,0.0,0.036439665471923524,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA GUARITA,hepatite_b_hbv,2025,28,positividade,0.0,0.5416666666666667,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA GUARITA,influenza_a,2025,23,positividade,0.0,0.625,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA GUARITA,zika,2025,34,positividade,0.0,0.039772727272727265,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MARILANDIA,dengue,2025,29,positividade,0.0,0.4375,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MARILANDIA,hepatite_b_hbv,2026,19,positividade,0.0,0.3333333333333333,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,chagas,2025,28,positividade,0.0,0.2,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,chagas_igg,2025,28,positividade,0.0,0.2,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,chikungunya,2025,32,positividade,0.0,0.10756302521008403,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,cultura_para_fungos,2025,24,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,dengue,2025,32,positividade,0.0,0.125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,fungos,2025,24,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,hepatite_c_hcv,2025,26,positividade,0.0,0.16666666666666666,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,influenza_a,2026,19,positividade,0.0,0.19107142857142856,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,sars_cov_2,2026,19,positividade,0.0,0.0625,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,toxoplasmose_igm,2025,32,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,tuberculose_cultura,2025,25,positividade,0.0,0.125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,virus_respiratorios,2025,29,positividade,0.0,0.125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA OLIMPIA,chikungunya,2026,13,positividade,0.0,0.5625,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA OLIMPIA,hepatite_b_hbv,2026,19,positividade,0.0,0.5,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA OLIMPIA,hepatite_c_hcv,2026,3,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA SANTA HELENA,dengue,2025,24,positividade,0.0,0.07469093406593405,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA SANTA HELENA,hepatite_b_hbv,2025,45,positividade,0.0,0.375,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA UBIRATA,hepatite_b_hbv,2025,24,positividade,0.0,0.26666666666666666,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA XAVANTINA,chikungunya,2025,27,positividade,0.0,0.20833333333333331,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA XAVANTINA,dengue,2025,27,positividade,0.0,0.0625,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA XAVANTINA,influenza_a,2025,34,positividade,0.0,0.2,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVO HORIZONTE DO NORTE,chikungunya,2025,22,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVO HORIZONTE DO NORTE,hepatite_b_hbv,2025,31,positividade,0.0,0.5,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVO HORIZONTE DO NORTE,influenza_a,2025,34,positividade,0.0,0.17708333333333331,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVO HORIZONTE DO NORTE,influenza_b,2025,34,positividade,0.0,0.020833333333333325,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVO MUNDO,chikungunya,2025,29,positividade,0.0,0.26041666666666663,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVO MUNDO,dengue,2025,29,positividade,0.0,0.47619047619047616,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVO MUNDO,hepatite_b_hbv,2025,32,positividade,0.0,0.5833333333333333,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVO PROGRESSO,dengue,2025,24,positividade,0.0,0.125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVO REPARTIMENTO,dengue,2025,15,positividade,0.0,0.25,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVO SANTO ANTONIO,hepatite_b_hbv,2025,14,positividade,0.0,0.5,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVO SAO JOAQUIM,dengue,2025,10,positividade,0.0,0.234375,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVO SAO JOAQUIM,zika,2025,10,positividade,0.0,0.125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
PACARAIMA,chikungunya,2025,34,positividade,0.0,0.53125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
PALMAS,chikungunya,2025,19,positividade,0.0,0.2916666666666667,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
PARANAITA,chikungunya,2025,28,positividade,0.0,0.22379201680672267,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
PARANAITA,dengue,2025,28,positividade,0.0,0.061768538552321,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
PARANAITA,hepatite_b_hbv,2025,31,positividade,0.0,0.40625,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
PARANAITA,influenza_b,2025,28,positividade,0.0,0.125,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
PARANAITA,tuberculose_cultura,2025,23,positividade,0.0,0.3333333333333333,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
PARANAITA,zika,2025,28,positividade,0.0,0.028273809523809514,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
PARANATINGA,chikungunya,2025,25,positividade,0.0,0.625,-1.0,queda_atipica,alta,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
