municipio,target,epi_year,epi_week,metric,valor_atual,baseline_ma8,z_proxy,tipo_anomalia,severidade,acao_sugerida,modelo_versao
SANTAREM,chikungunya,2025,25,positividade,1.0,0.5416666666666666,0.8461538461538463,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
BELEM,dengue,2025,18,tests,3.0,1.625,0.8461538461538461,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
CANARANA,meningite_bacteriana_biologia_molecular,2025,16,tests,6.0,3.25,0.8461538461538461,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
COTRIGUACU,dengue,2025,21,tests,3.0,1.625,0.8461538461538461,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
SANTA TEREZINHA,dengue,2025,17,tests,6.0,3.25,0.8461538461538461,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
SAO JOSE DO RIO CLARO,hepatite_b_hbv,2025,21,tests,3.0,1.625,0.8461538461538461,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
VARZEA GRANDE,hepatite_b_hbv,2025,34,tests,6.0,3.25,0.8461538461538461,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
VILHENA,dengue,2025,28,tests,3.0,1.625,0.8461538461538461,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
ARAPUTANGA,chikungunya,2025,34,positividade,0.5,0.27270098322729897,0.8335100742311774,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
BOM JESUS DO ARAGUAIA,hepatite_b_hbv,2025,27,positividade,1.0,0.5476190476190476,0.8260869565217394,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
FELIZ NATAL,chikungunya,2025,28,positividade,1.0,0.5489583333333333,0.8216318785578748,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
CUIABA,hepatite_b_hbv,2026,17,positividade,1.0,0.549142156862745,0.8210220932827496,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
JUINA,virus_respiratorios,2025,23,tests,3.0,1.6666666666666667,0.7999999999999999,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
CUIABA,oropouche_biologia_molecular,2025,24,tests,2.0,1.125,0.7777777777777778,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
ITIQUIRA,zika,2025,13,tests,4.0,2.25,0.7777777777777778,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
SALVADOR,chikungunya,2025,9,tests,4.0,2.25,0.7777777777777778,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
SINOP,hanseniase_biologia_molecular,2025,27,tests,2.0,1.125,0.7777777777777778,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
PEIXOTO DE AZEVEDO,tuberculose_cultura,2025,31,notificacoes,2.0,1.125,0.7777777777777778,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
ITANHANGA,chikungunya,2025,25,incidencia_100k,24.221872350732717,13.624803197287154,0.7777777777777777,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
PRIMAVERA DO LESTE,dengue,2025,35,tests,15.0,8.5,0.7647058823529411,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
IPIRANGA DO NORTE,hepatite_b_hbv,2025,33,incidencia_100k,23.100023100023098,13.122016332861854,0.7604019469304444,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
BARRA DO GARCAS,virus_respiratorios,2025,10,tests,2.0,1.1428571428571428,0.7500000000000001,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
CUIABA,mayaro_biologia_molecular,2025,24,tests,2.0,1.1428571428571428,0.7500000000000001,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
NOVA MARILANDIA,zika,2025,31,positividade,0.5,0.2857142857142857,0.7500000000000001,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
SANTO ANTONIO DO LEVERGER,hepatite_b_hbv,2025,19,incidencia_100k,5.938594928439931,3.3957054010074934,0.7488545757467571,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
FELIZ NATAL,dengue,2025,24,tests,5.0,2.875,0.7391304347826086,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
NOVA MUTUM,hepatite_b_hbv,2025,34,positividade,1.0,0.5794604700854701,0.7257432588153953,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
ALTO PARAGUAI,chikungunya,2025,21,tests,3.0,1.75,0.7142857142857143,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
FORTUNA,dengue,2025,21,tests,3.0,1.75,0.7142857142857143,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
JURUENA,dengue,2025,31,tests,3.0,1.75,0.7142857142857143,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
SANTA RITA DO TRIVELATO,dengue,2025,24,tests,3.0,1.75,0.7142857142857143,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
BARRA DO GARCAS,tuberculose,2025,29,notificacoes,3.0,1.75,0.7142857142857143,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
JUARA,hepatite_b_hbv,2025,31,positividade,1.0,0.5848214285714286,0.7099236641221374,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
MIRASSOL D''OESTE,zika,2025,34,tests,4.0,2.375,0.6842105263157895,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
PORTO ESPERIDIAO,chikungunya,2026,14,tests,4.0,2.375,0.6842105263157895,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
SAO JOSE DO RIO CLARO,chikungunya,2025,21,tests,4.0,2.375,0.6842105263157895,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
CONFRESA,hepatite_b_hbv,2025,25,positividade,1.0,0.59375,0.6842105263157895,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
CACERES,zika,2026,14,positividade,0.3181818181818182,0.19033076298701299,0.6717309025001332,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
ALTO ALEGRE DO PINDARE,chikungunya,2025,20,tests,2.0,1.2,0.6666666666666667,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
NOSSA SENHORA DO LIVRAMENTO,hepatite_b_hbv,2025,30,positividade,1.0,0.6,0.6666666666666667,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
NOVA MONTE VERDE,hepatite_b_hbv,2025,31,positividade,1.0,0.6,0.6666666666666667,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
NOVA MONTE VERDE,hepatite_b_hbv,2025,31,incidencia_100k,11.80637544273908,7.083825265643448,0.6666666666666667,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
TANGARA DA SERRA,toxoplasmose_igm,2025,31,incidencia_100k,0.8725775066970323,0.5235465040182193,0.6666666666666667,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
ALTA FLORESTA,rifampicina,2025,31,notificacoes,1.0,0.6,0.6666666666666667,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
NOVO HORIZONTE DO NORTE,zika,2025,22,notificacoes,1.0,0.6,0.6666666666666667,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
NOVA BRASILANDIA,zika,2025,19,tests,6.0,3.6,0.6666666666666666,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
NOSSA SENHORA DO LIVRAMENTO,hepatite_b_hbv,2025,30,incidencia_100k,8.577800651912849,5.14668039114771,0.6666666666666665,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
LUCAS DO RIO VERDE,chikungunya,2026,13,positividade,0.5,0.30000000000000004,0.6666666666666664,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
NOVO PROGRESSO,chikungunya,2025,24,positividade,1.0,0.6041666666666666,0.6551724137931035,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
CUIABA,tuberculose_teste_de_sensibilidade,2025,28,notificacoes,24.0,14.5,0.6551724137931034,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
BARRA DO GARCAS,tuberculose_cultura,2025,29,notificacoes,3.0,1.8333333333333333,0.6363636363636365,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
PRIMAVERA DO LESTE,rubeola_igg,2025,44,incidencia_100k,1.041601566568756,0.6387657166948999,0.6306472613436556,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
ALTAMIRA,chikungunya,2025,22,tests,3.0,1.8571428571428572,0.6153846153846153,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
UNIAO DO SUL,dengue,2025,17,tests,3.0,1.8571428571428572,0.6153846153846153,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
GENERAL CARNEIRO,dengue,2025,8,incidencia_100k,31.650577623041624,19.78161101440101,0.6000000000000002,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
CAMPO VERDE,hepatite_b_hbv,2025,33,incidencia_100k,2.0386112979838136,1.2741320612398834,0.6000000000000001,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
NOVA MARILANDIA,chikungunya,2025,29,incidencia_100k,53.60493165371214,33.50308228357009,0.6000000000000001,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
NOVA SANTA HELENA,zika,2025,22,incidencia_100k,22.21235006663705,13.882718791648156,0.6000000000000001,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
CANARANA,hepatite_b_hbv,2025,33,tests,12.0,7.5,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
GOIANIA,chikungunya,2025,24,tests,3.0,1.875,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
ITANHANGA,chikungunya,2025,25,tests,2.0,1.25,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
JATAI,dengue,2025,15,tests,2.0,1.25,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
JI-PARANA,dengue,2025,25,tests,3.0,1.875,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
JUINA,influenza_a,2025,23,tests,3.0,1.875,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
JUINA,influenza_b,2025,23,tests,3.0,1.875,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
NOVA MARINGA,chikungunya,2025,25,tests,4.0,2.5,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
PORTO ESPERIDIAO,dengue,2025,19,tests,3.0,1.875,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
SAO JOSE DO RIO CLARO,hepatite_c_hcv,2025,15,tests,2.0,1.25,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
SORRISO,hepatite_c_hcv,2025,28,tests,2.0,1.25,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
BARRA DO GARCAS,chikungunya,2025,32,positividade,1.0,0.625,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
GOIANESIA DO PARA,chikungunya,2025,11,positividade,1.0,0.625,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
ITACOATIARA,chikungunya,2025,25,positividade,1.0,0.625,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
MIRASSOL D''OESTE,zika,2025,34,positividade,0.25,0.15625,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
NOVA MUTUM,toxoplasmose_igg,2025,32,positividade,1.0,0.625,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
POCONE,hepatite_b_hbv,2025,22,positividade,1.0,0.625,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
DIAMANTINO,hepatite_b_hbv,2025,32,incidencia_100k,4.420280245767581,2.7626751536047385,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
JACIARA,dengue,2025,27,incidencia_100k,3.35536690937154,2.0971043183572124,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
JUINA,dengue,2025,34,incidencia_100k,2.0662864699561947,1.2914290437226217,0.6,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
CANARANA,hepatite_b_hbv,2025,33,incidencia_100k,7.061149555147578,4.4132184719672365,0.5999999999999999,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
PEDRA PRETA,chikungunya,2025,28,positividade,1.0,0.6282852564102563,0.5916337201887516,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
BRASNORTE,hepatite_b_hbv,2025,28,positividade,0.5384615384615384,0.3397435897435897,0.5849056603773586,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
NOVA MUTUM,toxoplasmose_igg,2025,32,incidencia_100k,1.575919943266882,1.006494890346064,0.5657505650376746,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
APARECIDA DE GOIANIA,chikungunya,2025,24,positividade,1.0,0.6428571428571429,0.5555555555555555,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
JUSCIMEIRA,hepatite_b_hbv,2025,31,positividade,1.0,0.6428571428571429,0.5555555555555555,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
GENERAL CARNEIRO,zika,2025,8,tests,10.0,6.5,0.5384615384615384,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
PARANAITA,influenza_a,2025,28,tests,5.0,3.25,0.5384615384615384,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
PARANAITA,influenza_b,2025,28,tests,5.0,3.25,0.5384615384615384,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
PARANAITA,virus_respiratorios,2025,28,tests,5.0,3.25,0.5384615384615384,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
ARIPUANA,hepatite_b_hbv,2025,31,tests,7.0,4.625,0.5135135135135135,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
QUERENCIA,tuberculose_cultura,2025,24,tests,2.0,1.3333333333333333,0.5000000000000001,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
VARZEA GRANDE,mayaro_biologia_molecular,2025,30,tests,2.0,1.3333333333333333,0.5000000000000001,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
VARZEA GRANDE,oropouche_biologia_molecular,2025,30,tests,2.0,1.3333333333333333,0.5000000000000001,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
BARRA DO BUGRES,chikungunya,2025,25,positividade,1.0,0.6666666666666666,0.5000000000000001,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
CANARANA,dengue,2025,34,positividade,0.5,0.3333333333333333,0.5000000000000001,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
GUARANTA DO NORTE,toxoplasmose_igg,2025,32,positividade,1.0,0.6666666666666666,0.5000000000000001,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
MINEIROS,chikungunya,2025,26,positividade,1.0,0.6666666666666666,0.5000000000000001,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
NOVA MONTE VERDE,chikungunya,2025,35,positividade,0.5,0.3333333333333333,0.5000000000000001,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
CAMPO VERDE,sarampo_igg,2025,46,incidencia_100k,4.077222595967627,2.7181483973117513,0.5000000000000001,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
CAXIAS,dengue,2025,30,tests,3.0,2.0,0.5,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
MIGUEL ALVES,dengue,2025,23,tests,3.0,2.0,0.5,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
SANTA LUZIA,chikungunya,2025,20,tests,3.0,2.0,0.5,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
SERRA,dengue,2025,29,tests,3.0,2.0,0.5,alta_atipica,moderada,Investigar pico atípico e validar capacidade laboratorial/vigilância.,baseline_v1
AGUA BOA,hepatite_a,2025,20,tests,2.0,4.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
AGUA BOA,rifampicina,2025,28,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
BARAO DE MELGACO,dengue,2025,17,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CACERES,tuberculose_cultura,2025,28,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CACOAL,chikungunya,2025,28,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CHAPADA DOS GUIMARAES,influenza_a,2025,34,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CHAPADA DOS GUIMARAES,influenza_b,2025,34,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,tuberculose,2025,35,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
FELIZ NATAL,chikungunya,2025,28,tests,2.0,4.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA BRASILANDIA,dengue,2025,23,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA CANAA DO NORTE,chikungunya,2025,29,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
PARAUAPEBAS,dengue,2025,15,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
PONTES E LACERDA,hepatite_b_hbv,2026,20,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
PRIMAVERA DO LESTE,influenza_a,2025,51,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
PRIMAVERA DO LESTE,influenza_b,2025,51,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
RONDONOPOLIS,virus_respiratorios,2025,34,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
ROSARIO OESTE,hepatite_b_hbv,2025,24,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
SALTO DO CEU,chikungunya,2026,13,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
SORRISO,influenza_a,2025,34,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
SORRISO,influenza_b,2025,34,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
VILHENA,chikungunya,2025,28,tests,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
AGUA BOA,hepatite_a,2025,20,incidencia_100k,3.1153618492787936,6.230723698557587,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CUIABA,baciloscopia,2026,15,notificacoes,1.0,2.0,-0.5,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CURVELANDIA,chikungunya,2025,17,incidencia_100k,20.120724346076457,40.24144869215292,-0.5000000000000001,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA MUTUM,hiv,2025,8,incidencia_100k,1.575919943266882,3.202111380077044,-0.507849741557408,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
PEDRA PRETA,chikungunya,2025,28,incidencia_100k,10.556317956296844,21.77240578486224,-0.5151515151515151,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVO SAO JOAQUIM,chikungunya,2025,10,incidencia_100k,27.628125431689465,57.23068751586881,-0.5172498072117552,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
SORRISO,dengue,2025,35,tests,37.0,77.125,-0.520259319286872,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
SORRISO,zika,2025,35,tests,17.0,35.75,-0.5244755244755245,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
BARAO DE MELGACO,zika,2025,17,tests,1.0,2.125,-0.5294117647058824,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CAMPO NOVO DO PARECIS,leptospira,2025,33,tests,1.0,2.125,-0.5294117647058824,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
COLIDER,influenza_a,2025,32,tests,1.0,2.125,-0.5294117647058824,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
COLIDER,influenza_b,2025,32,tests,1.0,2.125,-0.5294117647058824,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
ITAITUBA,chikungunya,2025,32,tests,1.0,2.125,-0.5294117647058824,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
JI-PARANA,zika,2025,25,tests,1.0,2.125,-0.5294117647058824,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
SALTO DO CEU,dengue,2026,13,tests,1.0,2.125,-0.5294117647058824,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
SINOP,tuberculose_cultura,2025,29,tests,1.0,2.125,-0.5294117647058824,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
VARZEA GRANDE,citomegalovirus_igg,2025,33,tests,1.0,2.125,-0.5294117647058824,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
VARZEA GRANDE,citomegalovirus_igm,2025,33,tests,1.0,2.125,-0.5294117647058824,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
VARZEA GRANDE,variola,2026,5,tests,1.0,2.125,-0.5294117647058824,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
VARZEA GRANDE,citomegalovirus_igg,2025,33,incidencia_100k,0.3135562927612394,0.6663071221176338,-0.5294117647058824,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA SANTA HELENA,chikungunya,2025,24,tests,10.0,21.5,-0.5348837209302325,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
COLNIZA,hepatite_b_hbv,2025,28,tests,4.0,8.625,-0.5362318840579711,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
SORRISO,chagas,2025,34,tests,3.0,6.5,-0.5384615384615384,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
SORRISO,chagas_igg,2025,34,tests,3.0,6.5,-0.5384615384615384,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVA UBIRATA,dengue,2025,35,tests,12.0,26.125,-0.5406698564593302,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
NOVO SANTO ANTONIO,hepatite_b_hbv,2025,14,tests,1.0,2.2,-0.5454545454545455,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
PONTA PORA,chikungunya,2025,24,tests,1.0,2.2,-0.5454545454545455,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
CACERES,tuberculose,2025,35,notificacoes,1.0,2.2,-0.5454545454545455,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
BARRA DO GARCAS,chikungunya,2025,32,incidencia_100k,1.353582934026368,3.045561601559328,-0.5555555555555555,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
BOA VISTA,zika,2025,21,tests,1.0,2.25,-0.5555555555555556,queda_atipica,moderada,Verificar possível interrupção de fluxo de coleta ou subnotificação.,baseline_v1
