municipio,codigo_ibge,latitude,longitude,idh,gini,extrema_pobreza_pct,pea_2010,idh_inv,pea_inv,idh_inv_z,gini_z,extrema_pobreza_pct_z,pea_inv_z,indice_vulnerabilidade
TABAPORA,5107958.0,-11.2891,-5.6848,0.695,0.49,6.13,4923.0,0.30500000000000005,0.4740740740740741,-0.25293749999999804,-1.01175,0.9114864864864864,-0.06323437500000009,-0.1041088471283779
TANGARA DA SERRA,5108006.0,-14.6193,-57.4891,0.729,0.54,2.45,40974.0,0.271,0.029629629629629672,-1.208479166666669,0.6745,-0.7656486486486485,-1.327921875,-0.6568874225788294
TAPURAH,5108055.0,-12.7505,-56.5412,0.714,0.51,2.01,4982.0,0.28600000000000003,0.45925925925925926,-0.7869166666666672,-0.33725,-0.9661756756756756,-0.10539062500000015,-0.5489332418355857
TERRA NOVA DO NORTE,5108105.0,-10.5097,-5.5234,0.698,0.5,5.11,6481.0,0.30200000000000005,0.3555555555555555,-0.33724999999999844,-0.6745,0.4466283783783786,-0.4004843750000002,-0.24140149915540499
TESOURO,5108204.0,-16.0825,-53.5484,0.655,0.55,4.32,1223.0,0.345,0.9037037037037037,0.8712291666666707,1.01175,0.0865912162162164,1.159296875,0.7822168144707218
TORIXOREU,5108303.0,-16.2081,-52.5552,0.716,0.56,3.89,1572.0,0.28400000000000003,0.8444444444444444,-0.8431250000000008,1.349,-0.10937837837837827,0.9906718749999998,0.34679212415540517
UNIAO DO SUL,5108352.0,-11.4988,-54.3435,0.665,0.48,4.11,1785.0,0.33499999999999996,0.7925925925925926,0.5901875000000028,-1.349,-0.00911486486486467,0.8431249999999999,0.0187994087837845
VALE DE SAO DOMINGOS,5108402.0,-15.3093,-59.3517,0.656,0.48,6.99,1221.0,0.344,0.9111111111111111,0.8431250000000039,-1.349,1.303425675675676,1.1803749999999997,0.4944814189189199
VARZEA GRANDE,5108402.0,-15.6468,-56.1329,0.734,0.56,4.56,120623.0,0.266,0.007407407407407418,-1.349000000000003,1.349,0.19596959459459448,-1.39115625,-0.2987966638513522
VERA,5108501.0,-12.3039,-55.3129,0.68,0.51,2.54,4748.0,0.31999999999999995,0.48888888888888893,0.16862500000000077,-0.33725,-0.7246317567567567,-0.021078125000000027,-0.228583720439189
VILA BELA DA SANTISSIMA TRINDADE,5108550.0,-1.5008,-59.9515,0.645,0.54,10.21,4986.0,0.355,0.45185185185185184,1.1522708333333387,0.6745,2.770918918918919,-0.12646875000000019,1.1178052505630645
VILA RICA,5108600.0,-10.0125,-51.1158,0.688,0.54,8.76,10023.0,0.31200000000000006,0.19259259259259254,-0.05620833333333047,0.6745,2.110091216216216,-0.8642031250000003,0.46604493947072134
