familia,exames,n_municipios,tat_mediano_dias,tat_p90_dias,pct_liberado_48h,pct_liberado_48h_coleta,pct_liberado_7d,pct_rejeitado,backlog_estimado,granularidade,municipio,fonte,anos_referencia
arbovirose,14075,1,20.697916666666668,139.44375,0.2627317531095987,0.06143009985734665,0.3153530670470756,0.08504440497335701,4002,municipio_familia,CACERES,gal_lacen_microdados,>=2024
arbovirose,12017,1,13.417708333333334,149.31805555555556,0.17556824543724106,0.042528513435144015,0.2946066112507249,0.03927768993925273,3993,municipio_familia,SINOP,gal_lacen_microdados,>=2024
tuberculose,10006,1,3.453819444444444,119.51944444444445,0.7873990818426468,0.33901949541284404,0.6796158256880734,0.04547271637017789,2791,municipio_familia,VARZEA GRANDE,gal_lacen_microdados,>=2024
respiratorio,9841,1,3.576388888888889,208.74916666666667,0.5728181212524983,0.2577604624858615,0.6530099283649616,0.24956813331978459,1758,municipio_familia,CUIABA,gal_lacen_microdados,>=2024
arbovirose,9346,1,8.441666666666666,119.42361111111111,0.21287902469521724,0.15715292459478505,0.4569415081042988,0.02353948213139311,4139,municipio_familia,CAMPO VERDE,gal_lacen_microdados,>=2024
arbovirose,7612,1,11.457638888888889,190.67291666666668,0.17601683029453016,0.045018450184501846,0.21476014760147602,0.12598528638991066,705,municipio_familia,TANGARA DA SERRA,gal_lacen_microdados,>=2024
arbovirose,7375,1,11.788194444444445,88.61527777777778,0.27419668938656283,0.12323199479759389,0.3212485774670785,0.037152542372881354,1693,municipio_familia,COLIDER,gal_lacen_microdados,>=2024
arbovirose,6306,1,14.653819444444444,91.51666666666667,0.2095677513355998,0.07511075312122432,0.337696335078534,0.0377418331747542,2248,municipio_familia,CHAPADA DOS GUIMARAES,gal_lacen_microdados,>=2024
arbovirose,6042,1,8.495833333333334,87.36041666666667,0.17707567964731816,0.1358706773071414,0.4389195825659914,0.02300562727573651,2289,municipio_familia,PONTES E LACERDA,gal_lacen_microdados,>=2024
arbovirose,5831,1,11.411805555555556,92.48333333333333,0.23994252873563218,0.09752454118651302,0.3414425949637217,0.01577773966729549,2454,municipio_familia,LUCAS DO RIO VERDE,gal_lacen_microdados,>=2024
outros,5339,1,3.5701388888888888,94.83951388888934,0.6757009345794392,0.36452353616532723,0.6578645235361653,0.03165386776549916,1779,municipio_familia,CUIABA,gal_lacen_microdados,>=2024
arbovirose,5166,1,17.707291666666666,76.78263888888888,0.16264570344266738,0.03868194842406877,0.17191977077363896,0.003484320557491289,2157,municipio_familia,ARAPUTANGA,gal_lacen_microdados,>=2024
tuberculose,4801,1,6.370833333333334,95.1048611111111,0.6532567049808429,0.24081774081774082,0.5474705474705475,0.045823786711101856,2445,municipio_familia,SINOP,gal_lacen_microdados,>=2024
arbovirose,4776,1,24.369444444444444,94.33541666666666,0.22413793103448276,0.09588268471517203,0.22476029328821207,0.021147403685092128,610,municipio_familia,GUARANTA DO NORTE,gal_lacen_microdados,>=2024
respiratorio,4700,1,3.473611111111111,147.31805555555556,0.5376676986584107,0.21244167962674962,0.6933125972006221,0.22595744680851063,1295,municipio_familia,VARZEA GRANDE,gal_lacen_microdados,>=2024
arbovirose,4485,1,14.486805555555556,127.64333333333316,0.24967362924281986,0.10588235294117647,0.31792065663474695,0.02073578595317726,1500,municipio_familia,PRIMAVERA DO LESTE,gal_lacen_microdados,>=2024
arbovirose,4321,1,14.570486111111112,95.68333333333334,0.2185347526612398,0.09983940042826553,0.25829764453961457,0.0222170793797732,1692,municipio_familia,RONDONOPOLIS,gal_lacen_microdados,>=2024
arbovirose,3500,1,24.520833333333332,118.75486111111111,0.19718892104175278,0.05413793103448276,0.17620689655172414,0.004857142857142857,1433,municipio_familia,VERA,gal_lacen_microdados,>=2024
outros,3221,1,6.516666666666667,111.41965277777778,0.36764705882352944,0.21156138259833135,0.5089392133492253,0.08165166097485253,1226,municipio_familia,VARZEA GRANDE,gal_lacen_microdados,>=2024
