familia,exames,n_municipios,tat_mediano_dias,tat_p90_dias,pct_liberado_48h,pct_liberado_48h_coleta,pct_liberado_7d,pct_rejeitado,backlog_estimado,granularidade,municipio,fonte,anos_referencia
hepatite,249,1,9.590277777777779,264.6048611111111,0.381294964028777,0.2896551724137931,0.4896551724137931,0.040160642570281124,54,municipio_familia,COTRIGUACU,gal_lacen_microdados,>=2024
outros,246,1,28.215972222222224,177.71597222222223,0.24509803921568626,0.1557377049180328,0.27049180327868855,0.04878048780487805,71,municipio_familia,MATUPA,gal_lacen_microdados,>=2024
hepatite,238,1,9.690277777777778,149.5125,0.39097744360902253,0.25477707006369427,0.37579617834394907,0.01680672268907563,129,municipio_familia,PEIXOTO DE AZEVEDO,gal_lacen_microdados,>=2024
outros,233,1,115.6763888888889,238.6759722222222,0.3050847457627119,0.08633093525179857,0.18705035971223022,0.017167381974248927,29,municipio_familia,ALTA FLORESTA,gal_lacen_microdados,>=2024
tuberculose,229,1,2.39375,149.51388888888889,0.9704433497536946,0.49523809523809526,0.5571428571428572,0.039301310043668124,30,municipio_familia,PARANATINGA,gal_lacen_microdados,>=2024
tuberculose,225,1,3.325,118.56527777777778,0.8306451612903226,0.42748091603053434,0.7175572519083969,0.08,73,municipio_familia,CAMPO NOVO DO PARECIS,gal_lacen_microdados,>=2024
arbovirose,225,1,13.356944444444444,32.47222222222222,0.29411764705882354,0.04419889502762431,0.2154696132596685,0.017777777777777778,85,municipio_familia,CLAUDIA,gal_lacen_microdados,>=2024
arbovirose,224,1,22.521527777777777,66.37847222222223,0.17857142857142858,0.06666666666666667,0.24444444444444444,0.03125,32,municipio_familia,CAMPOS DE JULIO,gal_lacen_microdados,>=2024
hepatite,222,1,32.46875,194.92881944444446,0.29931972789115646,0.16666666666666666,0.32051282051282054,0.018018018018018018,82,municipio_familia,MATUPA,gal_lacen_microdados,>=2024
arbovirose,218,1,25.398958333333333,126.74166666666666,0.2275449101796407,0.011235955056179775,0.16853932584269662,0.01834862385321101,67,municipio_familia,FELIZ NATAL,gal_lacen_microdados,>=2024
outros,218,1,80.48194444444445,188.78666666666666,0.32075471698113206,0.14285714285714285,0.20300751879699247,0.009174311926605505,55,municipio_familia,JUARA,gal_lacen_microdados,>=2024
respiratorio,217,1,3.4270833333333335,117.68819444444445,0.6692307692307692,0.18181818181818182,0.6923076923076923,0.23963133640552994,69,municipio_familia,SINOP,gal_lacen_microdados,>=2024
hepatite,216,1,6.783333333333333,72.71819444444444,0.2982456140350877,0.22556390977443608,0.5263157894736842,0.009259259259259259,113,municipio_familia,NOVA XAVANTINA,gal_lacen_microdados,>=2024
hepatite,212,1,3.580208333333333,154.38756944444435,0.8617021276595744,0.4473684210526316,0.6157894736842106,0.05188679245283019,13,municipio_familia,TANGARA DA SERRA,gal_lacen_microdados,>=2024
hepatite,211,1,8.523611111111112,60.34513888888889,0.3333333333333333,0.057692307692307696,0.4551282051282051,0.0,109,municipio_familia,ALTA FLORESTA,gal_lacen_microdados,>=2024
respiratorio,211,1,3.5,140.07437500000003,0.3902439024390244,0.3103448275862069,0.5862068965517241,0.2037914691943128,32,municipio_familia,NOSSA SENHORA DO LIVRAMENTO,gal_lacen_microdados,>=2024
hepatite,209,1,7.701736111111111,199.55277777777778,0.2857142857142857,0.02127659574468085,0.3829787234042553,0.014354066985645933,33,municipio_familia,BRASNORTE,gal_lacen_microdados,>=2024
tuberculose,209,1,2.6944444444444446,129.69152777777808,0.7092198581560284,0.37341772151898733,0.7088607594936709,0.06220095693779904,77,municipio_familia,NOSSA SENHORA DO LIVRAMENTO,gal_lacen_microdados,>=2024
tuberculose,208,1,32.50694444444444,76.63402777777782,0.4370860927152318,0.07975460122699386,0.3558282208588957,0.13942307692307693,64,municipio_familia,BRASNORTE,gal_lacen_microdados,>=2024
tuberculose,207,1,5.448263888888889,6.404513888888889,0.44,0.3693181818181818,0.9772727272727273,0.01932367149758454,96,municipio_familia,SAO FELIX DO ARAGUAIA,gal_lacen_microdados,>=2024
arbovirose,206,1,23.024652777777778,96.90833333333333,0.21739130434782608,0.16265060240963855,0.3132530120481928,0.05339805825242718,52,municipio_familia,PORTO ESPERIDIAO,gal_lacen_microdados,>=2024
respiratorio,205,1,3.6256944444444446,90.39652777777778,0.625,0.25301204819277107,0.7469879518072289,0.0975609756097561,74,municipio_familia,PONTES E LACERDA,gal_lacen_microdados,>=2024
outros,204,1,53.75347222222222,185.58125,0.5486725663716814,0.09016393442622951,0.23770491803278687,0.07352941176470588,27,municipio_familia,AGUA BOA,gal_lacen_microdados,>=2024
arbovirose,202,1,7.447222222222222,125.37638888888888,0.11494252873563218,0.0,0.42574257425742573,0.31683168316831684,2,municipio_familia,COCALINHO,gal_lacen_microdados,>=2024
tuberculose,200,1,49.68611111111111,213.76597222222222,0.3157894736842105,0.08256880733944955,0.2018348623853211,0.095,62,municipio_familia,SAO JOSE DO XINGU,gal_lacen_microdados,>=2024
respiratorio,199,1,4.475694444444445,209.73444444444445,0.5503355704697986,0.18787878787878787,0.6121212121212121,0.21105527638190955,41,municipio_familia,NOVA MUTUM,gal_lacen_microdados,>=2024
respiratorio,199,1,5.788888888888889,56.162916666666916,0.6554054054054054,0.22699386503067484,0.6196319018404908,0.3316582914572864,24,municipio_familia,TANGARA DA SERRA,gal_lacen_microdados,>=2024
outros,196,1,7.678472222222222,123.76388888888889,0.1780821917808219,0.04,0.27,0.030612244897959183,24,municipio_familia,QUERENCIA,gal_lacen_microdados,>=2024
arbovirose,195,1,29.772222222222222,125.44513888888889,0.16363636363636364,0.008130081300813009,0.25203252032520324,0.015384615384615385,58,municipio_familia,NOVA MARILANDIA,gal_lacen_microdados,>=2024
hepatite,193,1,5.397222222222222,31.29375,0.60431654676259,0.3120567375886525,0.5319148936170213,0.03626943005181347,60,municipio_familia,CAMPO NOVO DO PARECIS,gal_lacen_microdados,>=2024
respiratorio,192,1,8.56875,119.70979166666667,0.5,0.2,0.4,0.010416666666666666,34,municipio_familia,GUARANTA DO NORTE,gal_lacen_microdados,>=2024
arbovirose,190,1,15.51388888888889,278.4951388888889,0.1870967741935484,0.13580246913580246,0.3395061728395062,0.07368421052631578,58,municipio_familia,JACIARA,gal_lacen_microdados,>=2024
arbovirose,189,1,14.32986111111111,221.90638888888992,0.33070866141732286,0.025157232704402517,0.1761006289308176,0.18518518518518517,23,municipio_familia,NOVO MUNDO,gal_lacen_microdados,>=2024
tuberculose,188,1,5.645138888888889,209.4423611111111,0.6576576576576577,0.13157894736842105,0.5350877192982456,0.06382978723404255,81,municipio_familia,DIAMANTINO,gal_lacen_microdados,>=2024
hepatite,186,1,6.686111111111111,59.22013888888889,0.3418803418803419,0.22137404580152673,0.5267175572519084,0.0,72,municipio_familia,JUARA,gal_lacen_microdados,>=2024
outros,184,1,5.4125,71.65555555555555,0.5119047619047619,0.22772277227722773,0.6534653465346535,0.03260869565217391,48,municipio_familia,PEIXOTO DE AZEVEDO,gal_lacen_microdados,>=2024
arbovirose,181,1,9.569791666666667,32.537291666666675,0.2072072072072072,0.09836065573770492,0.28688524590163933,0.03867403314917127,66,municipio_familia,CANARANA,gal_lacen_microdados,>=2024
tuberculose,180,1,4.487847222222222,168.4152777777778,0.584070796460177,0.30327868852459017,0.6557377049180327,0.11666666666666667,74,municipio_familia,ROSARIO OESTE,gal_lacen_microdados,>=2024
outros,178,1,22.51875,62.397222222222226,0.32653061224489793,0.14563106796116504,0.4077669902912621,0.0449438202247191,29,municipio_familia,POCONE,gal_lacen_microdados,>=2024
respiratorio,178,1,3.4340277777777777,118.73631944444445,0.5984251968503937,0.26811594202898553,0.7101449275362319,0.2696629213483146,38,municipio_familia,POCONE,gal_lacen_microdados,>=2024
outros,176,1,15.588888888888889,149.41243055555555,0.4838709677419355,0.23684210526315788,0.45614035087719296,0.03977272727272727,50,municipio_familia,SANTO ANTONIO DO LEVERGER,gal_lacen_microdados,>=2024
outros,175,1,34.52777777777778,223.48819444444445,0.21428571428571427,0.031746031746031744,0.23809523809523808,0.08571428571428572,23,municipio_familia,SAPEZAL,gal_lacen_microdados,>=2024
outros,171,1,2.4625,60.39513888888889,0.5,0.3142857142857143,0.6,0.03508771929824561,78,municipio_familia,JACIARA,gal_lacen_microdados,>=2024
arbovirose,170,1,24.632638888888888,58.67576388888889,0.06716417910447761,0.02142857142857143,0.11428571428571428,0.047058823529411764,24,municipio_familia,CONFRESA,gal_lacen_microdados,>=2024
arbovirose,168,1,17.404166666666665,119.73097222222222,0.15789473684210525,0.06766917293233082,0.16541353383458646,0.06547619047619048,42,municipio_familia,BRASNORTE,gal_lacen_microdados,>=2024
tuberculose,168,1,30.679861111111112,76.0151388888889,0.3333333333333333,0.25252525252525254,0.4444444444444444,0.1130952380952381,81,municipio_familia,CASTANHEIRA,gal_lacen_microdados,>=2024
outros,167,1,5.458333333333333,76.57527777777779,0.37254901960784315,0.35064935064935066,0.6233766233766234,0.0718562874251497,58,municipio_familia,BARRA DO BUGRES,gal_lacen_microdados,>=2024
hepatite,166,1,8.64236111111111,87.36041666666667,0.18478260869565216,0.06956521739130435,0.34782608695652173,0.006024096385542169,84,municipio_familia,QUERENCIA,gal_lacen_microdados,>=2024
respiratorio,164,1,31.93125,238.47916666666666,0.34057971014492755,0.014084507042253521,0.2112676056338028,0.31097560975609756,14,municipio_familia,AGUA BOA,gal_lacen_microdados,>=2024
arbovirose,164,1,14.254513888888889,28.636805555555554,0.23529411764705882,0.09848484848484848,0.2878787878787879,0.07317073170731707,76,municipio_familia,PONTAL DO ARAGUAIA,gal_lacen_microdados,>=2024
hepatite,163,1,6.642361111111111,87.33680555555556,0.2830188679245283,0.1968503937007874,0.5433070866141733,0.012269938650306749,49,municipio_familia,CACERES,gal_lacen_microdados,>=2024
outros,162,1,5.075347222222222,29.381944444444443,0.2037037037037037,0.125,0.5714285714285714,0.024691358024691357,31,municipio_familia,CONFRESA,gal_lacen_microdados,>=2024
respiratorio,161,1,23.09201388888889,104.62847222222223,0.4675324675324675,0.08139534883720931,0.3023255813953488,0.15527950310559005,43,municipio_familia,CAMPINAPOLIS,gal_lacen_microdados,>=2024
respiratorio,161,1,20.473263888888887,150.57034722222224,0.6344086021505376,0.07017543859649122,0.18421052631578946,0.2857142857142857,12,municipio_familia,PARANAITA,gal_lacen_microdados,>=2024
arbovirose,160,1,25.12013888888889,97.2404861111111,0.3153846153846154,0.050724637681159424,0.34057971014492755,0.075,24,municipio_familia,NORTELANDIA,gal_lacen_microdados,>=2024
respiratorio,158,1,4.600347222222222,191.0447222222224,0.5726495726495726,0.1774193548387097,0.6612903225806451,0.27848101265822783,37,municipio_familia,SANTO ANTONIO DO LEVERGER,gal_lacen_microdados,>=2024
respiratorio,149,1,8.613888888888889,121.52541666666664,0.625,0.05128205128205128,0.41025641025641024,0.3288590604026846,36,municipio_familia,QUERENCIA,gal_lacen_microdados,>=2024
tuberculose,149,1,4.594444444444444,10.532638888888888,0.8739495798319328,0.22137404580152673,0.6259541984732825,0.04697986577181208,77,municipio_familia,VILA RICA,gal_lacen_microdados,>=2024
arbovirose,142,1,7.579861111111111,59.40736111111111,0.3394495412844037,0.05128205128205128,0.452991452991453,0.014084507042253521,53,municipio_familia,JANGADA,gal_lacen_microdados,>=2024
outros,139,1,31.09027777777778,83.94270833333327,0.2753623188405797,0.056818181818181816,0.1590909090909091,0.050359712230215826,29,municipio_familia,CAMPINAPOLIS,gal_lacen_microdados,>=2024
arbovirose,137,1,20.479861111111113,236.4465277777778,0.18292682926829268,0.10526315789473684,0.24210526315789474,0.10948905109489052,54,municipio_familia,ACORIZAL,gal_lacen_microdados,>=2024
arbovirose,137,1,17.42361111111111,213.5076388888889,0.2376237623762376,0.025423728813559324,0.2288135593220339,0.08759124087591241,36,municipio_familia,NOVA OLIMPIA,gal_lacen_microdados,>=2024
arbovirose,137,1,13.678472222222222,132.59930555555556,0.23157894736842105,0.02702702702702703,0.32432432432432434,0.08759124087591241,33,municipio_familia,SAO JOSE DO RIO CLARO,gal_lacen_microdados,>=2024
hepatite,133,1,10.090277777777779,210.5117361111111,0.15730337078651685,0.12745098039215685,0.3235294117647059,0.0,53,municipio_familia,COLIDER,gal_lacen_microdados,>=2024
hepatite,131,1,5.550694444444445,28.594444444444445,0.3709677419354839,0.31645569620253167,0.5316455696202531,0.007633587786259542,70,municipio_familia,VILA RICA,gal_lacen_microdados,>=2024
outros,129,1,3.6006944444444446,34.924444444444475,0.45569620253164556,0.3793103448275862,0.6436781609195402,0.05426356589147287,31,municipio_familia,DIAMANTINO,gal_lacen_microdados,>=2024
outros,122,1,43.732638888888886,100.29430555555555,0.35714285714285715,0.136986301369863,0.3561643835616438,0.05737704918032787,14,municipio_familia,MARCELANDIA,gal_lacen_microdados,>=2024
outros,119,1,4.186458333333333,105.5659027777778,0.5606060606060606,0.24285714285714285,0.5142857142857142,0.01680672268907563,25,municipio_familia,ROSARIO OESTE,gal_lacen_microdados,>=2024
hepatite,118,1,6.685416666666667,89.99986111111112,0.19607843137254902,0.21739130434782608,0.5362318840579711,0.0,65,municipio_familia,BARRA DO GARCAS,gal_lacen_microdados,>=2024
hepatite,117,1,11.115972222222222,143.82909722222254,0.3013698630136986,0.14634146341463414,0.4024390243902439,0.0,18,municipio_familia,DIAMANTINO,gal_lacen_microdados,>=2024
outros,117,1,60.338541666666664,197.19201388888888,0.2361111111111111,0.06578947368421052,0.10526315789473684,0.1111111111111111,51,municipio_familia,NOVA XAVANTINA,gal_lacen_microdados,>=2024
tuberculose,117,1,7.6194444444444445,52.284444444444496,0.8571428571428571,0.36082474226804123,0.4742268041237113,0.05128205128205128,55,municipio_familia,PORTO ALEGRE DO NORTE,gal_lacen_microdados,>=2024
tuberculose,117,1,7.581944444444444,151.3827777777778,0.676923076923077,0.2714285714285714,0.44285714285714284,0.06837606837606838,55,municipio_familia,SAO JOSE DOS QUATRO MARCOS,gal_lacen_microdados,>=2024
outros,117,1,41.53819444444444,295.35555555555555,0.1509433962264151,0.043478260869565216,0.13043478260869565,0.008547008547008548,30,municipio_familia,TAPURAH,gal_lacen_microdados,>=2024
hepatite,116,1,8.697916666666666,119.7,0.2948717948717949,0.13793103448275862,0.3218390804597701,0.008620689655172414,55,municipio_familia,CAMPO VERDE,gal_lacen_microdados,>=2024
outros,116,1,12.583333333333334,185.79604166666667,0.34782608695652173,0.23076923076923078,0.44871794871794873,0.02586206896551724,13,municipio_familia,SAO JOSE DOS QUATRO MARCOS,gal_lacen_microdados,>=2024
arbovirose,115,1,14.36875,85.44375,0.18823529411764706,0.07526881720430108,0.27956989247311825,0.0,50,municipio_familia,SANTA CARMEM,gal_lacen_microdados,>=2024
arbovirose,114,1,10.165277777777778,93.10555555555555,0.3118279569892473,0.0625,0.3125,0.09649122807017543,45,municipio_familia,BARAO DE MELGACO,gal_lacen_microdados,>=2024
arbovirose,114,1,12.32673611111111,125.69902777777801,0.13414634146341464,0.11702127659574468,0.2553191489361702,0.14035087719298245,43,municipio_familia,NOBRES,gal_lacen_microdados,>=2024
tuberculose,114,1,3.60625,150.6173611111111,0.7162162162162162,0.32432432432432434,0.6621621621621622,0.06140350877192982,44,municipio_familia,NOBRES,gal_lacen_microdados,>=2024
outros,112,1,7.420833333333333,240.78819444444446,0.3770491803278688,0.15714285714285714,0.4,0.0625,20,municipio_familia,ARAPUTANGA,gal_lacen_microdados,>=2024
outros,111,1,7.453819444444445,42.978125000000034,0.58,0.11764705882352941,0.47058823529411764,0.036036036036036036,27,municipio_familia,ARIPUANA,gal_lacen_microdados,>=2024
tuberculose,111,1,3.5027777777777778,16.09416666666666,0.8656716417910447,0.3835616438356164,0.6027397260273972,0.02702702702702703,60,municipio_familia,CONFRESA,gal_lacen_microdados,>=2024
arbovirose,111,1,18.502777777777776,130.41611111111126,0.08695652173913043,0.10344827586206896,0.25287356321839083,0.05405405405405406,31,municipio_familia,NOVA LACERDA,gal_lacen_microdados,>=2024
arbovirose,111,1,12.488541666666666,96.87152777777777,0.2962962962962963,0.06382978723404255,0.3404255319148936,0.08108108108108109,35,municipio_familia,SALTO DO CEU,gal_lacen_microdados,>=2024
tuberculose,109,1,4.0993055555555555,161.36319444444445,0.6933333333333334,0.42857142857142855,0.5714285714285714,0.1559633027522936,48,municipio_familia,QUERENCIA,gal_lacen_microdados,>=2024
tuberculose,109,1,2.6090277777777775,55.10583333333372,0.9014084507042254,0.4125,0.7,0.11009174311926606,33,municipio_familia,SAPEZAL,gal_lacen_microdados,>=2024
respiratorio,107,1,15.490277777777777,66.48972222222235,0.7272727272727273,0.01694915254237288,0.1016949152542373,0.09345794392523364,19,municipio_familia,NOVO HORIZONTE DO NORTE,gal_lacen_microdados,>=2024
respiratorio,105,1,8.595138888888888,94.50458333333333,0.5344827586206896,0.07246376811594203,0.4057971014492754,0.34285714285714286,34,municipio_familia,NOVA CANAA DO NORTE,gal_lacen_microdados,>=2024
tuberculose,103,1,30.4,176.48333333333332,0.5789473684210527,0.3333333333333333,0.4492753623188406,0.13592233009708737,34,municipio_familia,ACORIZAL,gal_lacen_microdados,>=2024
tuberculose,103,1,29.589583333333334,231.34236111111093,0.24444444444444444,0.21153846153846154,0.34615384615384615,0.1262135922330097,46,municipio_familia,PARANAITA,gal_lacen_microdados,>=2024
tuberculose,102,1,6.532638888888889,272.4147222222222,0.75,0.14942528735632185,0.5517241379310345,0.0784313725490196,36,municipio_familia,ALTO ARAGUAIA,gal_lacen_microdados,>=2024
outros,102,1,39.734722222222224,157.45138888888889,0.34375,0.22784810126582278,0.46835443037974683,0.06862745098039216,19,municipio_familia,ALTO TAQUARI,gal_lacen_microdados,>=2024
tuberculose,102,1,3.4722222222222223,222.95368055555562,0.6811594202898551,0.3918918918918919,0.6486486486486487,0.17647058823529413,38,municipio_familia,CANARANA,gal_lacen_microdados,>=2024
outros,101,1,5.417361111111111,61.455555555555556,0.3815789473684211,0.3157894736842105,0.5263157894736842,0.0,38,municipio_familia,NOVA OLIMPIA,gal_lacen_microdados,>=2024
respiratorio,100,1,2.785416666666667,147.31805555555556,0.6301369863013698,0.24,0.84,0.27,23,municipio_familia,DIAMANTINO,gal_lacen_microdados,>=2024
arbovirose,98,1,10.565277777777778,204.6625,0.24242424242424243,0.08,0.3333333333333333,0.07142857142857142,32,municipio_familia,PARANATINGA,gal_lacen_microdados,>=2024
tuberculose,98,1,5.538888888888889,44.46388888888889,0.7666666666666667,0.36231884057971014,0.5507246376811594,0.07142857142857142,33,municipio_familia,RIO BRANCO,gal_lacen_microdados,>=2024
tuberculose,97,1,2.676388888888889,67.53291666666665,0.6153846153846154,0.40425531914893614,0.5957446808510638,0.1134020618556701,51,municipio_familia,COLNIZA,gal_lacen_microdados,>=2024
arbovirose,97,1,16.444444444444443,265.55694444444447,0.32,0.0,0.2982456140350877,0.05154639175257732,21,municipio_familia,NOVA XAVANTINA,gal_lacen_microdados,>=2024
outros,96,1,70.67569444444445,70.7186111111111,0.3333333333333333,0.3684210526315789,0.3684210526315789,0.0,8,municipio_familia,ALTO GARCAS,gal_lacen_microdados,>=2024
arbovirose,96,1,5.4625,32.49861111111111,0.3333333333333333,0.2839506172839506,0.5925925925925926,0.03125,46,municipio_familia,JAURU,gal_lacen_microdados,>=2024
arbovirose,96,1,7.409722222222222,197.93173611111092,0.3709677419354839,0.16129032258064516,0.46774193548387094,0.0,29,municipio_familia,VILA BELA DA SANTISSIMA TRINDADE,gal_lacen_microdados,>=2024
outros,96,1,6.642361111111111,29.09215277777777,0.6041666666666666,0.15384615384615385,0.5384615384615384,0.010416666666666666,34,municipio_familia,VILA RICA,gal_lacen_microdados,>=2024
outros,95,1,10.622222222222222,64.66347222222231,0.2608695652173913,0.03389830508474576,0.3898305084745763,0.042105263157894736,23,municipio_familia,JURUENA,gal_lacen_microdados,>=2024
respiratorio,93,1,2.7881944444444446,151.5263888888889,0.5362318840579711,0.21621621621621623,0.6216216216216216,0.24731182795698925,17,municipio_familia,BARRA DO GARCAS,gal_lacen_microdados,>=2024
respiratorio,92,1,2.796527777777778,107.53618055555563,0.5555555555555556,0.27941176470588236,0.6764705882352942,0.31521739130434784,17,municipio_familia,JUINA,gal_lacen_microdados,>=2024
outros,91,1,5.502083333333333,93.34097222222222,0.6470588235294118,0.4067796610169492,0.576271186440678,0.0,31,municipio_familia,COLNIZA,gal_lacen_microdados,>=2024
hepatite,91,1,4.027083333333334,154.23145833333382,0.475,0.20689655172413793,0.5689655172413793,0.0,55,municipio_familia,PARANAITA,gal_lacen_microdados,>=2024
tuberculose,91,1,6.460416666666666,113.50944444444436,0.7868852459016393,0.24193548387096775,0.6129032258064516,0.0989010989010989,20,municipio_familia,VILA BELA DA SANTISSIMA TRINDADE,gal_lacen_microdados,>=2024
respiratorio,90,1,2.65,30.992361111111112,0.6229508196721312,0.22580645161290322,0.8064516129032258,0.2777777777777778,26,municipio_familia,NOBRES,gal_lacen_microdados,>=2024
arbovirose,90,1,24.038194444444443,46.88319444444446,0.08333333333333333,0.18571428571428572,0.34285714285714286,0.044444444444444446,13,municipio_familia,NOVA BANDEIRANTES,gal_lacen_microdados,>=2024
tuberculose,88,1,1.3847222222222222,32.50694444444444,0.8615384615384616,0.6857142857142857,0.7714285714285715,0.06818181818181818,41,municipio_familia,GUIRATINGA,gal_lacen_microdados,>=2024
outros,88,1,7.586111111111111,67.96645833333343,0.6923076923076923,0.32,0.4,0.056818181818181816,18,municipio_familia,NOBRES,gal_lacen_microdados,>=2024
outros,87,1,91.41597222222222,239.62152777777777,0.08928571428571429,0.07246376811594203,0.2318840579710145,0.022988505747126436,5,municipio_familia,COCALINHO,gal_lacen_microdados,>=2024
tuberculose,86,1,6.610069444444445,117.97784722222222,0.7719298245614035,0.31666666666666665,0.5833333333333334,0.05813953488372093,28,municipio_familia,TAPURAH,gal_lacen_microdados,>=2024
tuberculose,85,1,2.4090277777777778,29.210277777777794,0.8,0.4716981132075472,0.8301886792452831,0.03529411764705882,36,municipio_familia,SAO JOSE DO RIO CLARO,gal_lacen_microdados,>=2024
arbovirose,84,1,10.136111111111111,121.74444444444444,0.34615384615384615,0.10344827586206896,0.4482758620689655,0.0,31,municipio_familia,GAUCHA DO NORTE,gal_lacen_microdados,>=2024
hepatite,83,1,14.445833333333333,126.47951388888889,0.16279069767441862,0.08695652173913043,0.2826086956521739,0.0,46,municipio_familia,CHAPADA DOS GUIMARAES,gal_lacen_microdados,>=2024
outros,82,1,7.657638888888889,238.42708333333334,0.38,0.015625,0.421875,0.04878048780487805,3,municipio_familia,TERRA NOVA DO NORTE,gal_lacen_microdados,>=2024
respiratorio,81,1,2.6947916666666667,8.409930555555563,0.9782608695652174,0.375,0.8125,0.37037037037037035,13,municipio_familia,MARCELANDIA,gal_lacen_microdados,>=2024
tuberculose,81,1,5.329166666666667,33.43777777777779,0.7818181818181819,0.3620689655172414,0.7068965517241379,0.024691358024691357,22,municipio_familia,PORTO ESPERIDIAO,gal_lacen_microdados,>=2024
outros,80,1,6.074305555555556,92.56951388888889,0.3469387755102041,0.16666666666666666,0.5,0.025,13,municipio_familia,CAMPOS DE JULIO,gal_lacen_microdados,>=2024
respiratorio,79,1,159.76875,278.63194444444446,0.5970149253731343,0.056338028169014086,0.18309859154929578,0.189873417721519,8,municipio_familia,ARIPUANA,gal_lacen_microdados,>=2024
outros,79,1,3.6631944444444446,30.919444444444444,0.5882352941176471,0.1951219512195122,0.6341463414634146,0.02531645569620253,27,municipio_familia,NOSSA SENHORA DO LIVRAMENTO,gal_lacen_microdados,>=2024
arbovirose,79,1,28.90277777777778,95.61597222222223,0.1864406779661017,0.046875,0.15625,0.0379746835443038,18,municipio_familia,NOVA CANAA DO NORTE,gal_lacen_microdados,>=2024
outros,77,1,53.99166666666667,221.68958333333333,0.22641509433962265,0.13793103448275862,0.1896551724137931,0.09090909090909091,10,municipio_familia,ARENAPOLIS,gal_lacen_microdados,>=2024
tuberculose,77,1,8.422916666666667,105.04027777777782,0.5,0.391304347826087,0.4782608695652174,0.06493506493506493,12,municipio_familia,CARLINDA,gal_lacen_microdados,>=2024
respiratorio,76,1,5.563194444444444,64.44444444444444,0.7843137254901961,0.32075471698113206,0.6226415094339622,0.3026315789473684,22,municipio_familia,ALTA FLORESTA,gal_lacen_microdados,>=2024
tuberculose,76,1,2.0652777777777778,33.50694444444444,0.7735849056603774,0.5,0.6333333333333333,0.039473684210526314,45,municipio_familia,ITIQUIRA,gal_lacen_microdados,>=2024
tuberculose,75,1,0.20104166666666667,6.800347222222227,0.9310344827586207,0.7931034482758621,0.896551724137931,0.02666666666666667,47,municipio_familia,COMODORO,gal_lacen_microdados,>=2024
outros,74,1,9.68125,27.603472222222223,0.4888888888888889,0.10416666666666667,0.3958333333333333,0.0,14,municipio_familia,NOVA UBIRATA,gal_lacen_microdados,>=2024
respiratorio,73,1,9.8,22.799305555555556,0.5675675675675675,0.1794871794871795,0.41025641025641024,0.1506849315068493,19,municipio_familia,JUARA,gal_lacen_microdados,>=2024
outros,73,1,19.51701388888889,27.911805555555556,0.42857142857142855,0.3,0.325,0.0410958904109589,14,municipio_familia,SAO JOSE DO RIO CLARO,gal_lacen_microdados,>=2024
tuberculose,72,1,2.3680555555555554,46.70388888888889,0.5777777777777777,0.4897959183673469,0.7551020408163265,0.08333333333333333,33,municipio_familia,CAMPOS DE JULIO,gal_lacen_microdados,>=2024
tuberculose,72,1,3.3944444444444444,45.43333333333333,0.7857142857142857,0.4918032786885246,0.7704918032786885,0.06944444444444445,25,municipio_familia,NORTELANDIA,gal_lacen_microdados,>=2024
outros,72,1,21.020833333333336,76.69951388888889,0.1935483870967742,0.15789473684210525,0.3157894736842105,0.0,22,municipio_familia,NOVA SANTA HELENA,gal_lacen_microdados,>=2024
outros,70,1,49.416666666666664,152.9045833333335,0.35714285714285715,0.05714285714285714,0.05714285714285714,0.02857142857142857,4,municipio_familia,NOVO HORIZONTE DO NORTE,gal_lacen_microdados,>=2024
tuberculose,69,1,7.3694444444444445,60.41263888888889,0.6,0.3939393939393939,0.48484848484848486,0.07246376811594203,40,municipio_familia,ARIPUANA,gal_lacen_microdados,>=2024
respiratorio,68,1,3.0868055555555554,233.1358333333333,0.5918367346938775,0.15384615384615385,0.6538461538461539,0.29411764705882354,14,municipio_familia,BARRA DO BUGRES,gal_lacen_microdados,>=2024
hepatite,68,1,11.644097222222221,66.47013888888888,0.038461538461538464,0.025,0.35,0.0,14,municipio_familia,BOM JESUS DO ARAGUAIA,gal_lacen_microdados,>=2024
arbovirose,68,1,15.074652777777779,61.65194444444449,0.05405405405405406,0.0,0.20454545454545456,0.0,27,municipio_familia,UNIAO DO SUL,gal_lacen_microdados,>=2024
hepatite,67,1,2.6347222222222224,15.134305555555564,0.6216216216216216,0.37209302325581395,0.7674418604651163,0.0,46,municipio_familia,CANABRAVA DO NORTE,gal_lacen_microdados,>=2024
tuberculose,66,1,6.533333333333333,272.3309722222222,0.7954545454545454,0.1509433962264151,0.5471698113207547,0.07575757575757576,29,municipio_familia,ALTO GARCAS,gal_lacen_microdados,>=2024
arbovirose,66,1,15.682638888888889,294.36597222222224,0.16666666666666666,0.0,0.1836734693877551,0.09090909090909091,35,municipio_familia,ALTO PARAGUAI,gal_lacen_microdados,>=2024
respiratorio,66,1,98.41597222222222,246.64881944444446,0.234375,0.0,0.125,0.2878787878787879,2,municipio_familia,COCALINHO,gal_lacen_microdados,>=2024
arbovirose,66,1,14.420833333333333,38.092499999999994,0.18181818181818182,0.14893617021276595,0.3191489361702128,0.0,33,municipio_familia,GUIRATINGA,gal_lacen_microdados,>=2024
arbovirose,66,1,5.534027777777778,216.35034722222233,0.3684210526315789,0.20833333333333334,0.5625,0.12121212121212122,19,municipio_familia,ITANHANGA,gal_lacen_microdados,>=2024
