n_municipios,exames_total,tat_mediano_estadual,tat_p90_estadual,pct_liberado_48h_mediano,pct_liberado_7d_mediano,pct_rejeitado_mediano,backlog_total,fonte,anos_referencia
133,428919,10.599305555555556,118.31597222222223,0.36,0.396,0.05301204819277108,137946,gal_lacen_microdados,>=2024
